RESULTADOS DEL MODELO: NN Custom (simple_data)
======================================================================
Accuracy General: 0.6841

Matriz de Confusión:
2156 CONFIRMED (CP) 92.10%
2157 CONFIRMED (CP) 73.41%
2158 CANDIDATE (PC) 74.46%
2159 FALSE POSITIVE 87.05%
2160 CANDIDATE (PC) 76.71%
2161 CONFIRMED (CP) 91.80%
2162 CONFIRMED (CP) 45.99%
2163 CANDIDATE (PC) 43.91%
2164 FALSE POSITIVE 79.88%
2165 FALSE POSITIVE 40.55%
2166 CONFIRMED (CP) 55.09%
2167 CONFIRMED (CP) 74.11%
2168 CANDIDATE (PC) 75.36%
2169 CANDIDATE (PC) 76.52%
2170 FALSE POSITIVE 42.20%
2171 CANDIDATE (PC) 44.46%
2172 CANDIDATE (PC) 37.35%
2173 CANDIDATE (PC) 67.58%
2174 FALSE POSITIVE 55.63%
2175 CONFIRMED (CP) 37.36%
2176 CANDIDATE (PC) 66.77%
2177 CANDIDATE (PC) 45.47%
2178 FALSE POSITIVE 41.85%
2179 FALSE POSITIVE 71.08%
2180 FALSE POSITIVE 87.61%
2181 CANDIDATE (PC) 40.58%
2182 CONFIRMED (CP) 89.62%
2183 CONFIRMED (CP) 73.95%
2184 CONFIRMED (CP) 73.05%
2185 CANDIDATE (PC) 76.30%
2186 CANDIDATE (PC) 75.45%
2187 CANDIDATE (PC) 54.71%
2188 CONFIRMED (CP) 71.91%
2189 FALSE POSITIVE 53.59%
2190 CANDIDATE (PC) 54.56%
2191 CANDIDATE (PC) 68.22%
2192 FALSE POSITIVE 65.02%
2193 CANDIDATE (PC) 72.11%
2194 CANDIDATE (PC) 76.98%
2195 CANDIDATE (PC) 54.24%
2196 CANDIDATE (PC) 54.37%
2197 CANDIDATE (PC) 71.84%
2198 FALSE POSITIVE 75.38%
2199 CANDIDATE (PC) 78.40%
2200 CANDIDATE (PC) 54.40%
2201 CANDIDATE (PC) 76.01%
2202 FALSE POSITIVE 49.73%
2203 CANDIDATE (PC) 77.69%
2204 CANDIDATE (PC) 57.07%
2205 CANDIDATE (PC) 44.72%
2206 CANDIDATE (PC) 47.97%
2207 CANDIDATE (PC) 64.43%
2208 FALSE POSITIVE 97.45%
2209 CANDIDATE (PC) 53.03%
2210 CANDIDATE (PC) 72.64%
2211 FALSE POSITIVE 35.95%
2212 CANDIDATE (PC) 45.70%
2213 FALSE POSITIVE 72.28%
2214 CANDIDATE (PC) 54.55%
2215 CONFIRMED (CP) 89.77%
2216 FALSE POSITIVE 78.04%
2217 CANDIDATE (PC) 76.43%
2218 FALSE POSITIVE 78.29%
2219 CANDIDATE (PC) 61.50%
2220 CANDIDATE (PC) 81.12%
2221 FALSE POSITIVE 41.31%
2222 CONFIRMED (CP) 44.64%
2223 CANDIDATE (PC) 79.96%
2224 CANDIDATE (PC) 54.73%
2225 CANDIDATE (PC) 69.79%
2226 CANDIDATE (PC) 70.44%
2227 CANDIDATE (PC) 44.97%
2228 CANDIDATE (PC) 78.07%
2229 FALSE POSITIVE 57.67%
2230 CANDIDATE (PC) 49.54%
2231 CANDIDATE (PC) 72.93%
2232 CANDIDATE (PC) 68.49%
2233 FALSE POSITIVE 51.87%
2234 CONFIRMED (CP) 42.58%
2235 CANDIDATE (PC) 72.47%
2236 CONFIRMED (CP) 83.85%
2237 CONFIRMED (CP) 50.98%
2238 CANDIDATE (PC) 44.96%
2239 CANDIDATE (PC) 67.40%
2240 CANDIDATE (PC) 43.90%
2241 FALSE POSITIVE 83.18%
2242 CANDIDATE (PC) 72.05%
2243 CANDIDATE (PC) 75.19%
2244 CONFIRMED (CP) 38.04%
2245 FALSE POSITIVE 96.21%
2246 FALSE POSITIVE 96.36%
2247 CANDIDATE (PC) 46.29%
2248 FALSE POSITIVE 83.34%
2249 FALSE POSITIVE 64.80%
2250 CANDIDATE (PC) 73.90%
2251 CONFIRMED (CP) 48.85%
2252 FALSE POSITIVE 62.23%
2253 CANDIDATE (PC) 48.15%
2254 CANDIDATE (PC) 56.81%
2255 CANDIDATE (PC) 75.06%
2256 CANDIDATE (PC) 73.09%
2257 CANDIDATE (PC) 54.67%
2258 CANDIDATE (PC) 79.69%
2259 CANDIDATE (PC) 54.37%
2260 FALSE POSITIVE 85.65%
2261 FALSE POSITIVE 87.82%
2262 CONFIRMED (CP) 66.80%
2263 CANDIDATE (PC) 74.59%
2264 CANDIDATE (PC) 76.15%
2265 CONFIRMED (CP) 44.76%
2266 FALSE POSITIVE 45.97%
2267 FALSE POSITIVE 55.77%
2268 CANDIDATE (PC) 37.35%
2269 FALSE POSITIVE 53.25%
2270 CANDIDATE (PC) 54.53%
2271 CONFIRMED (CP) 91.64%
2272 CONFIRMED (CP) 76.89%
2273 CANDIDATE (PC) 53.08%
2274 CANDIDATE (PC) 44.76%
2275 CONFIRMED (CP) 73.56%
2276 FALSE POSITIVE 71.17%
2277 CANDIDATE (PC) 78.84%
2278 FALSE POSITIVE 65.24%
2279 CANDIDATE (PC) 80.44%
2280 FALSE POSITIVE 76.59%
2281 CANDIDATE (PC) 77.84%
2282 CANDIDATE (PC) 45.40%
2283 CONFIRMED (CP) 89.11%
2284 FALSE POSITIVE 97.24%
2285 CONFIRMED (CP) 75.26%
2286 CANDIDATE (PC) 66.55%
2287 CONFIRMED (CP) 61.00%
2288 CONFIRMED (CP) 47.02%
2289 CANDIDATE (PC) 76.35%
2290 CANDIDATE (PC) 52.39%
2291 FALSE POSITIVE 64.39%
2292 FALSE POSITIVE 84.36%
2293 CANDIDATE (PC) 50.55%
2294 CANDIDATE (PC) 72.79%
2295 CONFIRMED (CP) 43.21%
2296 CANDIDATE (PC) 46.08%
2297 FALSE POSITIVE 39.07%
2298 CANDIDATE (PC) 71.32%
2299 CANDIDATE (PC) 62.36%
2300 CANDIDATE (PC) 43.96%
2301 FALSE POSITIVE 76.99%
2302 CANDIDATE (PC) 50.37%
2303 CONFIRMED (CP) 73.58%
2304 FALSE POSITIVE 65.19%
2305 FALSE POSITIVE 91.91%
2306 CANDIDATE (PC) 44.83%
2307 CONFIRMED (CP) 47.09%
2308 FALSE POSITIVE 38.56%
2309 FALSE POSITIVE 96.69%
2310 CANDIDATE (PC) 44.90%
2311 CONFIRMED (CP) 90.12%
2312 CANDIDATE (PC) 48.43%
2313 CANDIDATE (PC) 71.47%
2314 CANDIDATE (PC) 62.66%
2315 CANDIDATE (PC) 70.90%
2316 CANDIDATE (PC) 75.37%
2317 FALSE POSITIVE 97.29%
2318 CANDIDATE (PC) 74.89%
2319 CONFIRMED (CP) 89.30%
2320 FALSE POSITIVE 65.29%
2321 CANDIDATE (PC) 77.23%
2322 FALSE POSITIVE 94.65%
2323 CANDIDATE (PC) 44.50%
2324 CANDIDATE (PC) 41.66%
2325 CANDIDATE (PC) 77.98%
2326 FALSE POSITIVE 94.97%
2327 FALSE POSITIVE 72.72%
2328 FALSE POSITIVE 83.34%
2329 CANDIDATE (PC) 44.58%
2330 CANDIDATE (PC) 72.48%
2331 CANDIDATE (PC) 47.04%
2332 FALSE POSITIVE 93.01%
2333 CANDIDATE (PC) 75.31%
2334 CANDIDATE (PC) 53.52%
2335 CANDIDATE (PC) 76.49%
2336 CANDIDATE (PC) 52.60%
2337 CANDIDATE (PC) 45.83%
2338 CANDIDATE (PC) 78.26%
2339 CONFIRMED (CP) 51.10%
2340 CANDIDATE (PC) 46.33%
2341 CANDIDATE (PC) 54.69%
2342 CANDIDATE (PC) 45.38%
2343 CANDIDATE (PC) 75.43%
2344 FALSE POSITIVE 76.02%
2345 CONFIRMED (CP) 74.90%
2346 CONFIRMED (CP) 89.64%
2347 CANDIDATE (PC) 75.69%
2348 FALSE POSITIVE 38.31%
2349 CANDIDATE (PC) 44.68%
2350 CANDIDATE (PC) 64.31%
2351 CONFIRMED (CP) 74.30%
2352 CONFIRMED (CP) 88.42%
2353 FALSE POSITIVE 78.89%
2354 FALSE POSITIVE 41.01%
2355 CANDIDATE (PC) 68.85%
2356 FALSE POSITIVE 85.21%
2357 CANDIDATE (PC) 54.86%
2358 CANDIDATE (PC) 51.98%
2359 CANDIDATE (PC) 76.31%
2360 CANDIDATE (PC) 70.11%
2361 FALSE POSITIVE 81.94%
2362 FALSE POSITIVE 75.20%
2363 CONFIRMED (CP) 72.88%
2364 FALSE POSITIVE 75.84%
2365 CANDIDATE (PC) 70.21%
2366 CONFIRMED (CP) 45.58%
2367 FALSE POSITIVE 55.95%
2368 CANDIDATE (PC) 75.58%
2369 FALSE POSITIVE 38.47%
2370 CONFIRMED (CP) 66.63%
2371 FALSE POSITIVE 92.41%
2372 FALSE POSITIVE 80.57%
2373 CANDIDATE (PC) 70.19%
2374 FALSE POSITIVE 92.42%
2375 FALSE POSITIVE 60.42%
2376 CANDIDATE (PC) 52.30%
2377 CANDIDATE (PC) 70.96%
2378 CONFIRMED (CP) 46.24%
2379 FALSE POSITIVE 34.94%
2380 CANDIDATE (PC) 45.44%
2381 CANDIDATE (PC) 81.51%
2382 CONFIRMED (CP) 77.35%
2383 CANDIDATE (PC) 77.30%
2384 CONFIRMED (CP) 54.22%
2385 CONFIRMED (CP) 71.48%
2386 CONFIRMED (CP) 71.93%
2387 FALSE POSITIVE 41.72%
2388 CANDIDATE (PC) 46.99%
2389 CANDIDATE (PC) 57.90%
2390 CONFIRMED (CP) 48.15%
2391 CANDIDATE (PC) 47.98%
2392 CONFIRMED (CP) 59.31%
2393 CANDIDATE (PC) 50.98%
2394 CANDIDATE (PC) 70.99%
2395 FALSE POSITIVE 91.21%
2396 CANDIDATE (PC) 40.31%
2397 CANDIDATE (PC) 54.33%
2398 CANDIDATE (PC) 73.65%
2399 CONFIRMED (CP) 73.87%
2400 CANDIDATE (PC) 78.70%
2401 CANDIDATE (PC) 47.85%
2402 FALSE POSITIVE 58.95%
2403 CANDIDATE (PC) 59.45%
2404 CANDIDATE (PC) 73.86%
2405 CONFIRMED (CP) 74.97%
2406 FALSE POSITIVE 75.42%
2407 CANDIDATE (PC) 53.69%
2408 FALSE POSITIVE 76.23%
2409 CONFIRMED (CP) 44.65%
2410 FALSE POSITIVE 69.70%
2411 FALSE POSITIVE 87.80%
2412 FALSE POSITIVE 40.61%
2413 CANDIDATE (PC) 47.86%
2414 FALSE POSITIVE 90.24%
2415 CANDIDATE (PC) 76.97%
2416 CANDIDATE (PC) 75.82%
2417 CANDIDATE (PC) 54.72%
2418 CANDIDATE (PC) 75.82%
2419 FALSE POSITIVE 76.21%
2420 CONFIRMED (CP) 91.08%
2421 FALSE POSITIVE 41.20%
2422 CANDIDATE (PC) 61.92%
2423 FALSE POSITIVE 73.16%
2424 CANDIDATE (PC) 76.95%
2425 FALSE POSITIVE 83.46%
2426 CONFIRMED (CP) 50.56%
2427 CANDIDATE (PC) 72.96%
2428 CANDIDATE (PC) 72.88%
2429 CANDIDATE (PC) 77.50%
2430 FALSE POSITIVE 54.69%
2431 FALSE POSITIVE 36.11%
2432 CANDIDATE (PC) 49.73%
2433 FALSE POSITIVE 49.31%
2434 CANDIDATE (PC) 45.74%
2435 CANDIDATE (PC) 72.78%
2436 CANDIDATE (PC) 45.25%
2437 FALSE POSITIVE 79.59%
2438 CANDIDATE (PC) 77.30%
2439 FALSE POSITIVE 38.94%
2440 CONFIRMED (CP) 44.07%
2441 CANDIDATE (PC) 68.22%
2442 CANDIDATE (PC) 47.61%
2443 FALSE POSITIVE 40.49%
2444 CONFIRMED (CP) 44.14%
2445 CONFIRMED (CP) 74.62%
2446 FALSE POSITIVE 38.04%
2447 CANDIDATE (PC) 51.92%
2448 CONFIRMED (CP) 44.00%
2449 CONFIRMED (CP) 36.19%
2450 FALSE POSITIVE 56.13%
2451 CONFIRMED (CP) 38.09%
2452 CONFIRMED (CP) 47.58%
2453 CANDIDATE (PC) 69.67%
2454 CANDIDATE (PC) 52.34%
2455 CANDIDATE (PC) 48.95%
2456 CANDIDATE (PC) 79.71%
2457 CONFIRMED (CP) 90.27%
2458 CONFIRMED (CP) 88.47%
2459 CANDIDATE (PC) 68.35%
2460 CANDIDATE (PC) 55.80%
2461 FALSE POSITIVE 49.15%
2462 CONFIRMED (CP) 69.20%
2463 FALSE POSITIVE 97.25%
2464 CANDIDATE (PC) 55.85%
2465 CANDIDATE (PC) 75.60%
2466 FALSE POSITIVE 97.35%
2467 FALSE POSITIVE 93.29%
2468 FALSE POSITIVE 96.90%
2469 FALSE POSITIVE 83.19%
2470 CONFIRMED (CP) 43.74%
2471 CANDIDATE (PC) 54.26%
2472 FALSE POSITIVE 97.35%
2473 CANDIDATE (PC) 43.80%
2474 CONFIRMED (CP) 43.68%
2475 CONFIRMED (CP) 71.89%
2476 CANDIDATE (PC) 77.43%
2477 CANDIDATE (PC) 77.40%
2478 CONFIRMED (CP) 91.72%
2479 CANDIDATE (PC) 77.44%
2480 CONFIRMED (CP) 77.16%
2481 CONFIRMED (CP) 51.83%
2482 FALSE POSITIVE 96.46%
2483 CANDIDATE (PC) 63.33%
2484 CANDIDATE (PC) 43.95%
2485 CONFIRMED (CP) 86.49%
2486 CONFIRMED (CP) 44.84%
2487 CONFIRMED (CP) 45.32%
2488 CANDIDATE (PC) 76.65%
2489 FALSE POSITIVE 97.05%
2490 CANDIDATE (PC) 54.72%
2491 CANDIDATE (PC) 71.25%
2492 FALSE POSITIVE 96.38%
2493 CANDIDATE (PC) 58.10%
2494 CONFIRMED (CP) 70.76%
2495 FALSE POSITIVE 65.22%
2496 CANDIDATE (PC) 40.17%
2497 CONFIRMED (CP) 89.89%
2498 CANDIDATE (PC) 79.12%
2499 CONFIRMED (CP) 87.70%
2500 CANDIDATE (PC) 72.40%
2501 CANDIDATE (PC) 47.33%
2502 CANDIDATE (PC) 54.71%
2503 CANDIDATE (PC) 54.73%
2504 FALSE POSITIVE 40.53%
2505 CANDIDATE (PC) 62.19%
2506 CANDIDATE (PC) 46.29%
2507 CANDIDATE (PC) 76.37%
2508 CANDIDATE (PC) 50.12%
2509 CANDIDATE (PC) 74.34%
2510 CANDIDATE (PC) 78.04%
2511 FALSE POSITIVE 97.03%
2512 CANDIDATE (PC) 74.50%
2513 FALSE POSITIVE 82.76%
2514 FALSE POSITIVE 57.14%
2515 CONFIRMED (CP) 37.47%
2516 FALSE POSITIVE 87.27%
2517 FALSE POSITIVE 43.54%
2518 CONFIRMED (CP) 46.23%
2519 CONFIRMED (CP) 92.22%
2520 CANDIDATE (PC) 70.51%
2521 FALSE POSITIVE 61.47%
2522 FALSE POSITIVE 97.01%
2523 CONFIRMED (CP) 89.72%
2524 FALSE POSITIVE 74.99%
2525 CONFIRMED (CP) 74.13%
2526 CANDIDATE (PC) 47.09%
2527 FALSE POSITIVE 57.66%
2528 CANDIDATE (PC) 54.02%
2529 CONFIRMED (CP) 76.45%
2530 CANDIDATE (PC) 77.38%
2531 CANDIDATE (PC) 71.73%
2532 FALSE POSITIVE 97.25%
2533 CONFIRMED (CP) 91.99%
2534 FALSE POSITIVE 38.01%
2535 CONFIRMED (CP) 70.69%
2536 CANDIDATE (PC) 55.31%
2537 CANDIDATE (PC) 77.03%
2538 CANDIDATE (PC) 73.70%
2539 FALSE POSITIVE 97.18%
2540 CANDIDATE (PC) 78.02%
2541 CANDIDATE (PC) 58.43%
2542 CANDIDATE (PC) 79.35%
2543 CONFIRMED (CP) 48.11%
2544 CONFIRMED (CP) 73.78%
2545 CANDIDATE (PC) 74.01%
2546 FALSE POSITIVE 80.74%
2547 CONFIRMED (CP) 73.79%
2548 CANDIDATE (PC) 60.22%
2549 FALSE POSITIVE 51.62%
2550 CONFIRMED (CP) 74.05%
2551 CANDIDATE (PC) 76.88%
2552 CANDIDATE (PC) 76.52%
2553 CANDIDATE (PC) 53.42%
2554 CANDIDATE (PC) 73.62%
2555 CANDIDATE (PC) 76.94%
2556 FALSE POSITIVE 76.78%
2557 CANDIDATE (PC) 54.47%
2558 CANDIDATE (PC) 75.49%
2559 CANDIDATE (PC) 73.86%
2560 FALSE POSITIVE 76.25%
2561 CONFIRMED (CP) 43.72%
2562 CONFIRMED (CP) 89.24%
2563 FALSE POSITIVE 93.54%
2564 CANDIDATE (PC) 54.08%
2565 CONFIRMED (CP) 92.96%
2566 CANDIDATE (PC) 63.19%
2567 FALSE POSITIVE 85.93%
2568 FALSE POSITIVE 47.00%
2569 CONFIRMED (CP) 41.58%
2570 CONFIRMED (CP) 90.14%
2571 CANDIDATE (PC) 79.81%
2572 CANDIDATE (PC) 74.98%
2573 CANDIDATE (PC) 74.02%
2574 CANDIDATE (PC) 52.24%
2575 CANDIDATE (PC) 72.52%
2576 FALSE POSITIVE 97.66%
2577 CANDIDATE (PC) 77.31%
2578 CANDIDATE (PC) 40.96%
2579 FALSE POSITIVE 66.91%
2580 CANDIDATE (PC) 54.72%
2581 CANDIDATE (PC) 72.55%
2582 FALSE POSITIVE 38.63%
2583 FALSE POSITIVE 97.52%
2584 CONFIRMED (CP) 64.73%
2585 FALSE POSITIVE 73.65%
2586 CANDIDATE (PC) 60.68%
2587 CANDIDATE (PC) 73.36%
2588 CONFIRMED (CP) 73.90%
2589 CANDIDATE (PC) 73.25%
2590 FALSE POSITIVE 40.78%
2591 CANDIDATE (PC) 77.99%
2592 FALSE POSITIVE 49.68%
2593 CANDIDATE (PC) 73.66%
2594 CANDIDATE (PC) 76.15%
2595 CANDIDATE (PC) 78.40%
2596 FALSE POSITIVE 57.28%
2597 FALSE POSITIVE 63.56%
2598 CANDIDATE (PC) 42.40%
2599 CANDIDATE (PC) 44.76%
2600 CANDIDATE (PC) 44.35%
2601 CANDIDATE (PC) 54.72%
2602 CONFIRMED (CP) 76.43%
2603 CONFIRMED (CP) 70.45%
2604 CANDIDATE (PC) 47.12%
2605 CANDIDATE (PC) 77.01%
2606 CANDIDATE (PC) 73.25%
2607 FALSE POSITIVE 83.58%
2608 CANDIDATE (PC) 73.66%
2609 FALSE POSITIVE 81.59%
2610 CONFIRMED (CP) 89.16%
2611 CANDIDATE (PC) 40.07%
2612 CANDIDATE (PC) 45.29%
2613 CANDIDATE (PC) 79.81%
2614 CANDIDATE (PC) 76.39%
2615 FALSE POSITIVE 96.93%
2616 CONFIRMED (CP) 70.12%
2617 CONFIRMED (CP) 90.01%
2618 FALSE POSITIVE 83.83%
2619 CONFIRMED (CP) 66.07%
2620 CONFIRMED (CP) 46.29%
2621 CANDIDATE (PC) 71.75%
2622 CANDIDATE (PC) 73.99%
2623 CANDIDATE (PC) 52.07%
2624 CANDIDATE (PC) 43.92%
2625 CANDIDATE (PC) 77.46%
2626 FALSE POSITIVE 97.10%
2627 FALSE POSITIVE 82.87%
2628 CANDIDATE (PC) 60.71%
2629 CONFIRMED (CP) 89.24%
2630 CANDIDATE (PC) 76.99%
2631 FALSE POSITIVE 37.30%
2632 CANDIDATE (PC) 54.28%
2633 CONFIRMED (CP) 73.82%
2634 FALSE POSITIVE 88.40%
2635 CONFIRMED (CP) 44.66%
2636 CANDIDATE (PC) 75.52%
2637 FALSE POSITIVE 88.17%
2638 CANDIDATE (PC) 68.32%
2639 CANDIDATE (PC) 44.97%
2640 CANDIDATE (PC) 45.61%
2641 CANDIDATE (PC) 68.59%
2642 CANDIDATE (PC) 77.92%
2643 CONFIRMED (CP) 89.30%
2644 FALSE POSITIVE 85.32%
2645 CONFIRMED (CP) 70.97%
2646 CONFIRMED (CP) 73.00%
2647 FALSE POSITIVE 90.30%
2648 CONFIRMED (CP) 43.93%
2649 CANDIDATE (PC) 72.73%
2650 CANDIDATE (PC) 39.40%
2651 CANDIDATE (PC) 47.98%
2652 CONFIRMED (CP) 90.45%
2653 CANDIDATE (PC) 75.60%
2654 CONFIRMED (CP) 50.71%
2655 CANDIDATE (PC) 74.02%
2656 FALSE POSITIVE 98.70%
2657 CANDIDATE (PC) 77.04%
2658 FALSE POSITIVE 35.22%
2659 FALSE POSITIVE 96.67%
2660 CANDIDATE (PC) 56.74%
2661 CANDIDATE (PC) 77.36%
2662 CANDIDATE (PC) 39.65%
2663 FALSE POSITIVE 75.81%
2664 FALSE POSITIVE 41.11%
2665 CANDIDATE (PC) 76.50%
2666 CANDIDATE (PC) 54.73%
2667 FALSE POSITIVE 49.37%
2668 CANDIDATE (PC) 50.26%
2669 CANDIDATE (PC) 75.82%
2670 CANDIDATE (PC) 77.41%
2671 CONFIRMED (CP) 93.32%
2672 CANDIDATE (PC) 71.55%
2673 CANDIDATE (PC) 50.84%
2674 CANDIDATE (PC) 46.45%
2675 FALSE POSITIVE 49.68%
2676 CONFIRMED (CP) 85.82%
2677 CONFIRMED (CP) 89.94%
2678 CONFIRMED (CP) 91.42%
2679 CANDIDATE (PC) 54.68%
2680 CANDIDATE (PC) 67.71%
2681 CANDIDATE (PC) 78.39%
2682 CONFIRMED (CP) 75.78%
2683 CANDIDATE (PC) 77.26%
2684 CANDIDATE (PC) 67.52%
2685 CONFIRMED (CP) 49.09%
2686 FALSE POSITIVE 60.53%
2687 CANDIDATE (PC) 80.76%
2688 CONFIRMED (CP) 75.12%
2689 CANDIDATE (PC) 73.30%
2690 CANDIDATE (PC) 68.88%
2691 CANDIDATE (PC) 45.27%
2692 CANDIDATE (PC) 74.76%
2693 CANDIDATE (PC) 44.53%
2694 FALSE POSITIVE 59.09%
2695 FALSE POSITIVE 67.71%
2696 CANDIDATE (PC) 51.36%
2697 CANDIDATE (PC) 67.66%
2698 CANDIDATE (PC) 76.55%
2699 CANDIDATE (PC) 47.95%
2700 CANDIDATE (PC) 71.76%
2701 CANDIDATE (PC) 67.04%
2702 CANDIDATE (PC) 64.24%
2703 CONFIRMED (CP) 40.22%
2704 FALSE POSITIVE 77.09%
2705 CANDIDATE (PC) 47.02%
2706 FALSE POSITIVE 83.23%
2707 CANDIDATE (PC) 52.68%
2708 CANDIDATE (PC) 76.78%
2709 FALSE POSITIVE 75.36%
2710 FALSE POSITIVE 57.52%
2711 CANDIDATE (PC) 57.17%
2712 FALSE POSITIVE 95.37%
2713 CANDIDATE (PC) 81.12%
2714 CONFIRMED (CP) 44.21%
2715 FALSE POSITIVE 97.02%
2716 FALSE POSITIVE 61.00%
2717 FALSE POSITIVE 58.73%
2718 FALSE POSITIVE 41.77%
2719 CANDIDATE (PC) 47.19%
2720 CANDIDATE (PC) 72.51%
2721 CANDIDATE (PC) 77.99%
2722 CANDIDATE (PC) 51.13%
2723 CONFIRMED (CP) 74.09%
2724 CANDIDATE (PC) 75.39%
2725 FALSE POSITIVE 42.21%
2726 CANDIDATE (PC) 47.50%
2727 CANDIDATE (PC) 73.76%
2728 CANDIDATE (PC) 75.66%
2729 CONFIRMED (CP) 47.61%
2730 FALSE POSITIVE 71.08%
2731 CANDIDATE (PC) 67.05%
2732 CANDIDATE (PC) 79.27%
2733 CONFIRMED (CP) 44.62%
2734 CANDIDATE (PC) 76.22%
2735 CANDIDATE (PC) 58.83%
2736 CANDIDATE (PC) 77.50%
2737 FALSE POSITIVE 89.74%
2738 CANDIDATE (PC) 51.00%
2739 FALSE POSITIVE 94.66%
2740 FALSE POSITIVE 94.34%
2741 CANDIDATE (PC) 47.24%
2742 CONFIRMED (CP) 90.15%
2743 CANDIDATE (PC) 68.85%
2744 CANDIDATE (PC) 54.64%
2745 CANDIDATE (PC) 44.62%
2746 FALSE POSITIVE 74.89%
2747 FALSE POSITIVE 73.64%
2748 CANDIDATE (PC) 86.82%
2749 FALSE POSITIVE 63.32%
2750 CONFIRMED (CP) 44.06%
2751 CANDIDATE (PC) 70.85%
2752 CANDIDATE (PC) 69.10%
2753 FALSE POSITIVE 43.48%
2754 FALSE POSITIVE 97.29%
2755 CANDIDATE (PC) 44.03%
2756 CANDIDATE (PC) 71.10%
2757 FALSE POSITIVE 97.23%
2758 CANDIDATE (PC) 76.15%
2759 CONFIRMED (CP) 72.93%
2760 FALSE POSITIVE 42.38%
2761 FALSE POSITIVE 73.68%
2762 CANDIDATE (PC) 51.05%
2763 CANDIDATE (PC) 79.11%
2764 CANDIDATE (PC) 76.53%
2765 CANDIDATE (PC) 43.12%
2766 FALSE POSITIVE 68.38%
2767 CANDIDATE (PC) 74.52%
2768 CANDIDATE (PC) 58.61%
2769 CANDIDATE (PC) 75.68%
2770 CANDIDATE (PC) 54.33%
2771 CANDIDATE (PC) 73.01%
2772 CONFIRMED (CP) 44.57%
2773 CANDIDATE (PC) 68.81%
2774 CANDIDATE (PC) 70.77%
2775 CONFIRMED (CP) 45.24%
2776 CANDIDATE (PC) 75.44%
2777 CONFIRMED (CP) 50.36%
2778 FALSE POSITIVE 78.70%
2779 CONFIRMED (CP) 48.88%
2780 CANDIDATE (PC) 79.59%
2781 FALSE POSITIVE 84.36%
2782 CANDIDATE (PC) 74.62%
2783 CANDIDATE (PC) 58.18%
2784 CANDIDATE (PC) 74.57%
2785 CANDIDATE (PC) 67.34%
2786 CANDIDATE (PC) 77.98%
2787 CONFIRMED (CP) 90.40%
2788 CONFIRMED (CP) 70.06%
2789 CANDIDATE (PC) 77.01%
2790 CONFIRMED (CP) 88.30%
2791 CONFIRMED (CP) 73.73%
2792 FALSE POSITIVE 98.08%
2793 CANDIDATE (PC) 79.90%
2794 FALSE POSITIVE 97.07%
2795 CONFIRMED (CP) 76.84%
2796 CONFIRMED (CP) 89.59%
2797 FALSE POSITIVE 43.42%
2798 CONFIRMED (CP) 75.69%
2799 CANDIDATE (PC) 75.57%
2800 FALSE POSITIVE 82.07%
2801 CANDIDATE (PC) 73.14%
2802 CONFIRMED (CP) 77.14%
2803 CANDIDATE (PC) 49.25%
2804 CANDIDATE (PC) 39.73%
2805 FALSE POSITIVE 56.37%
2806 CANDIDATE (PC) 44.12%
2807 CANDIDATE (PC) 73.79%
2808 FALSE POSITIVE 78.21%
2809 CANDIDATE (PC) 67.58%
2810 CONFIRMED (CP) 92.77%
2811 CONFIRMED (CP) 38.20%
2812 CANDIDATE (PC) 44.59%
2813 FALSE POSITIVE 87.02%
2814 CANDIDATE (PC) 50.79%
2815 CANDIDATE (PC) 76.71%
2816 FALSE POSITIVE 97.30%
2817 CANDIDATE (PC) 73.91%
2818 CANDIDATE (PC) 76.53%
2819 FALSE POSITIVE 62.39%
2820 FALSE POSITIVE 57.89%
2821 CANDIDATE (PC) 80.08%
2822 CANDIDATE (PC) 76.55%
2823 FALSE POSITIVE 96.84%
2824 FALSE POSITIVE 41.53%
2825 FALSE POSITIVE 94.71%
2826 CANDIDATE (PC) 81.26%
2827 CANDIDATE (PC) 80.32%
2828 CONFIRMED (CP) 92.77%
2829 CANDIDATE (PC) 44.97%
2830 CONFIRMED (CP) 73.37%
2831 CANDIDATE (PC) 45.57%
2832 CANDIDATE (PC) 69.72%
2833 CANDIDATE (PC) 80.97%
2834 CANDIDATE (PC) 44.66%
2835 FALSE POSITIVE 65.24%
2836 CONFIRMED (CP) 45.61%
2837 CANDIDATE (PC) 70.14%
2838 CANDIDATE (PC) 43.64%
2839 CANDIDATE (PC) 100.00%
2840 CANDIDATE (PC) 43.99%
2841 CONFIRMED (CP) 92.57%
2842 CANDIDATE (PC) 55.32%
2843 CANDIDATE (PC) 56.40%
2844 FALSE POSITIVE 96.78%
2845 CONFIRMED (CP) 89.70%
2846 CANDIDATE (PC) 77.09%
2847 FALSE POSITIVE 70.27%
2848 FALSE POSITIVE 84.42%
2849 CONFIRMED (CP) 44.81%
2850 CANDIDATE (PC) 71.68%
2851 CONFIRMED (CP) 73.60%
2852 CANDIDATE (PC) 77.02%
2853 CANDIDATE (PC) 54.71%
2854 CANDIDATE (PC) 71.50%
2855 CANDIDATE (PC) 80.19%
2856 CANDIDATE (PC) 44.38%
2857 CANDIDATE (PC) 75.22%
2858 CONFIRMED (CP) 73.99%
2859 CANDIDATE (PC) 52.68%
2860 CONFIRMED (CP) 87.38%
2861 FALSE POSITIVE 61.16%
