RESULTADOS DEL MODELO: RandomForest
2165 CONFIRMED (CP) 55.82%
2166 CONFIRMED (CP) 57.44%
2167 CONFIRMED (CP) 96.63%
2168 CANDIDATE (PC) 88.86%
2169 CANDIDATE (PC) 83.56%
2170 FALSE POSITIVE 54.31%
2171 CONFIRMED (CP) 91.15%
2172 CONFIRMED (CP) 41.73%
2173 CANDIDATE (PC) 80.28%
2174 FALSE POSITIVE 52.63%
2175 CANDIDATE (PC) 36.22%
2176 CANDIDATE (PC) 71.69%
2177 FALSE POSITIVE 35.21%
2178 FALSE POSITIVE 46.07%
2179 FALSE POSITIVE 50.63%
2180 FALSE POSITIVE 98.99%
2181 CANDIDATE (PC) 51.72%
2182 CONFIRMED (CP) 94.30%
2183 CONFIRMED (CP) 96.60%
2184 CANDIDATE (PC) 49.23%
2185 CANDIDATE (PC) 89.68%
2186 CANDIDATE (PC) 92.33%
2187 CONFIRMED (CP) 80.04%
2188 CONFIRMED (CP) 55.03%
2189 FALSE POSITIVE 50.80%
2190 CANDIDATE (PC) 70.48%
2191 CANDIDATE (PC) 52.91%
2192 FALSE POSITIVE 65.13%
2193 CANDIDATE (PC) 69.58%
2194 CANDIDATE (PC) 82.35%
2195 CANDIDATE (PC) 81.98%
2196 FALSE POSITIVE 63.07%
2197 CANDIDATE (PC) 76.51%
2198 FALSE POSITIVE 98.86%
2199 CANDIDATE (PC) 70.12%
2200 FALSE POSITIVE 79.01%
2201 CANDIDATE (PC) 73.91%
2202 FALSE POSITIVE 51.26%
2203 FALSE POSITIVE 61.56%
2204 CANDIDATE (PC) 59.05%
2205 CANDIDATE (PC) 67.63%
2206 CANDIDATE (PC) 36.18%
2207 FALSE POSITIVE 76.89%
2208 FALSE POSITIVE 99.99%
2209 CANDIDATE (PC) 47.89%
2210 CANDIDATE (PC) 88.24%
2211 FALSE POSITIVE 52.88%
2212 CONFIRMED (CP) 93.87%
2213 FALSE POSITIVE 58.52%
2214 CANDIDATE (PC) 75.89%
2215 CONFIRMED (CP) 98.44%
2216 FALSE POSITIVE 97.31%
2217 CANDIDATE (PC) 95.61%
2218 FALSE POSITIVE 92.40%
2219 FALSE POSITIVE 56.22%
2220 CANDIDATE (PC) 95.54%
2221 CONFIRMED (CP) 59.91%
2222 CONFIRMED (CP) 52.17%
2223 CANDIDATE (PC) 95.35%
2224 CANDIDATE (PC) 87.59%
2225 CANDIDATE (PC) 78.24%
2226 CANDIDATE (PC) 87.53%
2227 CONFIRMED (CP) 92.56%
2228 CANDIDATE (PC) 96.01%
2229 FALSE POSITIVE 43.76%
2230 CANDIDATE (PC) 55.83%
2231 CANDIDATE (PC) 88.42%
2232 CANDIDATE (PC) 66.97%
2233 FALSE POSITIVE 82.91%
2234 CONFIRMED (CP) 50.26%
2235 CANDIDATE (PC) 73.05%
2236 CONFIRMED (CP) 92.15%
2237 CANDIDATE (PC) 52.64%
2238 CONFIRMED (CP) 90.87%
2239 CANDIDATE (PC) 89.30%
2240 CONFIRMED (CP) 49.23%
2241 FALSE POSITIVE 95.10%
2242 FALSE POSITIVE 47.66%
2243 CANDIDATE (PC) 89.95%
2244 CONFIRMED (CP) 90.41%
2245 FALSE POSITIVE 89.57%
2246 FALSE POSITIVE 99.98%
2247 CANDIDATE (PC) 50.09%
2248 FALSE POSITIVE 85.58%
2249 FALSE POSITIVE 70.24%
2250 CANDIDATE (PC) 91.71%
2251 CONFIRMED (CP) 62.70%
2252 FALSE POSITIVE 68.45%
2253 CANDIDATE (PC) 51.50%
2254 CANDIDATE (PC) 78.83%
2255 CONFIRMED (CP) 95.44%
2256 CANDIDATE (PC) 87.35%
2257 CANDIDATE (PC) 79.49%
2258 CANDIDATE (PC) 92.86%
2259 FALSE POSITIVE 77.53%
2260 FALSE POSITIVE 82.94%
2261 FALSE POSITIVE 86.25%
2262 CONFIRMED (CP) 77.55%
2263 CANDIDATE (PC) 89.65%
2264 CANDIDATE (PC) 82.53%
2265 CANDIDATE (PC) 58.30%
2266 FALSE POSITIVE 78.22%
2267 FALSE POSITIVE 52.02%
2268 CONFIRMED (CP) 56.43%
2269 FALSE POSITIVE 70.11%
2270 FALSE POSITIVE 70.45%
2271 CONFIRMED (CP) 76.61%
2272 CONFIRMED (CP) 84.17%
2273 CONFIRMED (CP) 91.97%
2274 CONFIRMED (CP) 90.59%
2275 CONFIRMED (CP) 74.38%
2276 FALSE POSITIVE 64.32%
2277 CANDIDATE (PC) 88.62%
2278 FALSE POSITIVE 80.04%
2279 FALSE POSITIVE 72.19%
2280 FALSE POSITIVE 60.01%
2281 FALSE POSITIVE 65.32%
2282 CONFIRMED (CP) 89.27%
2283 CONFIRMED (CP) 67.56%
2284 FALSE POSITIVE 97.87%
2285 CONFIRMED (CP) 67.89%
2286 FALSE POSITIVE 79.06%
2287 CONFIRMED (CP) 57.63%
2288 CONFIRMED (CP) 67.33%
2289 CANDIDATE (PC) 77.88%
2290 CONFIRMED (CP) 91.64%
2291 FALSE POSITIVE 81.98%
2292 FALSE POSITIVE 56.37%
2293 FALSE POSITIVE 74.88%
2294 CANDIDATE (PC) 63.09%
2295 CANDIDATE (PC) 46.91%
2296 CANDIDATE (PC) 34.99%
2297 CANDIDATE (PC) 39.11%
2298 CANDIDATE (PC) 88.22%
2299 CANDIDATE (PC) 63.20%
2300 FALSE POSITIVE 57.99%
2301 FALSE POSITIVE 57.19%
2302 FALSE POSITIVE 61.59%
2303 CONFIRMED (CP) 96.64%
2304 FALSE POSITIVE 78.15%
2305 FALSE POSITIVE 98.23%
2306 CANDIDATE (PC) 44.96%
2307 CONFIRMED (CP) 72.60%
2308 CONFIRMED (CP) 55.65%
2309 FALSE POSITIVE 99.97%
2310 FALSE POSITIVE 59.20%
2311 CONFIRMED (CP) 95.76%
2312 CANDIDATE (PC) 69.42%
2313 CANDIDATE (PC) 63.01%
2314 CANDIDATE (PC) 64.85%
2315 CANDIDATE (PC) 89.24%
2316 CANDIDATE (PC) 83.64%
2317 FALSE POSITIVE 99.98%
2318 CANDIDATE (PC) 80.59%
2319 CONFIRMED (CP) 95.04%
2320 FALSE POSITIVE 94.60%
2321 CANDIDATE (PC) 92.49%
2322 FALSE POSITIVE 98.15%
2323 CANDIDATE (PC) 43.73%
2324 FALSE POSITIVE 67.79%
2325 CANDIDATE (PC) 90.74%
2326 FALSE POSITIVE 96.27%
2327 FALSE POSITIVE 83.35%
2328 FALSE POSITIVE 93.06%
2329 CANDIDATE (PC) 63.46%
2330 CONFIRMED (CP) 95.02%
2331 CANDIDATE (PC) 44.74%
2332 FALSE POSITIVE 75.23%
2333 CANDIDATE (PC) 75.42%
2334 CANDIDATE (PC) 82.97%
2335 CANDIDATE (PC) 95.77%
2336 FALSE POSITIVE 72.83%
2337 CONFIRMED (CP) 88.03%
2338 CANDIDATE (PC) 91.14%
2339 CONFIRMED (CP) 47.87%
2340 FALSE POSITIVE 36.46%
2341 CANDIDATE (PC) 78.90%
2342 CANDIDATE (PC) 83.50%
2343 CANDIDATE (PC) 87.30%
2344 FALSE POSITIVE 45.04%
2345 CONFIRMED (CP) 86.83%
2346 CONFIRMED (CP) 85.26%
2347 CANDIDATE (PC) 77.85%
2348 FALSE POSITIVE 88.86%
2349 CONFIRMED (CP) 94.48%
2350 CANDIDATE (PC) 88.40%
2351 CONFIRMED (CP) 50.67%
2352 CONFIRMED (CP) 93.90%
2353 FALSE POSITIVE 82.60%
2354 FALSE POSITIVE 53.67%
2355 FALSE POSITIVE 50.77%
2356 FALSE POSITIVE 94.16%
2357 CANDIDATE (PC) 65.62%
2358 FALSE POSITIVE 52.12%
2359 CANDIDATE (PC) 76.61%
2360 CONFIRMED (CP) 92.77%
2361 FALSE POSITIVE 71.95%
2362 FALSE POSITIVE 95.76%
2363 CONFIRMED (CP) 96.58%
2364 FALSE POSITIVE 66.16%
2365 CANDIDATE (PC) 71.13%
2366 CONFIRMED (CP) 61.70%
2367 FALSE POSITIVE 93.75%
2368 CANDIDATE (PC) 58.33%
2369 FALSE POSITIVE 41.99%
2370 CONFIRMED (CP) 64.69%
2371 FALSE POSITIVE 78.49%
2372 FALSE POSITIVE 80.99%
2373 CANDIDATE (PC) 86.32%
2374 FALSE POSITIVE 73.12%
2375 FALSE POSITIVE 68.38%
2376 CANDIDATE (PC) 50.49%
2377 CANDIDATE (PC) 78.98%
2378 CONFIRMED (CP) 67.06%
2379 FALSE POSITIVE 46.33%
2380 CONFIRMED (CP) 84.95%
2381 CANDIDATE (PC) 89.30%
2382 CONFIRMED (CP) 60.89%
2383 CANDIDATE (PC) 94.72%
2384 FALSE POSITIVE 41.52%
2385 CANDIDATE (PC) 62.78%
2386 CONFIRMED (CP) 97.64%
2387 FALSE POSITIVE 87.71%
2388 CANDIDATE (PC) 49.87%
2389 CANDIDATE (PC) 51.79%
2390 CONFIRMED (CP) 45.51%
2391 CONFIRMED (CP) 94.44%
2392 CONFIRMED (CP) 82.43%
2393 CANDIDATE (PC) 80.06%
2394 CANDIDATE (PC) 72.29%
2395 FALSE POSITIVE 99.26%
2396 FALSE POSITIVE 83.77%
2397 CANDIDATE (PC) 46.64%
2398 CANDIDATE (PC) 89.45%
2399 CONFIRMED (CP) 50.37%
2400 CANDIDATE (PC) 67.35%
2401 CANDIDATE (PC) 52.06%
2402 FALSE POSITIVE 95.81%
2403 CANDIDATE (PC) 83.34%
2404 CANDIDATE (PC) 90.63%
2405 CONFIRMED (CP) 88.57%
2406 FALSE POSITIVE 88.30%
2407 FALSE POSITIVE 53.24%
2408 FALSE POSITIVE 99.25%
2409 CONFIRMED (CP) 46.06%
2410 CONFIRMED (CP) 44.75%
2411 FALSE POSITIVE 99.96%
2412 FALSE POSITIVE 86.12%
2413 CONFIRMED (CP) 95.48%
2414 FALSE POSITIVE 83.54%
2415 FALSE POSITIVE 88.91%
2416 CONFIRMED (CP) 95.77%
2417 CANDIDATE (PC) 88.28%
2418 CANDIDATE (PC) 76.42%
2419 FALSE POSITIVE 98.57%
2420 CONFIRMED (CP) 93.29%
2421 FALSE POSITIVE 79.42%
2422 CANDIDATE (PC) 88.28%
2423 FALSE POSITIVE 73.42%
2424 CANDIDATE (PC) 85.75%
2425 FALSE POSITIVE 67.24%
2426 CONFIRMED (CP) 55.16%
2427 CANDIDATE (PC) 89.13%
2428 CANDIDATE (PC) 78.07%
2429 CANDIDATE (PC) 88.28%
2430 CONFIRMED (CP) 39.93%
2431 CANDIDATE (PC) 41.44%
2432 CONFIRMED (CP) 85.54%
2433 FALSE POSITIVE 70.76%
2434 CANDIDATE (PC) 86.96%
2435 CANDIDATE (PC) 88.68%
2436 CONFIRMED (CP) 88.65%
2437 FALSE POSITIVE 97.52%
2438 CANDIDATE (PC) 84.91%
2439 CANDIDATE (PC) 45.37%
2440 CONFIRMED (CP) 49.80%
2441 CANDIDATE (PC) 87.82%
2442 CANDIDATE (PC) 68.26%
2443 FALSE POSITIVE 55.25%
2444 CONFIRMED (CP) 92.44%
2445 CONFIRMED (CP) 67.59%
2446 FALSE POSITIVE 81.64%
2447 FALSE POSITIVE 60.95%
2448 CANDIDATE (PC) 56.56%
2449 CONFIRMED (CP) 49.99%
2450 CONFIRMED (CP) 62.61%
2451 FALSE POSITIVE 52.29%
2452 CONFIRMED (CP) 53.16%
2453 CANDIDATE (PC) 87.38%
2454 CANDIDATE (PC) 48.40%
2455 CONFIRMED (CP) 91.23%
2456 CANDIDATE (PC) 95.06%
2457 CONFIRMED (CP) 97.48%
2458 CONFIRMED (CP) 84.07%
2459 CANDIDATE (PC) 57.22%
2460 CANDIDATE (PC) 51.85%
2461 CANDIDATE (PC) 51.33%
2462 CONFIRMED (CP) 64.66%
2463 FALSE POSITIVE 99.98%
2464 CANDIDATE (PC) 64.00%
2465 CANDIDATE (PC) 83.12%
2466 FALSE POSITIVE 95.04%
2467 FALSE POSITIVE 99.39%
2468 FALSE POSITIVE 99.49%
2469 FALSE POSITIVE 70.72%
2470 CANDIDATE (PC) 52.98%
2471 CONFIRMED (CP) 80.07%
2472 FALSE POSITIVE 99.98%
2473 CONFIRMED (CP) 66.41%
2474 CONFIRMED (CP) 60.60%
2475 CANDIDATE (PC) 46.37%
2476 CANDIDATE (PC) 88.98%
2477 CANDIDATE (PC) 78.12%
2478 CONFIRMED (CP) 83.67%
2479 CANDIDATE (PC) 89.23%
2480 CONFIRMED (CP) 82.49%
2481 CANDIDATE (PC) 57.28%
2482 FALSE POSITIVE 90.19%
2483 CANDIDATE (PC) 51.05%
2484 CONFIRMED (CP) 91.60%
2485 CONFIRMED (CP) 49.07%
2486 CANDIDATE (PC) 43.78%
2487 FALSE POSITIVE 60.71%
2488 CANDIDATE (PC) 76.45%
2489 FALSE POSITIVE 99.98%
2490 CANDIDATE (PC) 79.55%
2491 CANDIDATE (PC) 89.07%
2492 FALSE POSITIVE 91.72%
2493 CONFIRMED (CP) 92.14%
2494 CONFIRMED (CP) 94.62%
2495 FALSE POSITIVE 64.11%
2496 FALSE POSITIVE 65.46%
2497 CONFIRMED (CP) 97.75%
2498 CANDIDATE (PC) 92.46%
2499 CONFIRMED (CP) 82.80%
2500 CANDIDATE (PC) 78.50%
2501 FALSE POSITIVE 48.19%
2502 CANDIDATE (PC) 88.27%
2503 CANDIDATE (PC) 70.08%
2504 FALSE POSITIVE 82.30%
2505 CANDIDATE (PC) 55.52%
2506 CANDIDATE (PC) 76.74%
2507 CANDIDATE (PC) 81.02%
2508 CONFIRMED (CP) 92.59%
2509 CANDIDATE (PC) 78.55%
2510 CANDIDATE (PC) 90.09%
2511 FALSE POSITIVE 99.98%
2512 CANDIDATE (PC) 88.30%
2513 FALSE POSITIVE 90.94%
2514 FALSE POSITIVE 54.71%
2515 CONFIRMED (CP) 47.11%
2516 FALSE POSITIVE 95.82%
2517 CONFIRMED (CP) 54.34%
2518 CANDIDATE (PC) 42.83%
2519 CONFIRMED (CP) 97.53%
2520 FALSE POSITIVE 60.34%
2521 CANDIDATE (PC) 58.04%
2522 FALSE POSITIVE 99.09%
2523 CONFIRMED (CP) 85.99%
2524 FALSE POSITIVE 84.26%
2525 CONFIRMED (CP) 96.61%
2526 CANDIDATE (PC) 59.72%
2527 CANDIDATE (PC) 77.85%
2528 CONFIRMED (CP) 94.98%
2529 CONFIRMED (CP) 87.11%
2530 CANDIDATE (PC) 90.79%
2531 CANDIDATE (PC) 89.46%
2532 FALSE POSITIVE 99.96%
2533 CONFIRMED (CP) 88.42%
2534 CANDIDATE (PC) 37.25%
2535 CONFIRMED (CP) 97.08%
2536 CANDIDATE (PC) 78.76%
2537 CANDIDATE (PC) 89.68%
2538 CANDIDATE (PC) 86.42%
2539 FALSE POSITIVE 98.26%
2540 CANDIDATE (PC) 95.83%
2541 FALSE POSITIVE 46.43%
2542 CANDIDATE (PC) 94.27%
2543 CONFIRMED (CP) 42.65%
2544 CONFIRMED (CP) 62.97%
2545 CANDIDATE (PC) 73.90%
2546 FALSE POSITIVE 74.69%
2547 CONFIRMED (CP) 96.51%
2548 FALSE POSITIVE 68.06%
2549 FALSE POSITIVE 56.29%
2550 CONFIRMED (CP) 76.59%
2551 CANDIDATE (PC) 88.82%
2552 CANDIDATE (PC) 87.43%
2553 CANDIDATE (PC) 55.49%
2554 CANDIDATE (PC) 91.28%
2555 CANDIDATE (PC) 86.02%
2556 FALSE POSITIVE 94.09%
2557 CANDIDATE (PC) 83.99%
2558 CANDIDATE (PC) 79.13%
2559 CANDIDATE (PC) 91.18%
2560 FALSE POSITIVE 91.19%
2561 CANDIDATE (PC) 42.82%
2562 CONFIRMED (CP) 80.12%
2563 FALSE POSITIVE 98.99%
2564 CONFIRMED (CP) 91.43%
2565 CONFIRMED (CP) 96.35%
2566 CANDIDATE (PC) 83.24%
2567 FALSE POSITIVE 97.28%
2568 FALSE POSITIVE 57.54%
2569 CANDIDATE (PC) 37.71%
2570 CONFIRMED (CP) 94.56%
2571 CANDIDATE (PC) 84.88%
2572 CANDIDATE (PC) 86.62%
2573 CANDIDATE (PC) 86.22%
2574 CANDIDATE (PC) 64.93%
2575 CANDIDATE (PC) 85.63%
2576 FALSE POSITIVE 99.94%
2577 CANDIDATE (PC) 89.55%
2578 FALSE POSITIVE 45.79%
2579 FALSE POSITIVE 56.00%
2580 CANDIDATE (PC) 65.74%
2581 CANDIDATE (PC) 85.83%
2582 FALSE POSITIVE 47.24%
2583 FALSE POSITIVE 99.65%
2584 FALSE POSITIVE 54.36%
2585 FALSE POSITIVE 99.94%
2586 CANDIDATE (PC) 55.30%
2587 CANDIDATE (PC) 91.45%
2588 CONFIRMED (CP) 95.61%
2589 CONFIRMED (CP) 52.26%
2590 CONFIRMED (CP) 70.20%
2591 CANDIDATE (PC) 95.17%
2592 FALSE POSITIVE 54.05%
2593 CANDIDATE (PC) 90.46%
2594 CANDIDATE (PC) 88.47%
2595 CANDIDATE (PC) 95.77%
2596 FALSE POSITIVE 57.54%
2597 FALSE POSITIVE 99.18%
2598 FALSE POSITIVE 72.75%
2599 CANDIDATE (PC) 69.50%
2600 CONFIRMED (CP) 90.29%
2601 FALSE POSITIVE 59.52%
2602 CONFIRMED (CP) 88.18%
2603 CONFIRMED (CP) 96.25%
2604 FALSE POSITIVE 55.40%
2605 CANDIDATE (PC) 57.91%
2606 CANDIDATE (PC) 87.89%
2607 FALSE POSITIVE 99.84%
2608 CANDIDATE (PC) 90.63%
2609 FALSE POSITIVE 95.01%
2610 CONFIRMED (CP) 88.21%
2611 FALSE POSITIVE 42.67%
2612 CONFIRMED (CP) 93.46%
2613 CANDIDATE (PC) 71.98%
2614 CANDIDATE (PC) 81.84%
2615 FALSE POSITIVE 99.10%
2616 CONFIRMED (CP) 74.15%
2617 CONFIRMED (CP) 97.22%
2618 FALSE POSITIVE 56.11%
2619 CONFIRMED (CP) 76.57%
2620 CANDIDATE (PC) 39.88%
2621 CANDIDATE (PC) 89.66%
2622 CANDIDATE (PC) 89.45%
2623 CANDIDATE (PC) 52.54%
2624 CONFIRMED (CP) 91.39%
2625 CANDIDATE (PC) 70.15%
2626 FALSE POSITIVE 98.84%
2627 FALSE POSITIVE 98.79%
2628 CANDIDATE (PC) 41.59%
2629 CONFIRMED (CP) 97.53%
2630 FALSE POSITIVE 92.91%
2631 FALSE POSITIVE 47.73%
2632 CONFIRMED (CP) 91.91%
2633 CANDIDATE (PC) 48.80%
2634 FALSE POSITIVE 95.09%
2635 CONFIRMED (CP) 69.01%
2636 CANDIDATE (PC) 98.69%
2637 FALSE POSITIVE 98.98%
2638 CANDIDATE (PC) 70.11%
2639 CONFIRMED (CP) 92.21%
2640 CONFIRMED (CP) 50.02%
2641 CANDIDATE (PC) 86.96%
2642 CANDIDATE (PC) 90.61%
2643 CONFIRMED (CP) 97.10%
2644 FALSE POSITIVE 90.48%
2645 CONFIRMED (CP) 73.63%
2646 CONFIRMED (CP) 79.34%
2647 FALSE POSITIVE 98.90%
2648 CONFIRMED (CP) 70.82%
2649 CANDIDATE (PC) 67.47%
2650 CANDIDATE (PC) 52.86%
2651 CONFIRMED (CP) 56.61%
2652 CONFIRMED (CP) 77.05%
2653 CANDIDATE (PC) 89.78%
2654 CONFIRMED (CP) 67.04%
2655 CANDIDATE (PC) 87.64%
2656 FALSE POSITIVE 91.61%
2657 FALSE POSITIVE 86.07%
2658 FALSE POSITIVE 65.07%
2659 FALSE POSITIVE 85.14%
2660 CANDIDATE (PC) 55.49%
2661 CANDIDATE (PC) 95.66%
2662 CANDIDATE (PC) 52.98%
2663 FALSE POSITIVE 77.00%
2664 FALSE POSITIVE 88.04%
2665 CANDIDATE (PC) 94.48%
2666 CANDIDATE (PC) 86.90%
2667 FALSE POSITIVE 58.81%
2668 CONFIRMED (CP) 92.23%
2669 CANDIDATE (PC) 90.35%
2670 CANDIDATE (PC) 95.23%
2671 CONFIRMED (CP) 77.66%
2672 CANDIDATE (PC) 57.56%
2673 FALSE POSITIVE 64.43%
2674 CONFIRMED (CP) 91.52%
2675 CONFIRMED (CP) 59.68%
2676 CONFIRMED (CP) 63.23%
2677 CONFIRMED (CP) 96.68%
2678 CONFIRMED (CP) 96.78%
2679 CANDIDATE (PC) 60.25%
2680 FALSE POSITIVE 60.76%
2681 CANDIDATE (PC) 94.48%
2682 CONFIRMED (CP) 79.04%
2683 FALSE POSITIVE 72.42%
2684 CANDIDATE (PC) 88.30%
2685 CANDIDATE (PC) 41.94%
2686 FALSE POSITIVE 47.93%
2687 CANDIDATE (PC) 95.47%
2688 CONFIRMED (CP) 77.12%
2689 CANDIDATE (PC) 81.57%
2690 CANDIDATE (PC) 67.39%
2691 FALSE POSITIVE 36.50%
2692 CANDIDATE (PC) 80.72%
2693 CANDIDATE (PC) 77.25%
2694 CANDIDATE (PC) 40.21%
2695 FALSE POSITIVE 66.82%
2696 CANDIDATE (PC) 70.34%
2697 CANDIDATE (PC) 50.86%
2698 CANDIDATE (PC) 67.66%
2699 FALSE POSITIVE 50.66%
2700 FALSE POSITIVE 49.78%
2701 CANDIDATE (PC) 66.07%
2702 CANDIDATE (PC) 88.44%
2703 CONFIRMED (CP) 40.26%
2704 FALSE POSITIVE 85.55%
2705 CANDIDATE (PC) 44.75%
2706 FALSE POSITIVE 99.97%
2707 CANDIDATE (PC) 47.42%
2708 CANDIDATE (PC) 91.31%
2709 FALSE POSITIVE 78.11%
2710 CANDIDATE (PC) 48.27%
2711 CANDIDATE (PC) 81.93%
2712 FALSE POSITIVE 86.83%
2713 CANDIDATE (PC) 95.53%
2714 CONFIRMED (CP) 90.16%
2715 FALSE POSITIVE 95.18%
2716 FALSE POSITIVE 47.03%
2717 FALSE POSITIVE 58.62%
2718 CANDIDATE (PC) 43.77%
2719 CANDIDATE (PC) 64.45%
2720 CANDIDATE (PC) 80.20%
2721 CANDIDATE (PC) 96.09%
2722 CANDIDATE (PC) 84.51%
2723 CONFIRMED (CP) 96.51%
2724 CANDIDATE (PC) 89.59%
2725 CANDIDATE (PC) 46.87%
2726 FALSE POSITIVE 67.22%
2727 CANDIDATE (PC) 90.99%
2728 CANDIDATE (PC) 91.45%
2729 CANDIDATE (PC) 39.73%
2730 FALSE POSITIVE 91.49%
2731 CANDIDATE (PC) 84.04%
2732 CANDIDATE (PC) 95.37%
2733 CANDIDATE (PC) 42.72%
2734 CANDIDATE (PC) 85.31%
2735 CANDIDATE (PC) 57.90%
2736 CANDIDATE (PC) 97.64%
2737 FALSE POSITIVE 83.94%
2738 CANDIDATE (PC) 82.89%
2739 FALSE POSITIVE 99.56%
2740 FALSE POSITIVE 87.41%
2741 CANDIDATE (PC) 87.58%
2742 CONFIRMED (CP) 87.37%
2743 CANDIDATE (PC) 88.63%
2744 CONFIRMED (CP) 89.62%
2745 CONFIRMED (CP) 91.57%
2746 FALSE POSITIVE 97.94%
2747 FALSE POSITIVE 58.61%
2748 CANDIDATE (PC) 81.87%
2749 FALSE POSITIVE 61.29%
2750 CANDIDATE (PC) 51.45%
2751 CANDIDATE (PC) 90.29%
2752 CANDIDATE (PC) 81.97%
2753 FALSE POSITIVE 66.62%
2754 FALSE POSITIVE 96.27%
2755 CANDIDATE (PC) 86.28%
2756 CANDIDATE (PC) 88.98%
2757 FALSE POSITIVE 99.65%
2758 CANDIDATE (PC) 87.26%
2759 CONFIRMED (CP) 71.93%
2760 FALSE POSITIVE 43.68%
2761 FALSE POSITIVE 76.36%
2762 CANDIDATE (PC) 88.21%
2763 CANDIDATE (PC) 80.64%
2764 CANDIDATE (PC) 97.30%
2765 FALSE POSITIVE 41.43%
2766 CONFIRMED (CP) 58.51%
2767 CANDIDATE (PC) 89.74%
2768 CANDIDATE (PC) 54.33%
2769 CANDIDATE (PC) 88.17%
2770 CANDIDATE (PC) 85.55%
2771 CANDIDATE (PC) 84.19%
2772 CONFIRMED (CP) 89.75%
2773 CANDIDATE (PC) 55.29%
2774 CANDIDATE (PC) 84.41%
2775 CONFIRMED (CP) 41.15%
2776 CANDIDATE (PC) 84.82%
2777 CONFIRMED (CP) 44.79%
2778 FALSE POSITIVE 94.38%
2779 CONFIRMED (CP) 71.11%
2780 CANDIDATE (PC) 95.77%
2781 FALSE POSITIVE 86.38%
2782 CANDIDATE (PC) 61.48%
2783 FALSE POSITIVE 64.45%
2784 CANDIDATE (PC) 89.88%
2785 CANDIDATE (PC) 82.59%
2786 CANDIDATE (PC) 75.16%
2787 CONFIRMED (CP) 91.27%
2788 CANDIDATE (PC) 47.40%
2789 FALSE POSITIVE 71.29%
2790 CONFIRMED (CP) 62.09%
2791 CONFIRMED (CP) 97.44%
2792 FALSE POSITIVE 93.74%
2793 CANDIDATE (PC) 88.36%
2794 FALSE POSITIVE 99.64%
2795 CONFIRMED (CP) 60.87%
2796 CONFIRMED (CP) 70.80%
2797 FALSE POSITIVE 80.98%
2798 CONFIRMED (CP) 71.16%
2799 CANDIDATE (PC) 89.26%
2800 FALSE POSITIVE 65.48%
2801 FALSE POSITIVE 53.43%
2802 CANDIDATE (PC) 46.68%
2803 CANDIDATE (PC) 45.54%
2804 FALSE POSITIVE 46.04%
2805 FALSE POSITIVE 47.85%
2806 FALSE POSITIVE 57.85%
2807 CANDIDATE (PC) 80.19%
2808 FALSE POSITIVE 95.52%
2809 CANDIDATE (PC) 58.29%
2810 CONFIRMED (CP) 88.38%
2811 CONFIRMED (CP) 67.91%
2812 FALSE POSITIVE 39.38%
2813 FALSE POSITIVE 96.42%
2814 CONFIRMED (CP) 92.08%
2815 CANDIDATE (PC) 93.43%
2816 FALSE POSITIVE 99.95%
2817 CANDIDATE (PC) 73.43%
2818 CANDIDATE (PC) 71.09%
2819 FALSE POSITIVE 62.59%
2820 FALSE POSITIVE 63.88%
2821 CANDIDATE (PC) 93.45%
2822 CANDIDATE (PC) 92.29%
2823 FALSE POSITIVE 99.83%
2824 CONFIRMED (CP) 90.33%
2825 FALSE POSITIVE 98.21%
2826 CANDIDATE (PC) 57.79%
2827 CANDIDATE (PC) 77.41%
2828 CONFIRMED (CP) 97.71%
2829 CONFIRMED (CP) 91.45%
2830 CONFIRMED (CP) 87.55%
2831 CONFIRMED (CP) 92.22%
2832 CANDIDATE (PC) 89.50%
2833 CANDIDATE (PC) 95.47%
2834 CONFIRMED (CP) 86.82%
2835 FALSE POSITIVE 76.56%
2836 CONFIRMED (CP) 91.16%
2837 FALSE POSITIVE 50.22%
2838 FALSE POSITIVE 63.50%
2839 CANDIDATE (PC) 81.02%
2840 CONFIRMED (CP) 92.23%
2841 CONFIRMED (CP) 97.58%
2842 FALSE POSITIVE 71.01%
2843 CANDIDATE (PC) 74.53%
2844 FALSE POSITIVE 92.58%
2845 CONFIRMED (CP) 97.03%
2846 FALSE POSITIVE 80.83%
2847 FALSE POSITIVE 63.20%
2848 FALSE POSITIVE 60.55%
2849 CANDIDATE (PC) 39.32%
2850 CANDIDATE (PC) 85.57%
2851 CANDIDATE (PC) 55.46%
2852 FALSE POSITIVE 93.12%
2853 CONFIRMED (CP) 80.04%
2854 CONFIRMED (CP) 64.04%
2855 CANDIDATE (PC) 95.24%
2856 CANDIDATE (PC) 60.48%
2857 FALSE POSITIVE 56.91%
2858 CONFIRMED (CP) 85.06%
2859 CANDIDATE (PC) 82.26%
2860 CONFIRMED (CP) 74.91%
2861 FALSE POSITIVE 60.64%
2862 FALSE POSITIVE 73.88%
2863 CONFIRMED (CP) 70.91%
2864 CANDIDATE (PC) 85.55%
2865 CANDIDATE (PC) 94.72%
2866 CONFIRMED (CP) 85.13%
2867 FALSE POSITIVE 53.47%
2868 CANDIDATE (PC) 39.41%
2869 FALSE POSITIVE 71.01%
2870 CANDIDATE (PC) 85.07%
2871 CANDIDATE (PC) 55.49%
2872 CANDIDATE (PC) 55.94%
2873 FALSE POSITIVE 93.78%
2874 CONFIRMED (CP) 89.75%
