RESULTADOS DEL MODELO: RandomForest (TestData: simple_data)
======================================================================
Accuracy General: 0.7204

Matriz de Confusión:
2158 CANDIDATE (PC) 81.98%
2159 FALSE POSITIVE 84.37%
2160 CANDIDATE (PC) 80.40%
2161 CANDIDATE (PC) 58.98%
2162 CONFIRMED (CP) 46.33%
2163 CONFIRMED (CP) 65.80%
2164 FALSE POSITIVE 87.83%
2165 CONFIRMED (CP) 66.88%
2166 CANDIDATE (PC) 43.73%
2167 CONFIRMED (CP) 86.77%
2168 CANDIDATE (PC) 80.89%
2169 CANDIDATE (PC) 81.60%
2170 FALSE POSITIVE 80.78%
2171 CONFIRMED (CP) 63.85%
2172 CONFIRMED (CP) 56.21%
2173 CANDIDATE (PC) 71.11%
2174 CANDIDATE (PC) 46.67%
2175 CANDIDATE (PC) 39.45%
2176 CANDIDATE (PC) 60.84%
2177 FALSE POSITIVE 52.07%
2178 FALSE POSITIVE 46.41%
2179 FALSE POSITIVE 85.49%
2180 FALSE POSITIVE 99.72%
2181 FALSE POSITIVE 44.47%
2182 CONFIRMED (CP) 96.50%
2183 CONFIRMED (CP) 86.74%
2184 CONFIRMED (CP) 47.72%
2185 CANDIDATE (PC) 82.98%
2186 CANDIDATE (PC) 62.24%
2187 CANDIDATE (PC) 48.69%
2188 CONFIRMED (CP) 71.32%
2189 CANDIDATE (PC) 51.20%
2190 CANDIDATE (PC) 43.12%
2191 CANDIDATE (PC) 62.03%
2192 FALSE POSITIVE 60.42%
2193 FALSE POSITIVE 53.29%
2194 FALSE POSITIVE 68.90%
2195 CANDIDATE (PC) 70.53%
2196 FALSE POSITIVE 70.31%
2197 CANDIDATE (PC) 62.59%
2198 FALSE POSITIVE 95.45%
2199 CANDIDATE (PC) 65.96%
2200 FALSE POSITIVE 74.69%
2201 CANDIDATE (PC) 76.96%
2202 CANDIDATE (PC) 52.39%
2203 CANDIDATE (PC) 55.41%
2204 CANDIDATE (PC) 45.89%
2205 CONFIRMED (CP) 41.92%
2206 CONFIRMED (CP) 52.30%
2207 FALSE POSITIVE 80.58%
2208 FALSE POSITIVE 99.09%
2209 CANDIDATE (PC) 49.55%
2210 CANDIDATE (PC) 82.37%
2211 CANDIDATE (PC) 41.15%
2212 CONFIRMED (CP) 60.02%
2213 FALSE POSITIVE 63.88%
2214 CANDIDATE (PC) 48.87%
2215 CONFIRMED (CP) 97.32%
2216 FALSE POSITIVE 99.22%
2217 CANDIDATE (PC) 93.42%
2218 FALSE POSITIVE 99.57%
2219 FALSE POSITIVE 68.53%
2220 CANDIDATE (PC) 99.79%
2221 CONFIRMED (CP) 69.41%
2222 CONFIRMED (CP) 46.16%
2223 CANDIDATE (PC) 81.69%
2224 CANDIDATE (PC) 47.50%
2225 CANDIDATE (PC) 75.11%
2226 CANDIDATE (PC) 80.34%
2227 CONFIRMED (CP) 62.95%
2228 CANDIDATE (PC) 99.31%
2229 FALSE POSITIVE 58.74%
2230 CANDIDATE (PC) 46.50%
2231 CANDIDATE (PC) 80.64%
2232 CANDIDATE (PC) 65.86%
2233 FALSE POSITIVE 85.31%
2234 CONFIRMED (CP) 45.92%
2235 CANDIDATE (PC) 85.49%
2236 CONFIRMED (CP) 73.07%
2237 CONFIRMED (CP) 41.39%
2238 CONFIRMED (CP) 60.15%
2239 CANDIDATE (PC) 64.71%
2240 CONFIRMED (CP) 70.94%
2241 FALSE POSITIVE 98.36%
2242 CANDIDATE (PC) 77.32%
2243 CANDIDATE (PC) 81.44%
2244 CONFIRMED (CP) 67.50%
2245 FALSE POSITIVE 97.69%
2246 FALSE POSITIVE 98.99%
2247 CONFIRMED (CP) 61.16%
2248 FALSE POSITIVE 88.92%
2249 FALSE POSITIVE 72.14%
2250 CANDIDATE (PC) 81.83%
2251 CONFIRMED (CP) 74.36%
2252 FALSE POSITIVE 88.67%
2253 CANDIDATE (PC) 49.61%
2254 CANDIDATE (PC) 54.55%
2255 CANDIDATE (PC) 83.33%
2256 CANDIDATE (PC) 84.82%
2257 CANDIDATE (PC) 46.27%
2258 CANDIDATE (PC) 98.32%
2259 FALSE POSITIVE 69.66%
2260 FALSE POSITIVE 93.22%
2261 FALSE POSITIVE 93.59%
2262 CONFIRMED (CP) 51.79%
2263 CANDIDATE (PC) 80.81%
2264 CANDIDATE (PC) 65.13%
2265 CANDIDATE (PC) 48.71%
2266 FALSE POSITIVE 48.00%
2267 FALSE POSITIVE 50.96%
2268 CONFIRMED (CP) 47.74%
2269 FALSE POSITIVE 68.85%
2270 FALSE POSITIVE 41.75%
2271 CONFIRMED (CP) 89.65%
2272 CONFIRMED (CP) 91.02%
2273 CANDIDATE (PC) 49.23%
2274 CONFIRMED (CP) 58.95%
2275 CONFIRMED (CP) 75.35%
2276 FALSE POSITIVE 74.88%
2277 CANDIDATE (PC) 70.83%
2278 FALSE POSITIVE 86.62%
2279 CANDIDATE (PC) 81.45%
2280 FALSE POSITIVE 63.67%
2281 CANDIDATE (PC) 55.96%
2282 CANDIDATE (PC) 49.03%
2283 CONFIRMED (CP) 95.42%
2284 FALSE POSITIVE 98.48%
2285 CONFIRMED (CP) 69.78%
2286 FALSE POSITIVE 50.02%
2287 CONFIRMED (CP) 83.76%
2288 CONFIRMED (CP) 69.63%
2289 CANDIDATE (PC) 70.68%
2290 CANDIDATE (PC) 42.51%
2291 FALSE POSITIVE 76.90%
2292 FALSE POSITIVE 94.91%
2293 FALSE POSITIVE 58.00%
2294 CANDIDATE (PC) 70.93%
2295 CONFIRMED (CP) 58.23%
2296 FALSE POSITIVE 57.31%
2297 CONFIRMED (CP) 47.18%
2298 CANDIDATE (PC) 82.09%
2299 FALSE POSITIVE 64.10%
2300 FALSE POSITIVE 54.77%
2301 FALSE POSITIVE 79.16%
2302 CANDIDATE (PC) 42.84%
2303 CONFIRMED (CP) 87.35%
2304 FALSE POSITIVE 80.60%
2305 FALSE POSITIVE 98.58%
2306 CONFIRMED (CP) 60.18%
2307 CONFIRMED (CP) 79.96%
2308 CONFIRMED (CP) 71.64%
2309 FALSE POSITIVE 97.51%
2310 CONFIRMED (CP) 49.40%
2311 CONFIRMED (CP) 95.56%
2312 CONFIRMED (CP) 48.38%
2313 CANDIDATE (PC) 59.69%
2314 CANDIDATE (PC) 60.28%
2315 CANDIDATE (PC) 82.35%
2316 CANDIDATE (PC) 68.53%
2317 FALSE POSITIVE 99.52%
2318 CANDIDATE (PC) 81.29%
2319 CONFIRMED (CP) 96.19%
2320 FALSE POSITIVE 97.45%
2321 CANDIDATE (PC) 53.53%
2322 FALSE POSITIVE 99.24%
2323 CANDIDATE (PC) 50.11%
2324 FALSE POSITIVE 68.34%
2325 CANDIDATE (PC) 99.29%
2326 FALSE POSITIVE 97.14%
2327 FALSE POSITIVE 88.38%
2328 FALSE POSITIVE 99.68%
2329 CONFIRMED (CP) 58.21%
2330 CANDIDATE (PC) 80.20%
2331 CONFIRMED (CP) 42.72%
2332 FALSE POSITIVE 90.48%
2333 CANDIDATE (PC) 80.41%
2334 CANDIDATE (PC) 89.62%
2335 CANDIDATE (PC) 63.38%
2336 FALSE POSITIVE 73.73%
2337 CONFIRMED (CP) 57.66%
2338 CANDIDATE (PC) 99.44%
2339 CANDIDATE (PC) 52.17%
2340 FALSE POSITIVE 38.05%
2341 CANDIDATE (PC) 49.03%
2342 CONFIRMED (CP) 62.34%
2343 CANDIDATE (PC) 85.85%
2344 FALSE POSITIVE 45.40%
2345 CONFIRMED (CP) 92.77%
2346 CONFIRMED (CP) 94.10%
2347 CANDIDATE (PC) 60.26%
2348 FALSE POSITIVE 92.42%
2349 CONFIRMED (CP) 62.50%
2350 CANDIDATE (PC) 67.02%
2351 CONFIRMED (CP) 84.39%
2352 CONFIRMED (CP) 92.62%
2353 FALSE POSITIVE 94.13%
2354 FALSE POSITIVE 66.43%
2355 FALSE POSITIVE 54.44%
2356 FALSE POSITIVE 94.63%
2357 CANDIDATE (PC) 46.27%
2358 CONFIRMED (CP) 50.52%
2359 CANDIDATE (PC) 83.32%
2360 CANDIDATE (PC) 76.16%
2361 FALSE POSITIVE 82.03%
2362 FALSE POSITIVE 97.14%
2363 CONFIRMED (CP) 87.40%
2364 FALSE POSITIVE 77.97%
2365 CANDIDATE (PC) 70.96%
2366 CONFIRMED (CP) 78.52%
2367 FALSE POSITIVE 97.47%
2368 CANDIDATE (PC) 80.97%
2369 FALSE POSITIVE 60.22%
2370 CONFIRMED (CP) 54.58%
2371 FALSE POSITIVE 74.38%
2372 FALSE POSITIVE 80.32%
2373 CANDIDATE (PC) 76.70%
2374 FALSE POSITIVE 73.24%
2375 FALSE POSITIVE 73.43%
2376 CANDIDATE (PC) 47.65%
2377 CANDIDATE (PC) 74.72%
2378 CONFIRMED (CP) 70.13%
2379 CONFIRMED (CP) 59.01%
2380 CONFIRMED (CP) 51.53%
2381 CANDIDATE (PC) 98.27%
2382 CONFIRMED (CP) 60.33%
2383 CANDIDATE (PC) 85.20%
2384 FALSE POSITIVE 47.22%
2385 CONFIRMED (CP) 71.78%
2386 CONFIRMED (CP) 73.48%
2387 FALSE POSITIVE 57.96%
2388 CONFIRMED (CP) 57.18%
2389 FALSE POSITIVE 50.40%
2390 CONFIRMED (CP) 48.40%
2391 CONFIRMED (CP) 52.28%
2392 CONFIRMED (CP) 69.54%
2393 CONFIRMED (CP) 52.51%
2394 CANDIDATE (PC) 70.21%
2395 FALSE POSITIVE 98.58%
2396 FALSE POSITIVE 81.32%
2397 FALSE POSITIVE 61.65%
2398 CANDIDATE (PC) 76.94%
2399 CANDIDATE (PC) 58.03%
2400 CANDIDATE (PC) 70.55%
2401 CONFIRMED (CP) 53.24%
2402 FALSE POSITIVE 94.32%
2403 CANDIDATE (PC) 60.21%
2404 CANDIDATE (PC) 79.40%
2405 CONFIRMED (CP) 88.44%
2406 FALSE POSITIVE 96.26%
2407 FALSE POSITIVE 48.31%
2408 FALSE POSITIVE 97.13%
2409 CONFIRMED (CP) 64.35%
2410 CONFIRMED (CP) 49.69%
2411 FALSE POSITIVE 99.69%
2412 FALSE POSITIVE 91.86%
2413 CONFIRMED (CP) 52.24%
2414 FALSE POSITIVE 91.11%
2415 FALSE POSITIVE 94.70%
2416 CANDIDATE (PC) 83.93%
2417 CANDIDATE (PC) 48.79%
2418 CANDIDATE (PC) 83.88%
2419 FALSE POSITIVE 96.47%
2420 CONFIRMED (CP) 91.76%
2421 FALSE POSITIVE 52.41%
2422 CANDIDATE (PC) 56.91%
2423 FALSE POSITIVE 76.04%
2424 CANDIDATE (PC) 78.40%
2425 FALSE POSITIVE 62.96%
2426 CONFIRMED (CP) 64.91%
2427 CANDIDATE (PC) 81.00%
2428 CANDIDATE (PC) 73.13%
2429 CANDIDATE (PC) 97.68%
2430 CONFIRMED (CP) 62.59%
2431 CANDIDATE (PC) 54.81%
2432 CONFIRMED (CP) 56.67%
2433 FALSE POSITIVE 64.23%
2434 CONFIRMED (CP) 51.63%
2435 CANDIDATE (PC) 75.88%
2436 CANDIDATE (PC) 50.90%
2437 FALSE POSITIVE 94.26%
2438 CANDIDATE (PC) 98.40%
2439 CANDIDATE (PC) 47.37%
2440 CANDIDATE (PC) 44.71%
2441 CANDIDATE (PC) 70.86%
2442 CONFIRMED (CP) 50.32%
2443 FALSE POSITIVE 58.71%
2444 CONFIRMED (CP) 66.99%
2445 CONFIRMED (CP) 66.35%
2446 FALSE POSITIVE 69.79%
2447 FALSE POSITIVE 48.95%
2448 CONFIRMED (CP) 65.92%
2449 CONFIRMED (CP) 61.10%
2450 CONFIRMED (CP) 74.90%
2451 CONFIRMED (CP) 70.11%
2452 CONFIRMED (CP) 52.85%
2453 CANDIDATE (PC) 78.31%
2454 CANDIDATE (PC) 57.10%
2455 CONFIRMED (CP) 47.83%
2456 CANDIDATE (PC) 97.17%
2457 CONFIRMED (CP) 93.89%
2458 CONFIRMED (CP) 93.48%
2459 CANDIDATE (PC) 50.39%
2460 CANDIDATE (PC) 60.85%
2461 CANDIDATE (PC) 50.18%
2462 CONFIRMED (CP) 62.33%
2463 FALSE POSITIVE 99.45%
2464 FALSE POSITIVE 55.06%
2465 CANDIDATE (PC) 83.97%
2466 FALSE POSITIVE 98.57%
2467 FALSE POSITIVE 99.92%
2468 FALSE POSITIVE 99.41%
2469 FALSE POSITIVE 90.36%
2470 CONFIRMED (CP) 63.96%
2471 CONFIRMED (CP) 71.55%
2472 FALSE POSITIVE 99.30%
2473 CONFIRMED (CP) 62.19%
2474 CONFIRMED (CP) 47.67%
2475 CANDIDATE (PC) 47.78%
2476 CANDIDATE (PC) 63.97%
2477 CANDIDATE (PC) 99.26%
2478 CONFIRMED (CP) 94.33%
2479 CANDIDATE (PC) 98.93%
2480 CONFIRMED (CP) 78.38%
2481 CANDIDATE (PC) 50.72%
2482 FALSE POSITIVE 93.98%
2483 FALSE POSITIVE 67.01%
2484 CONFIRMED (CP) 63.06%
2485 CONFIRMED (CP) 43.61%
2486 CANDIDATE (PC) 48.28%
2487 CONFIRMED (CP) 72.70%
2488 CANDIDATE (PC) 71.00%
2489 FALSE POSITIVE 98.23%
2490 CANDIDATE (PC) 48.66%
2491 CANDIDATE (PC) 84.97%
2492 FALSE POSITIVE 98.26%
2493 CANDIDATE (PC) 51.51%
2494 CONFIRMED (CP) 84.03%
2495 FALSE POSITIVE 58.79%
2496 FALSE POSITIVE 62.06%
2497 CONFIRMED (CP) 94.39%
2498 CANDIDATE (PC) 98.42%
2499 CONFIRMED (CP) 85.17%
2500 CANDIDATE (PC) 69.85%
2501 CANDIDATE (PC) 52.48%
2502 CANDIDATE (PC) 47.54%
2503 CANDIDATE (PC) 47.63%
2504 FALSE POSITIVE 50.01%
2505 CANDIDATE (PC) 67.82%
2506 CONFIRMED (CP) 60.90%
2507 CANDIDATE (PC) 68.59%
2508 CONFIRMED (CP) 54.20%
2509 CANDIDATE (PC) 74.71%
2510 CANDIDATE (PC) 96.15%
2511 FALSE POSITIVE 98.32%
2512 CANDIDATE (PC) 84.79%
2513 FALSE POSITIVE 98.84%
2514 FALSE POSITIVE 50.18%
2515 CONFIRMED (CP) 48.17%
2516 FALSE POSITIVE 95.63%
2517 CANDIDATE (PC) 41.79%
2518 CANDIDATE (PC) 40.95%
2519 CONFIRMED (CP) 94.07%
2520 FALSE POSITIVE 48.77%
2521 FALSE POSITIVE 85.02%
2522 FALSE POSITIVE 99.33%
2523 CONFIRMED (CP) 89.89%
2524 FALSE POSITIVE 78.62%
2525 CONFIRMED (CP) 85.61%
2526 CONFIRMED (CP) 58.49%
2527 CANDIDATE (PC) 73.15%
2528 CANDIDATE (PC) 47.71%
2529 CONFIRMED (CP) 90.23%
2530 CANDIDATE (PC) 80.00%
2531 CANDIDATE (PC) 78.75%
2532 FALSE POSITIVE 95.92%
2533 CONFIRMED (CP) 69.22%
2534 CONFIRMED (CP) 40.82%
2535 CONFIRMED (CP) 79.29%
2536 CANDIDATE (PC) 64.21%
2537 CANDIDATE (PC) 54.76%
2538 CANDIDATE (PC) 80.13%
2539 FALSE POSITIVE 99.16%
2540 CANDIDATE (PC) 99.46%
2541 CANDIDATE (PC) 51.52%
2542 CANDIDATE (PC) 89.02%
2543 CANDIDATE (PC) 43.34%
2544 CONFIRMED (CP) 88.37%
2545 CANDIDATE (PC) 73.55%
2546 FALSE POSITIVE 83.12%
2547 CONFIRMED (CP) 85.68%
2548 FALSE POSITIVE 49.33%
2549 CANDIDATE (PC) 53.76%
2550 CONFIRMED (CP) 91.44%
2551 CANDIDATE (PC) 79.21%
2552 CANDIDATE (PC) 81.34%
2553 FALSE POSITIVE 69.18%
2554 CANDIDATE (PC) 84.61%
2555 CANDIDATE (PC) 77.93%
2556 FALSE POSITIVE 96.84%
2557 CANDIDATE (PC) 48.46%
2558 CANDIDATE (PC) 67.26%
2559 CANDIDATE (PC) 84.69%
2560 FALSE POSITIVE 75.32%
2561 CONFIRMED (CP) 43.44%
2562 CONFIRMED (CP) 95.32%
2563 FALSE POSITIVE 99.73%
2564 CANDIDATE (PC) 44.14%
2565 CONFIRMED (CP) 97.00%
2566 CANDIDATE (PC) 53.22%
2567 FALSE POSITIVE 96.29%
2568 CANDIDATE (PC) 49.51%
2569 CANDIDATE (PC) 44.58%
2570 CONFIRMED (CP) 95.74%
2571 CANDIDATE (PC) 99.46%
2572 CANDIDATE (PC) 80.80%
2573 CANDIDATE (PC) 82.94%
2574 CANDIDATE (PC) 47.42%
2575 CANDIDATE (PC) 73.17%
2576 FALSE POSITIVE 99.62%
2577 CANDIDATE (PC) 98.84%
2578 FALSE POSITIVE 38.28%
2579 FALSE POSITIVE 76.73%
2580 CANDIDATE (PC) 48.25%
2581 CANDIDATE (PC) 81.54%
2582 FALSE POSITIVE 44.32%
2583 FALSE POSITIVE 98.44%
2584 FALSE POSITIVE 61.73%
2585 FALSE POSITIVE 91.82%
2586 FALSE POSITIVE 65.59%
2587 CANDIDATE (PC) 77.29%
2588 CONFIRMED (CP) 84.73%
2589 CONFIRMED (CP) 52.43%
2590 CONFIRMED (CP) 69.71%
2591 CANDIDATE (PC) 99.29%
2592 FALSE POSITIVE 60.58%
2593 CANDIDATE (PC) 81.20%
2594 CANDIDATE (PC) 84.81%
2595 CANDIDATE (PC) 99.20%
2596 FALSE POSITIVE 76.56%
2597 FALSE POSITIVE 96.39%
2598 FALSE POSITIVE 64.63%
2599 CONFIRMED (CP) 61.41%
2600 CONFIRMED (CP) 66.61%
2601 CANDIDATE (PC) 48.66%
2602 CONFIRMED (CP) 90.92%
2603 CONFIRMED (CP) 82.30%
2604 CONFIRMED (CP) 42.91%
2605 CANDIDATE (PC) 58.70%
2606 CANDIDATE (PC) 80.05%
2607 FALSE POSITIVE 99.90%
2608 CANDIDATE (PC) 83.33%
2609 FALSE POSITIVE 97.91%
2610 CONFIRMED (CP) 94.32%
2611 CONFIRMED (CP) 50.16%
2612 CONFIRMED (CP) 61.65%
2613 CANDIDATE (PC) 68.34%
2614 CANDIDATE (PC) 65.08%
2615 FALSE POSITIVE 98.32%
2616 CONFIRMED (CP) 79.28%
2617 CONFIRMED (CP) 97.27%
2618 FALSE POSITIVE 56.79%
2619 CONFIRMED (CP) 85.38%
2620 CANDIDATE (PC) 43.73%
2621 CANDIDATE (PC) 81.05%
2622 CANDIDATE (PC) 80.60%
2623 CANDIDATE (PC) 50.95%
2624 CONFIRMED (CP) 63.53%
2625 CANDIDATE (PC) 78.21%
2626 FALSE POSITIVE 97.18%
2627 FALSE POSITIVE 99.44%
2628 CONFIRMED (CP) 47.25%
2629 CONFIRMED (CP) 95.14%
2630 FALSE POSITIVE 94.83%
2631 FALSE POSITIVE 46.81%
2632 CANDIDATE (PC) 43.46%
2633 CONFIRMED (CP) 68.22%
2634 FALSE POSITIVE 95.68%
2635 CONFIRMED (CP) 78.59%
2636 CANDIDATE (PC) 92.67%
2637 FALSE POSITIVE 98.97%
2638 CANDIDATE (PC) 66.52%
2639 CONFIRMED (CP) 62.42%
2640 CONFIRMED (CP) 58.33%
2641 CANDIDATE (PC) 62.08%
2642 CANDIDATE (PC) 93.35%
2643 CONFIRMED (CP) 92.74%
2644 FALSE POSITIVE 71.13%
2645 CONFIRMED (CP) 70.72%
2646 CONFIRMED (CP) 80.25%
2647 FALSE POSITIVE 99.29%
2648 CONFIRMED (CP) 73.66%
2649 CANDIDATE (PC) 82.10%
2650 CANDIDATE (PC) 63.89%
2651 CONFIRMED (CP) 68.45%
2652 CONFIRMED (CP) 94.89%
2653 CANDIDATE (PC) 81.93%
2654 CONFIRMED (CP) 80.22%
2655 CANDIDATE (PC) 77.38%
2656 FALSE POSITIVE 99.52%
2657 FALSE POSITIVE 62.19%
2658 FALSE POSITIVE 63.30%
2659 FALSE POSITIVE 99.35%
2660 FALSE POSITIVE 52.65%
2661 CANDIDATE (PC) 93.00%
2662 CANDIDATE (PC) 63.12%
2663 FALSE POSITIVE 97.94%
2664 FALSE POSITIVE 53.14%
2665 CANDIDATE (PC) 96.41%
2666 CANDIDATE (PC) 47.93%
2667 FALSE POSITIVE 68.26%
2668 CONFIRMED (CP) 54.81%
2669 CANDIDATE (PC) 83.30%
2670 CANDIDATE (PC) 99.55%
2671 CONFIRMED (CP) 88.46%
2672 CANDIDATE (PC) 54.62%
2673 FALSE POSITIVE 44.65%
2674 CONFIRMED (CP) 63.63%
2675 CONFIRMED (CP) 68.06%
2676 CONFIRMED (CP) 93.17%
2677 CONFIRMED (CP) 94.28%
2678 CONFIRMED (CP) 94.31%
2679 CANDIDATE (PC) 48.70%
2680 CANDIDATE (PC) 63.19%
2681 CANDIDATE (PC) 99.20%
2682 CONFIRMED (CP) 88.43%
2683 CANDIDATE (PC) 50.45%
2684 CANDIDATE (PC) 78.53%
2685 CANDIDATE (PC) 54.69%
2686 FALSE POSITIVE 53.29%
2687 CANDIDATE (PC) 96.02%
2688 CONFIRMED (CP) 79.14%
2689 CANDIDATE (PC) 61.32%
2690 FALSE POSITIVE 54.54%
2691 FALSE POSITIVE 52.54%
2692 CANDIDATE (PC) 97.10%
2693 CONFIRMED (CP) 61.26%
2694 FALSE POSITIVE 50.91%
2695 FALSE POSITIVE 62.78%
2696 CANDIDATE (PC) 48.32%
2697 CANDIDATE (PC) 65.34%
2698 CANDIDATE (PC) 80.45%
2699 CONFIRMED (CP) 52.30%
2700 CONFIRMED (CP) 74.41%
2701 CANDIDATE (PC) 69.52%
2702 CANDIDATE (PC) 71.48%
2703 CONFIRMED (CP) 38.66%
2704 FALSE POSITIVE 91.82%
2705 CONFIRMED (CP) 57.33%
2706 FALSE POSITIVE 99.89%
2707 CANDIDATE (PC) 49.14%
2708 CANDIDATE (PC) 82.70%
2709 FALSE POSITIVE 62.23%
2710 FALSE POSITIVE 60.23%
2711 CANDIDATE (PC) 47.30%
2712 FALSE POSITIVE 95.00%
2713 CANDIDATE (PC) 99.79%
2714 CONFIRMED (CP) 51.35%
2715 FALSE POSITIVE 96.86%
2716 CANDIDATE (PC) 55.27%
2717 FALSE POSITIVE 61.88%
2718 CANDIDATE (PC) 39.02%
2719 CANDIDATE (PC) 49.52%
2720 CANDIDATE (PC) 95.54%
2721 CANDIDATE (PC) 99.17%
2722 CANDIDATE (PC) 48.52%
2723 CONFIRMED (CP) 86.89%
2724 CANDIDATE (PC) 83.04%
2725 CANDIDATE (PC) 50.38%
2726 FALSE POSITIVE 63.13%
2727 CANDIDATE (PC) 81.39%
2728 CANDIDATE (PC) 80.16%
2729 CANDIDATE (PC) 48.42%
2730 FALSE POSITIVE 88.18%
2731 CANDIDATE (PC) 78.88%
2732 CANDIDATE (PC) 99.36%
2733 CANDIDATE (PC) 43.48%
2734 CANDIDATE (PC) 83.90%
2735 CANDIDATE (PC) 47.71%
2736 CANDIDATE (PC) 98.35%
2737 FALSE POSITIVE 86.46%
2738 CANDIDATE (PC) 49.26%
2739 FALSE POSITIVE 98.44%
2740 FALSE POSITIVE 84.14%
2741 CONFIRMED (CP) 48.43%
2742 CONFIRMED (CP) 93.53%
2743 CANDIDATE (PC) 63.67%
2744 CANDIDATE (PC) 40.91%
2745 CONFIRMED (CP) 62.86%
2746 FALSE POSITIVE 99.56%
2747 FALSE POSITIVE 48.10%
2748 CANDIDATE (PC) 75.21%
2749 FALSE POSITIVE 73.42%
2750 CONFIRMED (CP) 67.11%
2751 CANDIDATE (PC) 82.66%
2752 CANDIDATE (PC) 75.72%
2753 FALSE POSITIVE 71.13%
2754 FALSE POSITIVE 98.48%
2755 CONFIRMED (CP) 60.70%
2756 CANDIDATE (PC) 81.43%
2757 FALSE POSITIVE 98.48%
2758 CANDIDATE (PC) 83.83%
2759 CONFIRMED (CP) 90.39%
2760 FALSE POSITIVE 63.05%
2761 FALSE POSITIVE 95.15%
2762 CONFIRMED (CP) 51.56%
2763 CANDIDATE (PC) 65.79%
2764 CANDIDATE (PC) 87.34%
2765 CONFIRMED (CP) 55.39%
2766 CONFIRMED (CP) 52.31%
2767 CANDIDATE (PC) 80.77%
2768 CANDIDATE (PC) 58.18%
2769 CANDIDATE (PC) 84.42%
2770 CANDIDATE (PC) 48.83%
2771 CANDIDATE (PC) 68.38%
2772 CONFIRMED (CP) 64.56%
2773 CANDIDATE (PC) 64.80%
2774 FALSE POSITIVE 47.23%
2775 CANDIDATE (PC) 44.40%
2776 CANDIDATE (PC) 84.68%
2777 CANDIDATE (PC) 43.05%
2778 FALSE POSITIVE 90.04%
2779 CONFIRMED (CP) 76.87%
2780 CANDIDATE (PC) 99.36%
2781 FALSE POSITIVE 90.53%
2782 CANDIDATE (PC) 84.33%
2783 FALSE POSITIVE 72.40%
2784 CANDIDATE (PC) 84.86%
2785 CANDIDATE (PC) 68.77%
2786 CANDIDATE (PC) 58.94%
2787 CONFIRMED (CP) 93.35%
2788 CONFIRMED (CP) 48.18%
2789 FALSE POSITIVE 90.70%
2790 CONFIRMED (CP) 72.91%
2791 CONFIRMED (CP) 85.69%
2792 FALSE POSITIVE 99.40%
2793 CANDIDATE (PC) 81.77%
2794 FALSE POSITIVE 99.67%
2795 CONFIRMED (CP) 56.76%
2796 CONFIRMED (CP) 94.80%
2797 FALSE POSITIVE 75.06%
2798 CONFIRMED (CP) 75.41%
2799 CANDIDATE (PC) 84.02%
2800 FALSE POSITIVE 79.02%
2801 FALSE POSITIVE 63.34%
2802 CANDIDATE (PC) 48.81%
2803 CONFIRMED (CP) 45.58%
2804 CANDIDATE (PC) 45.79%
2805 CANDIDATE (PC) 52.43%
2806 FALSE POSITIVE 54.77%
2807 CANDIDATE (PC) 82.99%
2808 FALSE POSITIVE 88.84%
2809 CANDIDATE (PC) 50.13%
2810 CONFIRMED (CP) 95.64%
2811 CONFIRMED (CP) 74.65%
2812 FALSE POSITIVE 49.81%
2813 FALSE POSITIVE 99.43%
2814 CONFIRMED (CP) 45.36%
2815 CANDIDATE (PC) 90.80%
2816 FALSE POSITIVE 98.73%
2817 CANDIDATE (PC) 69.59%
2818 CANDIDATE (PC) 85.46%
2819 FALSE POSITIVE 69.46%
2820 FALSE POSITIVE 68.96%
2821 CANDIDATE (PC) 99.71%
2822 CANDIDATE (PC) 88.37%
2823 FALSE POSITIVE 98.99%
2824 CONFIRMED (CP) 59.06%
2825 FALSE POSITIVE 99.51%
2826 CANDIDATE (PC) 79.79%
2827 CANDIDATE (PC) 83.04%
2828 CONFIRMED (CP) 96.12%
2829 CONFIRMED (CP) 62.32%
2830 CONFIRMED (CP) 73.59%
2831 CONFIRMED (CP) 62.49%
2832 CANDIDATE (PC) 73.71%
2833 CANDIDATE (PC) 99.59%
2834 CANDIDATE (PC) 44.07%
2835 FALSE POSITIVE 84.10%
2836 CONFIRMED (CP) 61.99%
2837 FALSE POSITIVE 56.71%
2838 FALSE POSITIVE 53.12%
2839 CANDIDATE (PC) 79.28%
2840 CONFIRMED (CP) 61.14%
2841 CONFIRMED (CP) 96.25%
2842 FALSE POSITIVE 70.97%
2843 CANDIDATE (PC) 59.77%
2844 FALSE POSITIVE 96.62%
2845 CONFIRMED (CP) 93.70%
2846 FALSE POSITIVE 55.36%
2847 FALSE POSITIVE 77.91%
2848 FALSE POSITIVE 82.06%
2849 CONFIRMED (CP) 77.40%
2850 CANDIDATE (PC) 75.24%
2851 CANDIDATE (PC) 61.49%
2852 FALSE POSITIVE 81.74%
2853 CANDIDATE (PC) 48.69%
2854 CONFIRMED (CP) 80.70%
2855 CANDIDATE (PC) 95.85%
2856 CONFIRMED (CP) 61.69%
2857 CANDIDATE (PC) 81.53%
2858 CONFIRMED (CP) 85.49%
2859 CANDIDATE (PC) 49.94%
2860 CONFIRMED (CP) 91.03%
2861 FALSE POSITIVE 59.69%
2862 FALSE POSITIVE 49.89%
2863 CONFIRMED (CP) 77.52%
2864 CANDIDATE (PC) 85.31%
