RESULTADOS DEL MODELO: XGBoost (TestData: complex_data)
======================================================================
Accuracy General: 0.8121

Matriz de Confusión:
2157 CONFIRMED (CP) 99.73%
2158 CANDIDATE (PC) 91.68%
2159 CANDIDATE (PC) 91.03%
2160 CANDIDATE (PC) 84.69%
2161 FALSE POSITIVE 47.43%
2162 CANDIDATE (PC) 50.70%
2163 CONFIRMED (CP) 44.26%
2164 CONFIRMED (CP) 75.82%
2165 FALSE POSITIVE 88.78%
2166 FALSE POSITIVE 88.91%
2167 FALSE POSITIVE 58.32%
2168 CONFIRMED (CP) 53.79%
2169 CANDIDATE (PC) 92.98%
2170 CANDIDATE (PC) 93.38%
2171 FALSE POSITIVE 99.35%
2172 FALSE POSITIVE 50.22%
2173 CANDIDATE (PC) 90.20%
2174 FALSE POSITIVE 49.12%
2175 FALSE POSITIVE 43.85%
2176 CANDIDATE (PC) 89.60%
2177 CANDIDATE (PC) 69.90%
2178 FALSE POSITIVE 58.24%
2179 CANDIDATE (PC) 91.45%
2180 CANDIDATE (PC) 91.01%
2181 FALSE POSITIVE 61.28%
2182 CONFIRMED (CP) 65.93%
2183 CONFIRMED (CP) 98.67%
2184 FALSE POSITIVE 74.45%
2185 FALSE POSITIVE 99.35%
2186 CANDIDATE (PC) 55.00%
2187 FALSE POSITIVE 99.84%
2188 FALSE POSITIVE 74.44%
2189 FALSE POSITIVE 53.45%
2190 FALSE POSITIVE 72.39%
2191 CONFIRMED (CP) 99.51%
2192 FALSE POSITIVE 83.62%
2193 FALSE POSITIVE 58.65%
2194 CANDIDATE (PC) 51.75%
2195 FALSE POSITIVE 99.90%
2196 FALSE POSITIVE 49.35%
2197 FALSE POSITIVE 91.02%
2198 CONFIRMED (CP) 96.78%
2199 FALSE POSITIVE 93.09%
2200 CANDIDATE (PC) 89.49%
2201 CANDIDATE (PC) 91.21%
2202 CANDIDATE (PC) 87.22%
2203 FALSE POSITIVE 68.23%
2204 CONFIRMED (CP) 97.36%
2205 CANDIDATE (PC) 90.25%
2206 CANDIDATE (PC) 89.10%
2207 FALSE POSITIVE 73.41%
2208 CONFIRMED (CP) 95.99%
2209 CONFIRMED (CP) 99.47%
2210 FALSE POSITIVE 96.99%
2211 CANDIDATE (PC) 57.74%
2212 CONFIRMED (CP) 42.94%
2213 FALSE POSITIVE 98.74%
2214 CONFIRMED (CP) 86.58%
2215 CONFIRMED (CP) 67.57%
2216 CONFIRMED (CP) 97.67%
2217 CONFIRMED (CP) 98.64%
2218 CONFIRMED (CP) 66.99%
2219 CONFIRMED (CP) 95.86%
2220 FALSE POSITIVE 89.63%
2221 FALSE POSITIVE 99.39%
2222 FALSE POSITIVE 85.11%
2223 CANDIDATE (PC) 79.70%
2224 FALSE POSITIVE 95.76%
2225 FALSE POSITIVE 68.44%
2226 FALSE POSITIVE 91.81%
2227 FALSE POSITIVE 67.38%
2228 FALSE POSITIVE 52.89%
2229 CANDIDATE (PC) 93.57%
2230 CANDIDATE (PC) 94.48%
2231 CANDIDATE (PC) 55.32%
2232 CONFIRMED (CP) 98.72%
2233 CANDIDATE (PC) 93.97%
2234 CANDIDATE (PC) 93.47%
2235 CONFIRMED (CP) 98.95%
2236 FALSE POSITIVE 99.85%
2237 FALSE POSITIVE 99.80%
2238 CONFIRMED (CP) 41.09%
2239 CANDIDATE (PC) 99.85%
2240 CONFIRMED (CP) 89.03%
2241 CANDIDATE (PC) 90.80%
2242 CANDIDATE (PC) 89.96%
2243 CANDIDATE (PC) 81.44%
2244 CANDIDATE (PC) 92.46%
2245 CANDIDATE (PC) 71.01%
2246 CONFIRMED (CP) 96.92%
2247 CONFIRMED (CP) 99.44%
2248 CONFIRMED (CP) 91.17%
2249 CONFIRMED (CP) 95.59%
2250 CONFIRMED (CP) 63.44%
2251 CANDIDATE (PC) 94.13%
2252 FALSE POSITIVE 99.87%
2253 FALSE POSITIVE 48.45%
2254 CANDIDATE (PC) 58.40%
2255 CONFIRMED (CP) 95.95%
2256 FALSE POSITIVE 91.65%
2257 CANDIDATE (PC) 83.65%
2258 CANDIDATE (PC) 88.64%
2259 CANDIDATE (PC) 95.83%
2260 CONFIRMED (CP) 96.84%
2261 FALSE POSITIVE 95.18%
2262 FALSE POSITIVE 96.34%
2263 FALSE POSITIVE 97.92%
2264 CANDIDATE (PC) 99.67%
2265 FALSE POSITIVE 97.22%
2266 FALSE POSITIVE 95.42%
2267 CANDIDATE (PC) 75.26%
2268 CANDIDATE (PC) 93.50%
2269 CONFIRMED (CP) 95.95%
2270 FALSE POSITIVE 99.18%
2271 CANDIDATE (PC) 76.41%
2272 CANDIDATE (PC) 53.54%
2273 CANDIDATE (PC) 75.65%
2274 CANDIDATE (PC) 83.64%
2275 FALSE POSITIVE 81.23%
2276 CONFIRMED (CP) 99.30%
2277 CONFIRMED (CP) 61.29%
2278 CONFIRMED (CP) 97.16%
2279 CANDIDATE (PC) 92.71%
2280 CANDIDATE (PC) 43.67%
2281 CANDIDATE (PC) 53.70%
2282 CANDIDATE (PC) 46.72%
2283 FALSE POSITIVE 46.05%
2284 FALSE POSITIVE 60.07%
2285 FALSE POSITIVE 60.26%
2286 CONFIRMED (CP) 42.41%
2287 CONFIRMED (CP) 94.56%
2288 FALSE POSITIVE 98.37%
2289 FALSE POSITIVE 59.87%
2290 CANDIDATE (PC) 84.06%
2291 CANDIDATE (PC) 89.43%
2292 CONFIRMED (CP) 57.57%
2293 CANDIDATE (PC) 59.76%
2294 FALSE POSITIVE 78.74%
2295 FALSE POSITIVE 94.06%
2296 CONFIRMED (CP) 85.85%
2297 CANDIDATE (PC) 45.63%
2298 CANDIDATE (PC) 93.84%
2299 FALSE POSITIVE 96.39%
2300 FALSE POSITIVE 99.82%
2301 FALSE POSITIVE 92.65%
2302 CONFIRMED (CP) 72.66%
2303 CANDIDATE (PC) 61.17%
2304 CANDIDATE (PC) 77.51%
2305 CANDIDATE (PC) 55.29%
2306 CONFIRMED (CP) 78.37%
2307 CONFIRMED (CP) 99.37%
2308 CANDIDATE (PC) 77.00%
2309 FALSE POSITIVE 92.42%
2310 CANDIDATE (PC) 88.46%
2311 FALSE POSITIVE 87.27%
2312 FALSE POSITIVE 81.58%
2313 FALSE POSITIVE 93.52%
2314 CONFIRMED (CP) 96.82%
2315 CANDIDATE (PC) 76.40%
2316 CONFIRMED (CP) 64.44%
2317 CONFIRMED (CP) 96.71%
2318 FALSE POSITIVE 98.56%
2319 CANDIDATE (PC) 91.47%
2320 CANDIDATE (PC) 91.99%
2321 CONFIRMED (CP) 97.10%
2322 FALSE POSITIVE 61.77%
2323 CANDIDATE (PC) 53.49%
2324 CANDIDATE (PC) 87.02%
2325 FALSE POSITIVE 60.49%
2326 FALSE POSITIVE 92.10%
2327 CANDIDATE (PC) 93.96%
2328 CANDIDATE (PC) 94.94%
2329 FALSE POSITIVE 93.81%
2330 FALSE POSITIVE 49.55%
2331 CANDIDATE (PC) 89.85%
2332 CANDIDATE (PC) 94.76%
2333 CANDIDATE (PC) 90.14%
2334 FALSE POSITIVE 70.63%
2335 FALSE POSITIVE 79.53%
2336 CANDIDATE (PC) 94.50%
2337 FALSE POSITIVE 93.16%
2338 CONFIRMED (CP) 96.88%
2339 FALSE POSITIVE 53.33%
2340 CANDIDATE (PC) 73.84%
2341 CANDIDATE (PC) 92.29%
2342 CANDIDATE (PC) 72.16%
2343 CANDIDATE (PC) 86.13%
2344 CANDIDATE (PC) 99.69%
2345 CANDIDATE (PC) 87.69%
2346 CANDIDATE (PC) 71.31%
2347 CONFIRMED (CP) 93.67%
2348 CONFIRMED (CP) 52.02%
2349 CANDIDATE (PC) 89.89%
2350 FALSE POSITIVE 60.10%
2351 CONFIRMED (CP) 98.78%
2352 CANDIDATE (PC) 84.64%
2353 CANDIDATE (PC) 92.62%
2354 CANDIDATE (PC) 93.72%
2355 FALSE POSITIVE 57.55%
2356 CONFIRMED (CP) 94.74%
2357 CANDIDATE (PC) 86.50%
2358 FALSE POSITIVE 82.10%
2359 CANDIDATE (PC) 44.41%
2360 CANDIDATE (PC) 79.35%
2361 CONFIRMED (CP) 81.93%
2362 CANDIDATE (PC) 94.75%
2363 CONFIRMED (CP) 98.89%
2364 FALSE POSITIVE 99.78%
2365 FALSE POSITIVE 99.89%
2366 FALSE POSITIVE 97.46%
2367 CONFIRMED (CP) 80.22%
2368 FALSE POSITIVE 91.84%
2369 CONFIRMED (CP) 72.05%
2370 CONFIRMED (CP) 97.67%
2371 FALSE POSITIVE 99.53%
2372 FALSE POSITIVE 98.47%
2373 CONFIRMED (CP) 96.78%
2374 CONFIRMED (CP) 95.61%
2375 CONFIRMED (CP) 96.75%
2376 FALSE POSITIVE 97.62%
2377 FALSE POSITIVE 91.30%
2378 FALSE POSITIVE 94.23%
2379 CANDIDATE (PC) 95.31%
2380 CONFIRMED (CP) 93.84%
2381 FALSE POSITIVE 99.87%
2382 FALSE POSITIVE 94.89%
2383 CANDIDATE (PC) 99.86%
2384 FALSE POSITIVE 86.68%
2385 CANDIDATE (PC) 92.92%
2386 CONFIRMED (CP) 74.04%
2387 CANDIDATE (PC) 91.71%
2388 FALSE POSITIVE 98.92%
2389 FALSE POSITIVE 97.61%
2390 CONFIRMED (CP) 96.53%
2391 CANDIDATE (PC) 99.83%
2392 CANDIDATE (PC) 86.63%
2393 CANDIDATE (PC) 71.09%
2394 FALSE POSITIVE 97.97%
2395 CONFIRMED (CP) 96.78%
2396 CANDIDATE (PC) 95.57%
2397 CANDIDATE (PC) 51.34%
2398 CANDIDATE (PC) 49.02%
2399 FALSE POSITIVE 99.41%
2400 CANDIDATE (PC) 91.94%
2401 CANDIDATE (PC) 95.88%
2402 CONFIRMED (CP) 87.80%
2403 FALSE POSITIVE 99.81%
2404 CONFIRMED (CP) 49.25%
2405 CONFIRMED (CP) 96.53%
2406 FALSE POSITIVE 71.48%
2407 FALSE POSITIVE 47.88%
2408 FALSE POSITIVE 57.57%
2409 FALSE POSITIVE 99.91%
2410 CANDIDATE (PC) 78.71%
2411 CANDIDATE (PC) 70.62%
2412 CANDIDATE (PC) 61.05%
2413 CANDIDATE (PC) 59.51%
2414 CANDIDATE (PC) 77.19%
2415 FALSE POSITIVE 99.80%
2416 CANDIDATE (PC) 91.47%
2417 FALSE POSITIVE 99.18%
2418 CANDIDATE (PC) 89.36%
2419 CONFIRMED (CP) 55.86%
2420 FALSE POSITIVE 99.71%
2421 FALSE POSITIVE 40.57%
2422 CONFIRMED (CP) 69.64%
2423 FALSE POSITIVE 95.59%
2424 CANDIDATE (PC) 85.99%
2425 CONFIRMED (CP) 98.50%
2426 CANDIDATE (PC) 91.18%
2427 CANDIDATE (PC) 99.71%
2428 CANDIDATE (PC) 69.69%
2429 FALSE POSITIVE 51.92%
2430 CANDIDATE (PC) 53.24%
2431 CONFIRMED (CP) 87.42%
2432 FALSE POSITIVE 59.87%
2433 CONFIRMED (CP) 62.64%
2434 FALSE POSITIVE 98.76%
2435 CANDIDATE (PC) 67.91%
2436 CONFIRMED (CP) 98.73%
2437 CANDIDATE (PC) 50.17%
2438 CANDIDATE (PC) 95.46%
2439 CONFIRMED (CP) 99.59%
2440 CANDIDATE (PC) 96.23%
2441 CONFIRMED (CP) 96.95%
2442 CANDIDATE (PC) 68.03%
2443 CANDIDATE (PC) 84.75%
2444 CANDIDATE (PC) 86.01%
2445 CONFIRMED (CP) 96.11%
2446 CONFIRMED (CP) 90.42%
2447 FALSE POSITIVE 57.22%
2448 FALSE POSITIVE 96.48%
2449 CANDIDATE (PC) 88.47%
2450 FALSE POSITIVE 66.55%
2451 FALSE POSITIVE 58.90%
2452 CANDIDATE (PC) 99.13%
2453 FALSE POSITIVE 99.88%
2454 FALSE POSITIVE 54.02%
2455 CANDIDATE (PC) 98.04%
2456 CONFIRMED (CP) 92.95%
2457 CONFIRMED (CP) 96.69%
2458 CANDIDATE (PC) 93.33%
2459 CANDIDATE (PC) 99.42%
2460 CANDIDATE (PC) 88.34%
2461 FALSE POSITIVE 87.09%
2462 FALSE POSITIVE 95.78%
2463 CANDIDATE (PC) 92.82%
2464 FALSE POSITIVE 68.00%
2465 CANDIDATE (PC) 38.90%
2466 CONFIRMED (CP) 91.39%
2467 CANDIDATE (PC) 82.67%
2468 CONFIRMED (CP) 76.48%
2469 CONFIRMED (CP) 95.09%
2470 CONFIRMED (CP) 53.19%
2471 CONFIRMED (CP) 97.75%
2472 CONFIRMED (CP) 99.27%
2473 CONFIRMED (CP) 98.64%
2474 CONFIRMED (CP) 96.36%
2475 CANDIDATE (PC) 99.88%
2476 CANDIDATE (PC) 51.59%
2477 CANDIDATE (PC) 94.58%
2478 CONFIRMED (CP) 99.01%
2479 CANDIDATE (PC) 89.70%
2480 FALSE POSITIVE 99.62%
2481 FALSE POSITIVE 95.18%
2482 CANDIDATE (PC) 90.13%
2483 CANDIDATE (PC) 86.29%
2484 FALSE POSITIVE 99.54%
2485 FALSE POSITIVE 80.42%
2486 CONFIRMED (CP) 94.47%
2487 CANDIDATE (PC) 93.71%
2488 CANDIDATE (PC) 59.52%
2489 CONFIRMED (CP) 95.11%
2490 CANDIDATE (PC) 59.15%
2491 CANDIDATE (PC) 78.35%
2492 CONFIRMED (CP) 55.42%
2493 CANDIDATE (PC) 91.95%
2494 CANDIDATE (PC) 90.69%
2495 FALSE POSITIVE 93.24%
2496 FALSE POSITIVE 95.18%
2497 CANDIDATE (PC) 99.76%
2498 CANDIDATE (PC) 99.51%
2499 FALSE POSITIVE 90.54%
2500 CONFIRMED (CP) 52.67%
2501 FALSE POSITIVE 97.95%
2502 CONFIRMED (CP) 99.53%
2503 CONFIRMED (CP) 80.68%
2504 CONFIRMED (CP) 97.55%
2505 FALSE POSITIVE 94.38%
2506 FALSE POSITIVE 99.29%
2507 CONFIRMED (CP) 82.59%
2508 CANDIDATE (PC) 88.12%
2509 CONFIRMED (CP) 56.94%
2510 CONFIRMED (CP) 93.83%
2511 FALSE POSITIVE 95.89%
2512 FALSE POSITIVE 95.66%
2513 CONFIRMED (CP) 94.28%
2514 CANDIDATE (PC) 86.22%
2515 FALSE POSITIVE 91.46%
2516 CONFIRMED (CP) 62.18%
2517 CANDIDATE (PC) 98.87%
2518 CANDIDATE (PC) 99.75%
2519 CANDIDATE (PC) 41.94%
2520 FALSE POSITIVE 99.47%
2521 FALSE POSITIVE 67.62%
2522 CONFIRMED (CP) 98.21%
2523 CONFIRMED (CP) 98.27%
2524 FALSE POSITIVE 99.69%
2525 CANDIDATE (PC) 67.20%
2526 CONFIRMED (CP) 88.39%
2527 CANDIDATE (PC) 99.61%
2528 CANDIDATE (PC) 78.33%
2529 FALSE POSITIVE 99.59%
2530 FALSE POSITIVE 94.14%
2531 CONFIRMED (CP) 91.27%
2532 FALSE POSITIVE 99.57%
2533 CANDIDATE (PC) 99.17%
2534 CANDIDATE (PC) 87.64%
2535 FALSE POSITIVE 98.93%
2536 CONFIRMED (CP) 45.55%
2537 CANDIDATE (PC) 87.50%
2538 CANDIDATE (PC) 74.97%
2539 CANDIDATE (PC) 88.53%
2540 CONFIRMED (CP) 74.48%
2541 CONFIRMED (CP) 93.52%
2542 FALSE POSITIVE 84.57%
2543 FALSE POSITIVE 99.73%
2544 CANDIDATE (PC) 82.27%
2545 CANDIDATE (PC) 50.65%
2546 CONFIRMED (CP) 83.74%
2547 CANDIDATE (PC) 94.18%
2548 CONFIRMED (CP) 98.93%
2549 FALSE POSITIVE 57.70%
2550 FALSE POSITIVE 44.26%
2551 CANDIDATE (PC) 95.78%
2552 CANDIDATE (PC) 92.79%
2553 FALSE POSITIVE 99.40%
2554 CANDIDATE (PC) 91.86%
2555 CONFIRMED (CP) 97.98%
2556 CONFIRMED (CP) 98.45%
2557 CANDIDATE (PC) 72.71%
2558 CANDIDATE (PC) 91.00%
2559 CONFIRMED (CP) 75.63%
2560 CANDIDATE (PC) 51.04%
2561 CANDIDATE (PC) 98.52%
2562 CONFIRMED (CP) 96.59%
2563 CANDIDATE (PC) 98.08%
2564 CANDIDATE (PC) 49.82%
2565 CANDIDATE (PC) 93.46%
2566 CANDIDATE (PC) 99.84%
2567 CANDIDATE (PC) 93.61%
2568 CONFIRMED (CP) 87.31%
2569 CANDIDATE (PC) 86.26%
2570 CANDIDATE (PC) 77.57%
2571 FALSE POSITIVE 53.58%
2572 FALSE POSITIVE 99.60%
2573 CONFIRMED (CP) 99.62%
2574 CANDIDATE (PC) 99.40%
2575 CANDIDATE (PC) 46.42%
2576 FALSE POSITIVE 79.17%
2577 FALSE POSITIVE 91.56%
2578 CANDIDATE (PC) 95.14%
2579 CONFIRMED (CP) 96.66%
2580 CANDIDATE (PC) 48.04%
2581 CANDIDATE (PC) 56.53%
2582 CANDIDATE (PC) 89.67%
2583 CONFIRMED (CP) 51.06%
2584 CANDIDATE (PC) 88.96%
2585 FALSE POSITIVE 75.19%
2586 FALSE POSITIVE 38.67%
2587 CANDIDATE (PC) 97.55%
2588 CONFIRMED (CP) 75.73%
2589 CANDIDATE (PC) 93.03%
2590 FALSE POSITIVE 99.88%
2591 CANDIDATE (PC) 66.77%
2592 CONFIRMED (CP) 98.96%
2593 FALSE POSITIVE 96.26%
2594 CANDIDATE (PC) 85.21%
2595 FALSE POSITIVE 99.53%
2596 FALSE POSITIVE 92.87%
2597 CONFIRMED (CP) 86.73%
2598 FALSE POSITIVE 99.17%
2599 FALSE POSITIVE 88.39%
2600 CONFIRMED (CP) 97.38%
2601 CANDIDATE (PC) 79.82%
2602 CONFIRMED (CP) 96.88%
2603 CANDIDATE (PC) 98.28%
2604 CANDIDATE (PC) 90.15%
2605 CONFIRMED (CP) 87.33%
2606 CANDIDATE (PC) 90.79%
2607 CANDIDATE (PC) 67.65%
2608 CANDIDATE (PC) 80.16%
2609 CANDIDATE (PC) 92.90%
2610 CANDIDATE (PC) 99.64%
2611 CANDIDATE (PC) 93.33%
2612 FALSE POSITIVE 92.43%
2613 FALSE POSITIVE 98.84%
2614 CONFIRMED (CP) 88.61%
2615 CANDIDATE (PC) 81.16%
2616 CANDIDATE (PC) 97.01%
2617 FALSE POSITIVE 99.74%
2618 CANDIDATE (PC) 87.86%
2619 CANDIDATE (PC) 97.42%
2620 CANDIDATE (PC) 69.45%
2621 CONFIRMED (CP) 60.94%
2622 FALSE POSITIVE 55.28%
2623 FALSE POSITIVE 96.61%
2624 CONFIRMED (CP) 90.13%
2625 FALSE POSITIVE 63.16%
2626 FALSE POSITIVE 99.74%
2627 CANDIDATE (PC) 91.02%
2628 FALSE POSITIVE 98.40%
2629 CANDIDATE (PC) 79.11%
2630 FALSE POSITIVE 79.64%
2631 CANDIDATE (PC) 91.77%
2632 CANDIDATE (PC) 51.49%
2633 FALSE POSITIVE 99.62%
2634 CANDIDATE (PC) 91.22%
2635 CONFIRMED (CP) 88.60%
2636 FALSE POSITIVE 64.57%
2637 FALSE POSITIVE 92.74%
2638 CANDIDATE (PC) 56.73%
2639 CONFIRMED (CP) 90.97%
2640 CANDIDATE (PC) 94.03%
2641 CANDIDATE (PC) 56.50%
2642 FALSE POSITIVE 99.92%
2643 CANDIDATE (PC) 68.17%
2644 CANDIDATE (PC) 91.11%
2645 FALSE POSITIVE 57.04%
2646 CANDIDATE (PC) 57.23%
2647 FALSE POSITIVE 81.75%
2648 CONFIRMED (CP) 91.03%
2649 CANDIDATE (PC) 93.88%
2650 CANDIDATE (PC) 95.15%
2651 CANDIDATE (PC) 45.11%
2652 FALSE POSITIVE 67.55%
2653 CONFIRMED (CP) 83.30%
2654 FALSE POSITIVE 96.41%
2655 CANDIDATE (PC) 87.77%
2656 CANDIDATE (PC) 43.41%
2657 CANDIDATE (PC) 76.51%
2658 CONFIRMED (CP) 61.48%
2659 FALSE POSITIVE 89.57%
2660 CANDIDATE (PC) 52.15%
2661 CONFIRMED (CP) 41.71%
2662 CANDIDATE (PC) 94.88%
2663 CONFIRMED (CP) 64.51%
2664 CANDIDATE (PC) 87.31%
2665 FALSE POSITIVE 65.09%
2666 CANDIDATE (PC) 88.76%
2667 CANDIDATE (PC) 42.24%
2668 CONFIRMED (CP) 92.30%
2669 CANDIDATE (PC) 92.52%
2670 CONFIRMED (CP) 99.09%
2671 CANDIDATE (PC) 73.67%
2672 CANDIDATE (PC) 99.97%
2673 CANDIDATE (PC) 84.49%
2674 CANDIDATE (PC) 75.07%
2675 FALSE POSITIVE 57.53%
2676 FALSE POSITIVE 94.68%
2677 CONFIRMED (CP) 98.06%
2678 CANDIDATE (PC) 80.86%
2679 FALSE POSITIVE 98.28%
2680 CONFIRMED (CP) 97.63%
2681 CONFIRMED (CP) 93.62%
2682 FALSE POSITIVE 98.22%
2683 FALSE POSITIVE 80.08%
2684 CANDIDATE (PC) 91.91%
2685 FALSE POSITIVE 99.88%
2686 FALSE POSITIVE 95.67%
2687 CONFIRMED (CP) 94.64%
2688 CONFIRMED (CP) 97.11%
2689 FALSE POSITIVE 86.94%
2690 CANDIDATE (PC) 76.43%
2691 CANDIDATE (PC) 72.86%
2692 CANDIDATE (PC) 94.62%
2693 FALSE POSITIVE 96.28%
2694 FALSE POSITIVE 99.77%
2695 FALSE POSITIVE 54.65%
2696 CANDIDATE (PC) 64.19%
2697 FALSE POSITIVE 99.41%
2698 CONFIRMED (CP) 96.95%
2699 CANDIDATE (PC) 95.21%
2700 CONFIRMED (CP) 97.20%
2701 FALSE POSITIVE 62.89%
2702 CANDIDATE (PC) 86.99%
2703 CANDIDATE (PC) 92.79%
2704 CANDIDATE (PC) 91.24%
2705 FALSE POSITIVE 65.96%
2706 FALSE POSITIVE 91.65%
2707 CONFIRMED (CP) 99.18%
2708 CONFIRMED (CP) 98.55%
2709 CANDIDATE (PC) 86.72%
2710 FALSE POSITIVE 98.71%
2711 CONFIRMED (CP) 87.62%
2712 CANDIDATE (PC) 89.52%
2713 CANDIDATE (PC) 59.10%
2714 CONFIRMED (CP) 63.03%
2715 CONFIRMED (CP) 83.53%
2716 CANDIDATE (PC) 60.01%
2717 CANDIDATE (PC) 83.44%
2718 CONFIRMED (CP) 96.11%
2719 FALSE POSITIVE 83.69%
2720 FALSE POSITIVE 82.88%
2721 FALSE POSITIVE 99.87%
2722 CANDIDATE (PC) 99.86%
2723 CANDIDATE (PC) 84.60%
2724 CONFIRMED (CP) 97.63%
2725 FALSE POSITIVE 98.25%
2726 CONFIRMED (CP) 57.98%
2727 CONFIRMED (CP) 91.67%
2728 CONFIRMED (CP) 93.10%
2729 CANDIDATE (PC) 52.83%
2730 FALSE POSITIVE 63.45%
2731 CANDIDATE (PC) 99.74%
2732 FALSE POSITIVE 51.86%
2733 CANDIDATE (PC) 91.23%
2734 CANDIDATE (PC) 94.62%
2735 CONFIRMED (CP) 98.02%
2736 FALSE POSITIVE 99.75%
2737 FALSE POSITIVE 54.24%
2738 FALSE POSITIVE 96.96%
2739 FALSE POSITIVE 58.59%
2740 CONFIRMED (CP) 48.05%
2741 CANDIDATE (PC) 91.60%
2742 CANDIDATE (PC) 94.68%
2743 CANDIDATE (PC) 83.38%
2744 CONFIRMED (CP) 75.09%
2745 CONFIRMED (CP) 81.04%
2746 FALSE POSITIVE 98.15%
2747 CONFIRMED (CP) 95.34%
2748 CANDIDATE (PC) 94.01%
2749 FALSE POSITIVE 98.58%
2750 CONFIRMED (CP) 86.93%
2751 CANDIDATE (PC) 88.87%
2752 FALSE POSITIVE 79.56%
2753 CANDIDATE (PC) 94.31%
2754 CANDIDATE (PC) 89.89%
2755 CONFIRMED (CP) 68.60%
2756 CONFIRMED (CP) 89.83%
2757 CONFIRMED (CP) 81.26%
2758 CONFIRMED (CP) 98.74%
2759 CANDIDATE (PC) 95.35%
2760 CONFIRMED (CP) 93.77%
2761 CONFIRMED (CP) 69.40%
2762 CONFIRMED (CP) 46.46%
2763 FALSE POSITIVE 83.86%
2764 CANDIDATE (PC) 59.60%
2765 CANDIDATE (PC) 87.14%
2766 FALSE POSITIVE 99.89%
2767 CANDIDATE (PC) 94.51%
2768 CANDIDATE (PC) 97.91%
2769 CANDIDATE (PC) 90.86%
2770 FALSE POSITIVE 99.87%
2771 CONFIRMED (CP) 60.79%
2772 FALSE POSITIVE 54.37%
2773 CANDIDATE (PC) 55.72%
2774 CONFIRMED (CP) 42.28%
2775 CANDIDATE (PC) 95.14%
2776 CANDIDATE (PC) 94.70%
2777 CANDIDATE (PC) 94.14%
2778 CANDIDATE (PC) 85.26%
2779 FALSE POSITIVE 59.83%
2780 CANDIDATE (PC) 52.88%
2781 CONFIRMED (CP) 96.22%
2782 FALSE POSITIVE 97.88%
2783 CONFIRMED (CP) 71.77%
2784 CANDIDATE (PC) 79.88%
2785 CANDIDATE (PC) 90.74%
2786 CANDIDATE (PC) 82.32%
2787 CANDIDATE (PC) 92.63%
2788 CANDIDATE (PC) 94.40%
2789 FALSE POSITIVE 80.22%
2790 FALSE POSITIVE 99.74%
2791 CONFIRMED (CP) 97.25%
2792 CANDIDATE (PC) 99.60%
2793 CANDIDATE (PC) 50.57%
2794 CONFIRMED (CP) 91.20%
2795 CANDIDATE (PC) 87.44%
2796 CONFIRMED (CP) 81.15%
2797 CANDIDATE (PC) 90.82%
2798 CANDIDATE (PC) 81.38%
2799 FALSE POSITIVE 97.28%
2800 CONFIRMED (CP) 77.60%
2801 CANDIDATE (PC) 88.56%
2802 CONFIRMED (CP) 98.57%
2803 CONFIRMED (CP) 97.74%
2804 CANDIDATE (PC) 91.86%
2805 CANDIDATE (PC) 95.24%
2806 FALSE POSITIVE 70.25%
2807 CONFIRMED (CP) 97.80%
2808 CONFIRMED (CP) 96.85%
2809 CANDIDATE (PC) 93.25%
2810 FALSE POSITIVE 83.28%
2811 CONFIRMED (CP) 83.80%
2812 CANDIDATE (PC) 86.88%
2813 FALSE POSITIVE 99.49%
2814 FALSE POSITIVE 99.87%
2815 CONFIRMED (CP) 55.12%
2816 CONFIRMED (CP) 86.53%
2817 CANDIDATE (PC) 76.91%
2818 CONFIRMED (CP) 78.70%
2819 CONFIRMED (CP) 72.91%
2820 FALSE POSITIVE 70.80%
2821 CONFIRMED (CP) 90.55%
2822 CANDIDATE (PC) 50.42%
2823 CANDIDATE (PC) 90.48%
2824 CONFIRMED (CP) 97.46%
2825 CONFIRMED (CP) 79.82%
2826 CANDIDATE (PC) 91.99%
2827 CANDIDATE (PC) 65.19%
2828 FALSE POSITIVE 47.23%
2829 CONFIRMED (CP) 83.69%
2830 CONFIRMED (CP) 62.01%
2831 CANDIDATE (PC) 61.75%
2832 CONFIRMED (CP) 60.56%
2833 CANDIDATE (PC) 94.56%
2834 CONFIRMED (CP) 98.65%
2835 CANDIDATE (PC) 90.73%
2836 CANDIDATE (PC) 84.86%
2837 FALSE POSITIVE 72.95%
2838 CONFIRMED (CP) 96.71%
2839 CANDIDATE (PC) 93.09%
2840 FALSE POSITIVE 59.00%
2841 FALSE POSITIVE 90.82%
2842 CANDIDATE (PC) 87.22%
2843 CANDIDATE (PC) 86.04%
2844 CANDIDATE (PC) 86.70%
2845 CANDIDATE (PC) 66.04%
2846 FALSE POSITIVE 75.86%
2847 CANDIDATE (PC) 98.17%
2848 CONFIRMED (CP) 97.04%
2849 FALSE POSITIVE 99.23%
2850 FALSE POSITIVE 72.12%
2851 CANDIDATE (PC) 86.22%
2852 CANDIDATE (PC) 91.83%
2853 FALSE POSITIVE 97.48%
2854 CANDIDATE (PC) 66.13%
2855 CANDIDATE (PC) 99.93%
2856 CANDIDATE (PC) 55.23%
2857 FALSE POSITIVE 91.93%
2858 CONFIRMED (CP) 99.66%
2859 CANDIDATE (PC) 46.78%
2860 CANDIDATE (PC) 49.67%
2861 CONFIRMED (CP) 99.29%
2862 FALSE POSITIVE 99.84%
2863 FALSE POSITIVE 75.00%
2864 FALSE POSITIVE 82.27%
