RESULTADOS DEL MODELO: NN Custom (complex_data)
======================================================================
Accuracy General: 0.7415

Matriz de Confusión:
2159 FALSE POSITIVE 78.04%
2160 CANDIDATE (PC) 90.52%
2161 CONFIRMED (CP) 93.57%
2162 CONFIRMED (CP) 55.40%
2163 CANDIDATE (PC) 47.76%
2164 FALSE POSITIVE 79.43%
2165 CANDIDATE (PC) 80.43%
2166 FALSE POSITIVE 57.38%
2167 CONFIRMED (CP) 98.93%
2168 CANDIDATE (PC) 85.73%
2169 CANDIDATE (PC) 73.99%
2170 CONFIRMED (CP) 37.16%
2171 CONFIRMED (CP) 95.53%
2172 CANDIDATE (PC) 47.73%
2173 CANDIDATE (PC) 74.39%
2174 FALSE POSITIVE 65.08%
2175 CONFIRMED (CP) 35.99%
2176 CANDIDATE (PC) 68.28%
2177 CANDIDATE (PC) 52.18%
2178 FALSE POSITIVE 46.17%
2179 FALSE POSITIVE 66.44%
2180 FALSE POSITIVE 97.45%
2181 CANDIDATE (PC) 62.14%
2182 CONFIRMED (CP) 89.49%
2183 CONFIRMED (CP) 95.06%
2184 CONFIRMED (CP) 56.04%
2185 CANDIDATE (PC) 85.56%
2186 CANDIDATE (PC) 75.14%
2187 CONFIRMED (CP) 79.72%
2188 CONFIRMED (CP) 50.24%
2189 FALSE POSITIVE 51.19%
2190 CANDIDATE (PC) 88.38%
2191 CANDIDATE (PC) 61.75%
2192 FALSE POSITIVE 60.71%
2193 CANDIDATE (PC) 74.76%
2194 CANDIDATE (PC) 76.79%
2195 CANDIDATE (PC) 69.22%
2196 CANDIDATE (PC) 75.55%
2197 CANDIDATE (PC) 61.51%
2198 FALSE POSITIVE 99.91%
2199 CANDIDATE (PC) 84.43%
2200 FALSE POSITIVE 87.04%
2201 CANDIDATE (PC) 50.55%
2202 FALSE POSITIVE 51.90%
2203 CANDIDATE (PC) 59.94%
2204 CANDIDATE (PC) 80.69%
2205 CANDIDATE (PC) 85.12%
2206 CONFIRMED (CP) 60.92%
2207 CANDIDATE (PC) 64.57%
2208 FALSE POSITIVE 99.99%
2209 FALSE POSITIVE 44.67%
2210 CANDIDATE (PC) 89.98%
2211 FALSE POSITIVE 65.10%
2212 CONFIRMED (CP) 95.76%
2213 FALSE POSITIVE 67.11%
2214 CANDIDATE (PC) 91.15%
2215 CONFIRMED (CP) 99.22%
2216 FALSE POSITIVE 84.56%
2217 CANDIDATE (PC) 81.81%
2218 FALSE POSITIVE 57.83%
2219 CANDIDATE (PC) 50.87%
2220 CANDIDATE (PC) 91.14%
2221 FALSE POSITIVE 59.79%
2222 CONFIRMED (CP) 51.17%
2223 CANDIDATE (PC) 89.09%
2224 CANDIDATE (PC) 93.66%
2225 CANDIDATE (PC) 82.07%
2226 CANDIDATE (PC) 85.54%
2227 CONFIRMED (CP) 90.31%
2228 CANDIDATE (PC) 82.08%
2229 FALSE POSITIVE 52.43%
2230 FALSE POSITIVE 35.91%
2231 CANDIDATE (PC) 86.25%
2232 CANDIDATE (PC) 57.38%
2233 FALSE POSITIVE 79.90%
2234 CONFIRMED (CP) 48.76%
2235 CANDIDATE (PC) 73.38%
2236 CONFIRMED (CP) 93.29%
2237 CANDIDATE (PC) 65.59%
2238 CONFIRMED (CP) 94.09%
2239 CANDIDATE (PC) 91.80%
2240 CANDIDATE (PC) 44.51%
2241 FALSE POSITIVE 77.22%
2242 FALSE POSITIVE 81.18%
2243 CANDIDATE (PC) 85.60%
2244 CONFIRMED (CP) 95.57%
2245 FALSE POSITIVE 94.78%
2246 FALSE POSITIVE 100.00%
2247 CANDIDATE (PC) 46.92%
2248 FALSE POSITIVE 72.88%
2249 FALSE POSITIVE 52.00%
2250 CANDIDATE (PC) 92.63%
2251 CANDIDATE (PC) 60.12%
2252 FALSE POSITIVE 43.36%
2253 CONFIRMED (CP) 44.87%
2254 CANDIDATE (PC) 82.28%
2255 CONFIRMED (CP) 96.43%
2256 CANDIDATE (PC) 87.13%
2257 CANDIDATE (PC) 93.09%
2258 CANDIDATE (PC) 89.89%
2259 FALSE POSITIVE 55.13%
2260 CANDIDATE (PC) 54.73%
2261 FALSE POSITIVE 92.01%
2262 CONFIRMED (CP) 83.44%
2263 CANDIDATE (PC) 86.43%
2264 CANDIDATE (PC) 84.55%
2265 CANDIDATE (PC) 60.80%
2266 FALSE POSITIVE 71.72%
2267 FALSE POSITIVE 51.04%
2268 CONFIRMED (CP) 48.46%
2269 FALSE POSITIVE 56.89%
2270 FALSE POSITIVE 55.80%
2271 CONFIRMED (CP) 69.86%
2272 CONFIRMED (CP) 74.30%
2273 CONFIRMED (CP) 95.64%
2274 CONFIRMED (CP) 95.89%
2275 CONFIRMED (CP) 51.90%
2276 CANDIDATE (PC) 35.62%
2277 CANDIDATE (PC) 85.66%
2278 CANDIDATE (PC) 49.41%
2279 CANDIDATE (PC) 68.25%
2280 FALSE POSITIVE 67.60%
2281 CANDIDATE (PC) 68.36%
2282 CONFIRMED (CP) 92.26%
2283 CONFIRMED (CP) 34.71%
2284 FALSE POSITIVE 97.93%
2285 CONFIRMED (CP) 57.17%
2286 FALSE POSITIVE 86.01%
2287 FALSE POSITIVE 59.24%
2288 CONFIRMED (CP) 43.43%
2289 CANDIDATE (PC) 66.16%
2290 CONFIRMED (CP) 93.18%
2291 FALSE POSITIVE 67.56%
2292 FALSE POSITIVE 58.14%
2293 CANDIDATE (PC) 61.04%
2294 CANDIDATE (PC) 60.10%
2295 CONFIRMED (CP) 43.21%
2296 CANDIDATE (PC) 43.37%
2297 CANDIDATE (PC) 46.95%
2298 CANDIDATE (PC) 84.25%
2299 CANDIDATE (PC) 90.79%
2300 CANDIDATE (PC) 56.98%
2301 FALSE POSITIVE 65.73%
2302 FALSE POSITIVE 74.68%
2303 CONFIRMED (CP) 94.66%
2304 FALSE POSITIVE 49.04%
2305 FALSE POSITIVE 93.84%
2306 CANDIDATE (PC) 49.14%
2307 CONFIRMED (CP) 58.00%
2308 FALSE POSITIVE 49.09%
2309 FALSE POSITIVE 100.00%
2310 FALSE POSITIVE 85.59%
2311 CONFIRMED (CP) 92.16%
2312 CANDIDATE (PC) 72.94%
2313 CANDIDATE (PC) 66.91%
2314 CANDIDATE (PC) 70.06%
2315 CANDIDATE (PC) 85.92%
2316 CANDIDATE (PC) 72.49%
2317 FALSE POSITIVE 99.94%
2318 CANDIDATE (PC) 60.09%
2319 CONFIRMED (CP) 93.33%
2320 FALSE POSITIVE 74.67%
2321 CANDIDATE (PC) 75.58%
2322 FALSE POSITIVE 97.58%
2323 CANDIDATE (PC) 60.08%
2324 FALSE POSITIVE 65.30%
2325 CANDIDATE (PC) 85.49%
2326 FALSE POSITIVE 96.38%
2327 FALSE POSITIVE 60.08%
2328 FALSE POSITIVE 95.48%
2329 FALSE POSITIVE 56.51%
2330 CONFIRMED (CP) 97.52%
2331 CANDIDATE (PC) 71.42%
2332 FALSE POSITIVE 79.98%
2333 CANDIDATE (PC) 63.03%
2334 CANDIDATE (PC) 65.87%
2335 CANDIDATE (PC) 80.75%
2336 FALSE POSITIVE 61.46%
2337 CONFIRMED (CP) 94.86%
2338 CANDIDATE (PC) 84.83%
2339 CANDIDATE (PC) 74.59%
2340 CANDIDATE (PC) 56.58%
2341 CANDIDATE (PC) 81.81%
2342 CANDIDATE (PC) 74.90%
2343 CANDIDATE (PC) 71.27%
2344 FALSE POSITIVE 78.72%
2345 CONFIRMED (CP) 90.99%
2346 CONFIRMED (CP) 52.84%
2347 CANDIDATE (PC) 80.24%
2348 FALSE POSITIVE 96.85%
2349 CONFIRMED (CP) 96.69%
2350 CANDIDATE (PC) 88.83%
2351 CONFIRMED (CP) 49.47%
2352 CONFIRMED (CP) 99.22%
2353 FALSE POSITIVE 80.82%
2354 FALSE POSITIVE 56.09%
2355 FALSE POSITIVE 69.84%
2356 FALSE POSITIVE 70.84%
2357 CANDIDATE (PC) 59.09%
2358 FALSE POSITIVE 66.66%
2359 CANDIDATE (PC) 52.84%
2360 CONFIRMED (CP) 92.66%
2361 FALSE POSITIVE 82.52%
2362 FALSE POSITIVE 86.35%
2363 CONFIRMED (CP) 97.46%
2364 FALSE POSITIVE 78.26%
2365 CANDIDATE (PC) 80.89%
2366 CANDIDATE (PC) 58.49%
2367 FALSE POSITIVE 89.53%
2368 FALSE POSITIVE 53.61%
2369 CANDIDATE (PC) 41.64%
2370 CONFIRMED (CP) 86.81%
2371 FALSE POSITIVE 70.41%
2372 FALSE POSITIVE 66.23%
2373 CANDIDATE (PC) 84.58%
2374 FALSE POSITIVE 78.75%
2375 CANDIDATE (PC) 57.24%
2376 CANDIDATE (PC) 47.97%
2377 CANDIDATE (PC) 76.83%
2378 CONFIRMED (CP) 55.31%
2379 FALSE POSITIVE 63.66%
2380 CONFIRMED (CP) 91.44%
2381 CANDIDATE (PC) 93.52%
2382 CONFIRMED (CP) 62.54%
2383 CANDIDATE (PC) 78.31%
2384 CANDIDATE (PC) 46.32%
2385 CANDIDATE (PC) 46.06%
2386 CONFIRMED (CP) 97.84%
2387 FALSE POSITIVE 68.38%
2388 FALSE POSITIVE 60.19%
2389 CANDIDATE (PC) 50.03%
2390 CONFIRMED (CP) 47.65%
2391 CONFIRMED (CP) 96.82%
2392 CONFIRMED (CP) 67.17%
2393 CANDIDATE (PC) 75.33%
2394 FALSE POSITIVE 50.04%
2395 FALSE POSITIVE 98.35%
2396 FALSE POSITIVE 77.77%
2397 CANDIDATE (PC) 54.79%
2398 CANDIDATE (PC) 76.86%
2399 CONFIRMED (CP) 49.13%
2400 CANDIDATE (PC) 51.95%
2401 CANDIDATE (PC) 55.51%
2402 FALSE POSITIVE 100.00%
2403 CANDIDATE (PC) 85.25%
2404 CANDIDATE (PC) 90.01%
2405 CONFIRMED (CP) 59.88%
2406 FALSE POSITIVE 51.89%
2407 CANDIDATE (PC) 82.95%
2408 FALSE POSITIVE 99.90%
2409 CANDIDATE (PC) 43.28%
2410 FALSE POSITIVE 78.63%
2411 FALSE POSITIVE 99.74%
2412 FALSE POSITIVE 63.93%
2413 CONFIRMED (CP) 96.30%
2414 FALSE POSITIVE 72.54%
2415 FALSE POSITIVE 56.68%
2416 CONFIRMED (CP) 96.51%
2417 CANDIDATE (PC) 94.00%
2418 CANDIDATE (PC) 76.29%
2419 FALSE POSITIVE 96.46%
2420 CONFIRMED (CP) 83.51%
2421 FALSE POSITIVE 68.56%
2422 CANDIDATE (PC) 89.63%
2423 FALSE POSITIVE 65.25%
2424 CANDIDATE (PC) 82.41%
2425 FALSE POSITIVE 74.93%
2426 CONFIRMED (CP) 45.29%
2427 CANDIDATE (PC) 87.52%
2428 CANDIDATE (PC) 83.83%
2429 CANDIDATE (PC) 74.01%
2430 FALSE POSITIVE 64.89%
2431 CONFIRMED (CP) 57.34%
2432 CONFIRMED (CP) 87.57%
2433 CANDIDATE (PC) 61.40%
2434 CANDIDATE (PC) 88.89%
2435 CANDIDATE (PC) 78.44%
2436 CONFIRMED (CP) 92.66%
2437 FALSE POSITIVE 66.65%
2438 CANDIDATE (PC) 82.89%
2439 FALSE POSITIVE 60.68%
2440 CONFIRMED (CP) 58.83%
2441 CANDIDATE (PC) 86.46%
2442 CANDIDATE (PC) 70.40%
2443 FALSE POSITIVE 49.21%
2444 CONFIRMED (CP) 90.29%
2445 CONFIRMED (CP) 58.66%
2446 FALSE POSITIVE 72.86%
2447 FALSE POSITIVE 50.73%
2448 CANDIDATE (PC) 45.70%
2449 FALSE POSITIVE 65.83%
2450 CANDIDATE (PC) 81.34%
2451 FALSE POSITIVE 55.39%
2452 CONFIRMED (CP) 45.45%
2453 CANDIDATE (PC) 85.31%
2454 CANDIDATE (PC) 53.29%
2455 CONFIRMED (CP) 91.72%
2456 CANDIDATE (PC) 88.42%
2457 CONFIRMED (CP) 98.89%
2458 CONFIRMED (CP) 47.65%
2459 CANDIDATE (PC) 54.36%
2460 CANDIDATE (PC) 71.17%
2461 CANDIDATE (PC) 77.57%
2462 CONFIRMED (CP) 59.25%
2463 FALSE POSITIVE 100.00%
2464 CANDIDATE (PC) 72.64%
2465 CANDIDATE (PC) 70.94%
2466 FALSE POSITIVE 92.93%
2467 FALSE POSITIVE 99.83%
2468 FALSE POSITIVE 100.00%
2469 FALSE POSITIVE 83.67%
2470 CANDIDATE (PC) 49.83%
2471 CONFIRMED (CP) 56.06%
2472 FALSE POSITIVE 100.00%
2473 CANDIDATE (PC) 51.83%
2474 CONFIRMED (CP) 54.98%
2475 CONFIRMED (CP) 60.14%
2476 CANDIDATE (PC) 79.47%
2477 CANDIDATE (PC) 62.92%
2478 CONFIRMED (CP) 73.06%
2479 CANDIDATE (PC) 83.68%
2480 CONFIRMED (CP) 73.30%
2481 CANDIDATE (PC) 67.10%
2482 FALSE POSITIVE 85.66%
2483 CANDIDATE (PC) 55.67%
2484 CONFIRMED (CP) 92.47%
2485 CONFIRMED (CP) 56.44%
2486 CONFIRMED (CP) 45.84%
2487 FALSE POSITIVE 82.27%
2488 FALSE POSITIVE 68.37%
2489 FALSE POSITIVE 99.98%
2490 CANDIDATE (PC) 86.83%
2491 CANDIDATE (PC) 80.23%
2492 FALSE POSITIVE 96.44%
2493 CONFIRMED (CP) 93.97%
2494 CONFIRMED (CP) 95.85%
2495 FALSE POSITIVE 52.70%
2496 CANDIDATE (PC) 48.73%
2497 CONFIRMED (CP) 98.15%
2498 CANDIDATE (PC) 86.99%
2499 CONFIRMED (CP) 71.89%
2500 CANDIDATE (PC) 83.18%
2501 FALSE POSITIVE 50.11%
2502 CANDIDATE (PC) 92.79%
2503 FALSE POSITIVE 82.59%
2504 FALSE POSITIVE 71.85%
2505 CANDIDATE (PC) 53.32%
2506 CANDIDATE (PC) 84.69%
2507 CANDIDATE (PC) 80.39%
2508 CONFIRMED (CP) 97.01%
2509 CANDIDATE (PC) 76.48%
2510 CANDIDATE (PC) 83.82%
2511 FALSE POSITIVE 99.98%
2512 CANDIDATE (PC) 81.08%
2513 FALSE POSITIVE 73.95%
2514 FALSE POSITIVE 61.72%
2515 CONFIRMED (CP) 49.96%
2516 FALSE POSITIVE 86.31%
2517 CONFIRMED (CP) 43.53%
2518 CONFIRMED (CP) 43.28%
2519 CONFIRMED (CP) 99.75%
2520 CONFIRMED (CP) 69.00%
2521 FALSE POSITIVE 64.89%
2522 FALSE POSITIVE 97.42%
2523 CONFIRMED (CP) 74.44%
2524 FALSE POSITIVE 99.62%
2525 CONFIRMED (CP) 98.57%
2526 CANDIDATE (PC) 61.32%
2527 FALSE POSITIVE 55.13%
2528 CONFIRMED (CP) 96.62%
2529 CONFIRMED (CP) 78.30%
2530 CANDIDATE (PC) 79.24%
2531 CANDIDATE (PC) 90.88%
2532 FALSE POSITIVE 99.98%
2533 CONFIRMED (CP) 98.55%
2534 FALSE POSITIVE 47.68%
2535 CONFIRMED (CP) 95.19%
2536 CANDIDATE (PC) 71.58%
2537 CANDIDATE (PC) 78.95%
2538 CANDIDATE (PC) 69.87%
2539 FALSE POSITIVE 96.33%
2540 CANDIDATE (PC) 82.22%
2541 CANDIDATE (PC) 52.11%
2542 CANDIDATE (PC) 87.75%
2543 CONFIRMED (CP) 50.29%
2544 CANDIDATE (PC) 42.75%
2545 FALSE POSITIVE 61.95%
2546 FALSE POSITIVE 66.24%
2547 CONFIRMED (CP) 97.94%
2548 FALSE POSITIVE 59.45%
2549 FALSE POSITIVE 52.15%
2550 CONFIRMED (CP) 51.66%
2551 CANDIDATE (PC) 84.07%
2552 CANDIDATE (PC) 69.24%
2553 CANDIDATE (PC) 74.53%
2554 CANDIDATE (PC) 91.04%
2555 CANDIDATE (PC) 81.86%
2556 FALSE POSITIVE 80.21%
2557 CANDIDATE (PC) 86.38%
2558 CANDIDATE (PC) 80.96%
2559 CANDIDATE (PC) 90.44%
2560 FALSE POSITIVE 70.65%
2561 CANDIDATE (PC) 55.18%
2562 CONFIRMED (CP) 57.98%
2563 FALSE POSITIVE 100.00%
2564 CONFIRMED (CP) 92.74%
2565 CONFIRMED (CP) 90.09%
2566 CANDIDATE (PC) 83.59%
2567 FALSE POSITIVE 90.03%
2568 CANDIDATE (PC) 42.66%
2569 CONFIRMED (CP) 48.87%
2570 CONFIRMED (CP) 98.14%
2571 CANDIDATE (PC) 85.28%
2572 CANDIDATE (PC) 73.41%
2573 CANDIDATE (PC) 81.07%
2574 CANDIDATE (PC) 49.18%
2575 CANDIDATE (PC) 88.79%
2576 FALSE POSITIVE 100.00%
2577 CANDIDATE (PC) 77.24%
2578 CANDIDATE (PC) 50.77%
2579 FALSE POSITIVE 67.12%
2580 FALSE POSITIVE 94.62%
2581 CANDIDATE (PC) 83.97%
2582 FALSE POSITIVE 56.31%
2583 FALSE POSITIVE 99.99%
2584 FALSE POSITIVE 38.38%
2585 FALSE POSITIVE 99.79%
2586 CANDIDATE (PC) 64.37%
2587 CANDIDATE (PC) 91.44%
2588 CONFIRMED (CP) 94.93%
2589 CANDIDATE (PC) 91.18%
2590 CONFIRMED (CP) 53.51%
2591 CANDIDATE (PC) 81.70%
2592 CANDIDATE (PC) 49.57%
2593 CANDIDATE (PC) 86.71%
2594 CANDIDATE (PC) 78.16%
2595 CANDIDATE (PC) 84.09%
2596 FALSE POSITIVE 59.99%
2597 FALSE POSITIVE 99.82%
2598 FALSE POSITIVE 59.20%
2599 CANDIDATE (PC) 63.43%
2600 CONFIRMED (CP) 91.33%
2601 FALSE POSITIVE 81.97%
2602 CONFIRMED (CP) 77.84%
2603 CONFIRMED (CP) 94.00%
2604 CANDIDATE (PC) 60.71%
2605 FALSE POSITIVE 51.66%
2606 CANDIDATE (PC) 73.26%
2607 FALSE POSITIVE 99.99%
2608 CANDIDATE (PC) 88.09%
2609 FALSE POSITIVE 90.52%
2610 CONFIRMED (CP) 76.66%
2611 CANDIDATE (PC) 51.53%
2612 CONFIRMED (CP) 95.80%
2613 CANDIDATE (PC) 59.16%
2614 CANDIDATE (PC) 75.74%
2615 FALSE POSITIVE 93.27%
2616 CANDIDATE (PC) 43.73%
2617 CONFIRMED (CP) 92.53%
2618 FALSE POSITIVE 83.39%
2619 CONFIRMED (CP) 63.37%
2620 CANDIDATE (PC) 36.91%
2621 CANDIDATE (PC) 84.10%
2622 CANDIDATE (PC) 87.11%
2623 CANDIDATE (PC) 57.02%
2624 CONFIRMED (CP) 92.45%
2625 CANDIDATE (PC) 81.17%
2626 FALSE POSITIVE 94.44%
2627 FALSE POSITIVE 86.21%
2628 CANDIDATE (PC) 81.12%
2629 CONFIRMED (CP) 97.36%
2630 CANDIDATE (PC) 74.64%
2631 FALSE POSITIVE 50.67%
2632 CONFIRMED (CP) 90.67%
2633 CONFIRMED (CP) 46.61%
2634 FALSE POSITIVE 75.73%
2635 CONFIRMED (CP) 47.56%
2636 CANDIDATE (PC) 74.31%
2637 FALSE POSITIVE 99.73%
2638 CANDIDATE (PC) 78.26%
2639 CONFIRMED (CP) 92.69%
2640 CANDIDATE (PC) 59.08%
2641 CANDIDATE (PC) 91.36%
2642 CANDIDATE (PC) 84.41%
2643 CONFIRMED (CP) 98.25%
2644 FALSE POSITIVE 84.79%
2645 CONFIRMED (CP) 61.86%
2646 CONFIRMED (CP) 55.56%
2647 FALSE POSITIVE 100.00%
2648 CONFIRMED (CP) 49.16%
2649 CANDIDATE (PC) 62.06%
2650 FALSE POSITIVE 48.94%
2651 CANDIDATE (PC) 57.30%
2652 CONFIRMED (CP) 73.68%
2653 CANDIDATE (PC) 88.50%
2654 CANDIDATE (PC) 46.00%
2655 CANDIDATE (PC) 82.83%
2656 FALSE POSITIVE 99.73%
2657 CANDIDATE (PC) 58.76%
2658 FALSE POSITIVE 44.99%
2659 FALSE POSITIVE 91.22%
2660 CANDIDATE (PC) 70.44%
2661 CANDIDATE (PC) 78.32%
2662 CANDIDATE (PC) 49.18%
2663 FALSE POSITIVE 81.71%
2664 FALSE POSITIVE 76.90%
2665 CANDIDATE (PC) 87.83%
2666 CANDIDATE (PC) 92.77%
2667 FALSE POSITIVE 58.41%
2668 CONFIRMED (CP) 93.60%
2669 CANDIDATE (PC) 88.35%
2670 CANDIDATE (PC) 75.34%
2671 CONFIRMED (CP) 83.41%
2672 CANDIDATE (PC) 69.08%
2673 CANDIDATE (PC) 57.49%
2674 CONFIRMED (CP) 93.22%
2675 FALSE POSITIVE 80.04%
2676 FALSE POSITIVE 42.68%
2677 CONFIRMED (CP) 97.68%
2678 CONFIRMED (CP) 98.86%
2679 FALSE POSITIVE 68.41%
2680 FALSE POSITIVE 79.31%
2681 CANDIDATE (PC) 84.71%
2682 CONFIRMED (CP) 59.26%
2683 CANDIDATE (PC) 55.93%
2684 CANDIDATE (PC) 90.34%
2685 CONFIRMED (CP) 47.59%
2686 FALSE POSITIVE 62.29%
2687 CANDIDATE (PC) 90.61%
2688 CONFIRMED (CP) 57.78%
2689 CANDIDATE (PC) 87.99%
2690 CANDIDATE (PC) 61.37%
2691 FALSE POSITIVE 34.93%
2692 CANDIDATE (PC) 84.13%
2693 CANDIDATE (PC) 74.98%
2694 FALSE POSITIVE 54.78%
2695 FALSE POSITIVE 62.40%
2696 CANDIDATE (PC) 55.09%
2697 FALSE POSITIVE 57.77%
2698 CANDIDATE (PC) 78.79%
2699 CANDIDATE (PC) 58.90%
2700 FALSE POSITIVE 68.11%
2701 CANDIDATE (PC) 58.48%
2702 CANDIDATE (PC) 92.04%
2703 CONFIRMED (CP) 40.39%
2704 FALSE POSITIVE 94.66%
2705 FALSE POSITIVE 56.83%
2706 FALSE POSITIVE 99.00%
2707 CANDIDATE (PC) 37.33%
2708 CANDIDATE (PC) 89.56%
2709 FALSE POSITIVE 62.58%
2710 FALSE POSITIVE 54.11%
2711 CANDIDATE (PC) 76.99%
2712 FALSE POSITIVE 74.38%
2713 CANDIDATE (PC) 91.13%
2714 CONFIRMED (CP) 94.57%
2715 FALSE POSITIVE 95.00%
2716 FALSE POSITIVE 60.83%
2717 FALSE POSITIVE 51.90%
2718 CANDIDATE (PC) 39.28%
2719 CANDIDATE (PC) 66.49%
2720 CANDIDATE (PC) 81.94%
2721 CANDIDATE (PC) 81.60%
2722 CANDIDATE (PC) 86.27%
2723 CONFIRMED (CP) 94.60%
2724 CANDIDATE (PC) 82.44%
2725 CANDIDATE (PC) 42.73%
2726 FALSE POSITIVE 60.03%
2727 CANDIDATE (PC) 91.75%
2728 CANDIDATE (PC) 89.92%
2729 CONFIRMED (CP) 62.64%
2730 FALSE POSITIVE 78.27%
2731 CANDIDATE (PC) 86.17%
2732 CANDIDATE (PC) 87.61%
2733 CANDIDATE (PC) 37.07%
2734 CANDIDATE (PC) 76.34%
2735 FALSE POSITIVE 51.40%
2736 CANDIDATE (PC) 78.66%
2737 FALSE POSITIVE 73.58%
2738 CANDIDATE (PC) 84.07%
2739 FALSE POSITIVE 99.65%
2740 FALSE POSITIVE 99.85%
2741 CANDIDATE (PC) 88.73%
2742 CONFIRMED (CP) 77.09%
2743 CANDIDATE (PC) 84.71%
2744 CONFIRMED (CP) 87.68%
2745 CONFIRMED (CP) 96.85%
2746 FALSE POSITIVE 82.07%
2747 FALSE POSITIVE 74.49%
2748 CANDIDATE (PC) 93.07%
2749 FALSE POSITIVE 50.29%
2750 CANDIDATE (PC) 52.37%
2751 CANDIDATE (PC) 94.09%
2752 CANDIDATE (PC) 80.71%
2753 CANDIDATE (PC) 65.81%
2754 FALSE POSITIVE 95.68%
2755 CANDIDATE (PC) 91.22%
2756 CANDIDATE (PC) 86.38%
2757 FALSE POSITIVE 100.00%
2758 CANDIDATE (PC) 89.48%
2759 CONFIRMED (CP) 50.88%
2760 FALSE POSITIVE 37.73%
2761 CANDIDATE (PC) 69.78%
2762 CANDIDATE (PC) 92.34%
2763 CANDIDATE (PC) 90.91%
2764 CANDIDATE (PC) 82.52%
2765 CANDIDATE (PC) 57.13%
2766 CANDIDATE (PC) 33.69%
2767 CANDIDATE (PC) 92.62%
2768 CANDIDATE (PC) 56.41%
2769 CANDIDATE (PC) 73.18%
2770 CANDIDATE (PC) 88.38%
2771 CANDIDATE (PC) 84.75%
2772 CONFIRMED (CP) 87.85%
2773 CONFIRMED (CP) 41.16%
2774 CANDIDATE (PC) 93.11%
2775 CONFIRMED (CP) 50.65%
2776 CANDIDATE (PC) 75.54%
2777 CONFIRMED (CP) 53.63%
2778 FALSE POSITIVE 85.75%
2779 CONFIRMED (CP) 49.22%
2780 CANDIDATE (PC) 88.23%
2781 FALSE POSITIVE 77.35%
2782 CONFIRMED (CP) 55.47%
2783 CANDIDATE (PC) 53.86%
2784 CANDIDATE (PC) 82.08%
2785 CANDIDATE (PC) 76.49%
2786 CANDIDATE (PC) 58.35%
2787 CONFIRMED (CP) 70.52%
2788 CONFIRMED (CP) 46.27%
2789 FALSE POSITIVE 64.46%
2790 CONFIRMED (CP) 62.44%
2791 CONFIRMED (CP) 98.45%
2792 FALSE POSITIVE 97.35%
2793 CANDIDATE (PC) 89.13%
2794 FALSE POSITIVE 99.99%
2795 CONFIRMED (CP) 83.96%
2796 CONFIRMED (CP) 63.85%
2797 FALSE POSITIVE 66.91%
2798 CONFIRMED (CP) 62.67%
2799 CANDIDATE (PC) 87.30%
2800 FALSE POSITIVE 76.29%
2801 FALSE POSITIVE 57.02%
2802 CONFIRMED (CP) 50.69%
2803 CANDIDATE (PC) 46.76%
2804 CANDIDATE (PC) 54.31%
2805 FALSE POSITIVE 57.05%
2806 CANDIDATE (PC) 57.37%
2807 CANDIDATE (PC) 83.17%
2808 FALSE POSITIVE 95.10%
2809 CANDIDATE (PC) 57.95%
2810 CONFIRMED (CP) 76.45%
2811 CONFIRMED (CP) 55.55%
2812 FALSE POSITIVE 37.00%
2813 FALSE POSITIVE 80.29%
2814 CONFIRMED (CP) 93.79%
2815 CANDIDATE (PC) 79.28%
2816 FALSE POSITIVE 100.00%
2817 FALSE POSITIVE 65.87%
2818 FALSE POSITIVE 70.42%
2819 FALSE POSITIVE 52.68%
2820 FALSE POSITIVE 61.65%
2821 CANDIDATE (PC) 91.36%
2822 CANDIDATE (PC) 79.02%
2823 FALSE POSITIVE 98.89%
2824 CONFIRMED (CP) 97.23%
2825 FALSE POSITIVE 98.53%
2826 CANDIDATE (PC) 87.64%
2827 CANDIDATE (PC) 60.62%
2828 CONFIRMED (CP) 98.75%
2829 CONFIRMED (CP) 94.53%
2830 CONFIRMED (CP) 94.84%
2831 CONFIRMED (CP) 96.03%
2832 CANDIDATE (PC) 94.11%
2833 CANDIDATE (PC) 90.93%
2834 CONFIRMED (CP) 91.26%
2835 FALSE POSITIVE 53.49%
2836 CONFIRMED (CP) 90.32%
2837 FALSE POSITIVE 82.70%
2838 FALSE POSITIVE 47.68%
2839 CANDIDATE (PC) 100.00%
2840 CONFIRMED (CP) 90.77%
2841 CONFIRMED (CP) 99.43%
2842 CANDIDATE (PC) 53.85%
2843 CANDIDATE (PC) 67.41%
2844 FALSE POSITIVE 96.09%
2845 CONFIRMED (CP) 99.26%
2846 CANDIDATE (PC) 77.02%
2847 CONFIRMED (CP) 39.93%
2848 FALSE POSITIVE 83.86%
2849 CANDIDATE (PC) 64.82%
2850 CANDIDATE (PC) 78.95%
2851 CANDIDATE (PC) 50.03%
2852 FALSE POSITIVE 74.40%
2853 CONFIRMED (CP) 79.72%
2854 CANDIDATE (PC) 86.74%
2855 CANDIDATE (PC) 86.54%
2856 CANDIDATE (PC) 74.31%
2857 FALSE POSITIVE 82.13%
2858 CONFIRMED (CP) 59.37%
2859 CANDIDATE (PC) 82.88%
2860 CONFIRMED (CP) 56.89%
2861 CANDIDATE (PC) 58.73%
2862 CANDIDATE (PC) 64.64%
2863 CONFIRMED (CP) 50.75%
2864 CANDIDATE (PC) 75.28%
2865 CANDIDATE (PC) 79.68%
2866 CONFIRMED (CP) 82.66%
