RESULTADOS DEL MODELO: XGBoost
2161 CONFIRMED (CP) 51.98%
2162 CONFIRMED (CP) 41.58%
2163 CONFIRMED (CP) 76.65%
2164 FALSE POSITIVE 77.41%
2165 CONFIRMED (CP) 55.60%
2166 CANDIDATE (PC) 48.93%
2167 CONFIRMED (CP) 81.25%
2168 CANDIDATE (PC) 85.07%
2169 CANDIDATE (PC) 88.15%
2170 FALSE POSITIVE 82.00%
2171 CONFIRMED (CP) 55.96%
2172 CONFIRMED (CP) 45.18%
2173 CANDIDATE (PC) 75.71%
2174 CANDIDATE (PC) 62.52%
2175 CANDIDATE (PC) 43.99%
2176 CANDIDATE (PC) 74.40%
2177 FALSE POSITIVE 42.40%
2178 FALSE POSITIVE 52.12%
2179 FALSE POSITIVE 68.54%
2180 FALSE POSITIVE 97.95%
2181 CANDIDATE (PC) 47.92%
2182 CONFIRMED (CP) 96.91%
2183 CONFIRMED (CP) 81.02%
2184 CANDIDATE (PC) 50.28%
2185 CANDIDATE (PC) 89.40%
2186 CANDIDATE (PC) 77.78%
2187 CANDIDATE (PC) 51.84%
2188 CONFIRMED (CP) 67.85%
2189 CANDIDATE (PC) 56.34%
2190 CANDIDATE (PC) 43.88%
2191 CANDIDATE (PC) 56.98%
2192 FALSE POSITIVE 59.65%
2193 CANDIDATE (PC) 54.06%
2194 CANDIDATE (PC) 66.12%
2195 CANDIDATE (PC) 80.85%
2196 FALSE POSITIVE 74.00%
2197 CANDIDATE (PC) 70.39%
2198 FALSE POSITIVE 97.58%
2199 CANDIDATE (PC) 69.82%
2200 FALSE POSITIVE 74.09%
2201 CANDIDATE (PC) 88.12%
2202 CANDIDATE (PC) 59.13%
2203 CANDIDATE (PC) 73.07%
2204 CANDIDATE (PC) 45.38%
2205 CANDIDATE (PC) 44.34%
2206 CANDIDATE (PC) 41.98%
2207 FALSE POSITIVE 91.84%
2208 FALSE POSITIVE 98.57%
2209 CANDIDATE (PC) 64.87%
2210 CANDIDATE (PC) 85.46%
2211 CANDIDATE (PC) 48.42%
2212 CONFIRMED (CP) 60.34%
2213 FALSE POSITIVE 72.73%
2214 CANDIDATE (PC) 43.42%
2215 CONFIRMED (CP) 97.86%
2216 FALSE POSITIVE 98.34%
2217 CANDIDATE (PC) 89.19%
2218 FALSE POSITIVE 94.74%
2219 FALSE POSITIVE 64.77%
2220 CANDIDATE (PC) 99.31%
2221 CONFIRMED (CP) 70.99%
2222 CONFIRMED (CP) 44.19%
2223 CANDIDATE (PC) 97.38%
2224 CANDIDATE (PC) 54.42%
2225 CANDIDATE (PC) 75.45%
2226 CANDIDATE (PC) 84.15%
2227 CONFIRMED (CP) 54.80%
2228 CANDIDATE (PC) 97.33%
2229 FALSE POSITIVE 58.67%
2230 CANDIDATE (PC) 55.43%
2231 CANDIDATE (PC) 84.64%
2232 CANDIDATE (PC) 77.19%
2233 FALSE POSITIVE 90.48%
2234 CANDIDATE (PC) 45.06%
2235 CANDIDATE (PC) 79.95%
2236 CONFIRMED (CP) 76.17%
2237 CANDIDATE (PC) 50.99%
2238 CONFIRMED (CP) 50.14%
2239 CANDIDATE (PC) 70.00%
2240 CONFIRMED (CP) 81.96%
2241 FALSE POSITIVE 98.51%
2242 CANDIDATE (PC) 81.89%
2243 CANDIDATE (PC) 85.07%
2244 CONFIRMED (CP) 59.21%
2245 FALSE POSITIVE 97.64%
2246 FALSE POSITIVE 98.20%
2247 CONFIRMED (CP) 54.48%
2248 FALSE POSITIVE 88.91%
2249 FALSE POSITIVE 62.01%
2250 CANDIDATE (PC) 89.61%
2251 CONFIRMED (CP) 81.02%
2252 FALSE POSITIVE 75.61%
2253 CANDIDATE (PC) 54.73%
2254 CANDIDATE (PC) 63.82%
2255 CANDIDATE (PC) 88.60%
2256 CANDIDATE (PC) 87.92%
2257 CANDIDATE (PC) 48.91%
2258 CANDIDATE (PC) 99.09%
2259 FALSE POSITIVE 74.00%
2260 FALSE POSITIVE 93.96%
2261 FALSE POSITIVE 98.78%
2262 CONFIRMED (CP) 64.07%
2263 CANDIDATE (PC) 83.01%
2264 CANDIDATE (PC) 71.84%
2265 CANDIDATE (PC) 64.45%
2266 FALSE POSITIVE 61.08%
2267 FALSE POSITIVE 51.99%
2268 CANDIDATE (PC) 45.86%
2269 FALSE POSITIVE 71.15%
2270 CANDIDATE (PC) 47.59%
2271 CONFIRMED (CP) 95.42%
2272 CONFIRMED (CP) 89.35%
2273 CANDIDATE (PC) 58.19%
2274 CANDIDATE (PC) 51.21%
2275 CONFIRMED (CP) 69.75%
2276 FALSE POSITIVE 78.41%
2277 CANDIDATE (PC) 77.07%
2278 FALSE POSITIVE 80.55%
2279 CANDIDATE (PC) 80.41%
2280 FALSE POSITIVE 65.19%
2281 CANDIDATE (PC) 77.89%
2282 CANDIDATE (PC) 57.46%
2283 CONFIRMED (CP) 94.89%
2284 FALSE POSITIVE 97.65%
2285 CONFIRMED (CP) 53.47%
2286 CANDIDATE (PC) 49.44%
2287 CONFIRMED (CP) 74.34%
2288 CONFIRMED (CP) 58.07%
2289 CANDIDATE (PC) 72.53%
2290 CANDIDATE (PC) 52.42%
2291 FALSE POSITIVE 81.45%
2292 FALSE POSITIVE 92.50%
2293 FALSE POSITIVE 64.09%
2294 CANDIDATE (PC) 81.52%
2295 CANDIDATE (PC) 67.63%
2296 FALSE POSITIVE 66.33%
2297 CONFIRMED (CP) 57.37%
2298 CANDIDATE (PC) 85.74%
2299 FALSE POSITIVE 58.96%
2300 FALSE POSITIVE 42.90%
2301 FALSE POSITIVE 98.20%
2302 CANDIDATE (PC) 60.97%
2303 CONFIRMED (CP) 80.39%
2304 FALSE POSITIVE 69.36%
2305 FALSE POSITIVE 96.93%
2306 CONFIRMED (CP) 53.80%
2307 CONFIRMED (CP) 82.20%
2308 CONFIRMED (CP) 67.13%
2309 FALSE POSITIVE 97.21%
2310 CONFIRMED (CP) 56.54%
2311 CONFIRMED (CP) 94.68%
2312 CONFIRMED (CP) 46.33%
2313 CANDIDATE (PC) 61.37%
2314 CANDIDATE (PC) 67.91%
2315 CANDIDATE (PC) 87.43%
2316 CANDIDATE (PC) 70.17%
2317 FALSE POSITIVE 99.00%
2318 CANDIDATE (PC) 86.37%
2319 CONFIRMED (CP) 93.35%
2320 FALSE POSITIVE 97.03%
2321 CANDIDATE (PC) 55.66%
2322 FALSE POSITIVE 98.90%
2323 FALSE POSITIVE 49.64%
2324 FALSE POSITIVE 61.72%
2325 CANDIDATE (PC) 97.17%
2326 FALSE POSITIVE 96.95%
2327 FALSE POSITIVE 83.37%
2328 FALSE POSITIVE 98.43%
2329 CANDIDATE (PC) 51.04%
2330 CANDIDATE (PC) 84.82%
2331 CONFIRMED (CP) 35.20%
2332 FALSE POSITIVE 97.30%
2333 CANDIDATE (PC) 84.65%
2334 CANDIDATE (PC) 91.94%
2335 CANDIDATE (PC) 71.91%
2336 FALSE POSITIVE 69.11%
2337 CANDIDATE (PC) 51.77%
2338 CANDIDATE (PC) 98.69%
2339 CANDIDATE (PC) 52.83%
2340 CONFIRMED (CP) 37.68%
2341 CANDIDATE (PC) 52.54%
2342 CANDIDATE (PC) 48.69%
2343 CANDIDATE (PC) 91.39%
2344 FALSE POSITIVE 41.72%
2345 CONFIRMED (CP) 83.63%
2346 CONFIRMED (CP) 96.69%
2347 CANDIDATE (PC) 71.65%
2348 FALSE POSITIVE 99.39%
2349 CONFIRMED (CP) 48.69%
2350 CANDIDATE (PC) 71.56%
2351 CONFIRMED (CP) 82.21%
2352 CONFIRMED (CP) 93.05%
2353 FALSE POSITIVE 98.15%
2354 FALSE POSITIVE 67.11%
2355 FALSE POSITIVE 49.53%
2356 FALSE POSITIVE 93.47%
2357 CANDIDATE (PC) 54.50%
2358 CANDIDATE (PC) 44.40%
2359 CANDIDATE (PC) 90.75%
2360 CANDIDATE (PC) 76.37%
2361 FALSE POSITIVE 81.14%
2362 FALSE POSITIVE 96.69%
2363 CONFIRMED (CP) 73.20%
2364 FALSE POSITIVE 73.78%
2365 CANDIDATE (PC) 71.93%
2366 CONFIRMED (CP) 77.43%
2367 FALSE POSITIVE 98.84%
2368 CANDIDATE (PC) 83.55%
2369 FALSE POSITIVE 55.46%
2370 CONFIRMED (CP) 54.81%
2371 FALSE POSITIVE 83.45%
2372 FALSE POSITIVE 77.29%
2373 CANDIDATE (PC) 76.37%
2374 FALSE POSITIVE 83.33%
2375 FALSE POSITIVE 71.94%
2376 CANDIDATE (PC) 64.00%
2377 CANDIDATE (PC) 75.28%
2378 CONFIRMED (CP) 71.46%
2379 CONFIRMED (CP) 60.11%
2380 CONFIRMED (CP) 39.14%
2381 CANDIDATE (PC) 95.38%
2382 CANDIDATE (PC) 53.49%
2383 CANDIDATE (PC) 93.25%
2384 CONFIRMED (CP) 72.71%
2385 CONFIRMED (CP) 68.45%
2386 CONFIRMED (CP) 61.45%
2387 FALSE POSITIVE 52.62%
2388 CANDIDATE (PC) 49.25%
2389 FALSE POSITIVE 52.20%
2390 CANDIDATE (PC) 42.34%
2391 CANDIDATE (PC) 42.37%
2392 CONFIRMED (CP) 64.49%
2393 CONFIRMED (CP) 46.06%
2394 CANDIDATE (PC) 76.26%
2395 FALSE POSITIVE 94.39%
2396 FALSE POSITIVE 64.90%
2397 FALSE POSITIVE 65.29%
2398 CANDIDATE (PC) 86.37%
2399 CONFIRMED (CP) 50.01%
2400 CANDIDATE (PC) 69.23%
2401 CONFIRMED (CP) 52.53%
2402 FALSE POSITIVE 92.30%
2403 CANDIDATE (PC) 69.79%
2404 CANDIDATE (PC) 78.25%
2405 CONFIRMED (CP) 88.43%
2406 FALSE POSITIVE 96.69%
2407 CANDIDATE (PC) 47.11%
2408 FALSE POSITIVE 95.05%
2409 CONFIRMED (CP) 53.97%
2410 CONFIRMED (CP) 40.28%
2411 FALSE POSITIVE 97.69%
2412 FALSE POSITIVE 92.24%
2413 CONFIRMED (CP) 51.57%
2414 FALSE POSITIVE 87.18%
2415 FALSE POSITIVE 84.57%
2416 CANDIDATE (PC) 88.52%
2417 CANDIDATE (PC) 57.87%
2418 CANDIDATE (PC) 79.26%
2419 FALSE POSITIVE 94.58%
2420 CONFIRMED (CP) 87.50%
2421 FALSE POSITIVE 49.98%
2422 CANDIDATE (PC) 62.99%
2423 FALSE POSITIVE 71.47%
2424 CANDIDATE (PC) 78.61%
2425 FALSE POSITIVE 80.40%
2426 CONFIRMED (CP) 54.23%
2427 CANDIDATE (PC) 80.91%
2428 CANDIDATE (PC) 74.10%
2429 CANDIDATE (PC) 90.37%
2430 CONFIRMED (CP) 56.21%
2431 CANDIDATE (PC) 81.72%
2432 CONFIRMED (CP) 67.87%
2433 FALSE POSITIVE 51.31%
2434 CANDIDATE (PC) 53.31%
2435 CANDIDATE (PC) 79.46%
2436 CANDIDATE (PC) 55.33%
2437 FALSE POSITIVE 96.54%
2438 CANDIDATE (PC) 95.13%
2439 FALSE POSITIVE 58.58%
2440 CANDIDATE (PC) 72.57%
2441 CANDIDATE (PC) 79.24%
2442 CANDIDATE (PC) 41.94%
2443 FALSE POSITIVE 56.49%
2444 CONFIRMED (CP) 54.05%
2445 CONFIRMED (CP) 59.49%
2446 FALSE POSITIVE 80.08%
2447 FALSE POSITIVE 47.46%
2448 CONFIRMED (CP) 55.42%
2449 CONFIRMED (CP) 48.14%
2450 CONFIRMED (CP) 57.66%
2451 CONFIRMED (CP) 70.85%
2452 CONFIRMED (CP) 54.63%
2453 CANDIDATE (PC) 82.29%
2454 CANDIDATE (PC) 53.28%
2455 CONFIRMED (CP) 44.39%
2456 CANDIDATE (PC) 98.21%
2457 CONFIRMED (CP) 89.61%
2458 CONFIRMED (CP) 93.34%
2459 CANDIDATE (PC) 54.05%
2460 CANDIDATE (PC) 76.45%
2461 FALSE POSITIVE 54.37%
2462 CONFIRMED (CP) 47.62%
2463 FALSE POSITIVE 98.11%
2464 FALSE POSITIVE 57.85%
2465 CANDIDATE (PC) 85.41%
2466 FALSE POSITIVE 95.82%
2467 FALSE POSITIVE 99.13%
2468 FALSE POSITIVE 98.74%
2469 FALSE POSITIVE 85.55%
2470 CONFIRMED (CP) 50.12%
2471 CONFIRMED (CP) 82.81%
2472 FALSE POSITIVE 98.46%
2473 CONFIRMED (CP) 74.58%
2474 CANDIDATE (PC) 39.87%
2475 CANDIDATE (PC) 61.52%
2476 CANDIDATE (PC) 67.71%
2477 CANDIDATE (PC) 96.38%
2478 CONFIRMED (CP) 93.09%
2479 CANDIDATE (PC) 97.65%
2480 CONFIRMED (CP) 63.59%
2481 CANDIDATE (PC) 61.93%
2482 FALSE POSITIVE 97.83%
2483 FALSE POSITIVE 58.90%
2484 CONFIRMED (CP) 56.60%
2485 CONFIRMED (CP) 87.52%
2486 CANDIDATE (PC) 56.09%
2487 CONFIRMED (CP) 69.49%
2488 CANDIDATE (PC) 86.45%
2489 FALSE POSITIVE 97.78%
2490 CANDIDATE (PC) 57.87%
2491 CANDIDATE (PC) 87.88%
2492 FALSE POSITIVE 97.90%
2493 CANDIDATE (PC) 70.64%
2494 CONFIRMED (CP) 86.47%
2495 FALSE POSITIVE 71.05%
2496 FALSE POSITIVE 49.49%
2497 CONFIRMED (CP) 90.40%
2498 CANDIDATE (PC) 98.65%
2499 CONFIRMED (CP) 85.97%
2500 CANDIDATE (PC) 73.61%
2501 CANDIDATE (PC) 44.39%
2502 CANDIDATE (PC) 53.69%
2503 CANDIDATE (PC) 52.08%
2504 FALSE POSITIVE 56.95%
2505 CANDIDATE (PC) 65.83%
2506 CONFIRMED (CP) 62.60%
2507 CANDIDATE (PC) 69.54%
2508 CANDIDATE (PC) 53.05%
2509 CANDIDATE (PC) 76.78%
2510 CANDIDATE (PC) 97.97%
2511 FALSE POSITIVE 98.22%
2512 CANDIDATE (PC) 89.58%
2513 FALSE POSITIVE 92.07%
2514 FALSE POSITIVE 60.67%
2515 FALSE POSITIVE 34.38%
2516 FALSE POSITIVE 97.90%
2517 FALSE POSITIVE 43.80%
2518 CANDIDATE (PC) 63.00%
2519 CONFIRMED (CP) 97.13%
2520 CANDIDATE (PC) 57.59%
2521 FALSE POSITIVE 92.07%
2522 FALSE POSITIVE 97.29%
2523 CONFIRMED (CP) 87.49%
2524 FALSE POSITIVE 79.62%
2525 CONFIRMED (CP) 81.22%
2526 CONFIRMED (CP) 49.69%
2527 CANDIDATE (PC) 80.08%
2528 CANDIDATE (PC) 54.78%
2529 CONFIRMED (CP) 83.98%
2530 CANDIDATE (PC) 83.52%
2531 CANDIDATE (PC) 81.88%
2532 FALSE POSITIVE 97.79%
2533 CONFIRMED (CP) 77.44%
2534 CANDIDATE (PC) 41.52%
2535 CONFIRMED (CP) 75.50%
2536 CANDIDATE (PC) 63.54%
2537 CANDIDATE (PC) 88.31%
2538 CANDIDATE (PC) 86.10%
2539 FALSE POSITIVE 98.85%
2540 CANDIDATE (PC) 98.13%
2541 CANDIDATE (PC) 74.78%
2542 CANDIDATE (PC) 99.11%
2543 CANDIDATE (PC) 44.25%
2544 CONFIRMED (CP) 89.83%
2545 CANDIDATE (PC) 76.39%
2546 FALSE POSITIVE 79.58%
2547 CONFIRMED (CP) 75.54%
2548 FALSE POSITIVE 57.01%
2549 CANDIDATE (PC) 53.93%
2550 CONFIRMED (CP) 90.44%
2551 CANDIDATE (PC) 80.72%
2552 CANDIDATE (PC) 87.71%
2553 FALSE POSITIVE 62.51%
2554 CANDIDATE (PC) 87.92%
2555 CANDIDATE (PC) 80.72%
2556 FALSE POSITIVE 96.03%
2557 CANDIDATE (PC) 56.80%
2558 CANDIDATE (PC) 72.86%
2559 CANDIDATE (PC) 87.61%
2560 FALSE POSITIVE 91.82%
2561 CANDIDATE (PC) 49.50%
2562 CONFIRMED (CP) 96.42%
2563 FALSE POSITIVE 99.38%
2564 CANDIDATE (PC) 61.35%
2565 CONFIRMED (CP) 96.60%
2566 CANDIDATE (PC) 66.64%
2567 FALSE POSITIVE 90.85%
2568 CANDIDATE (PC) 49.00%
2569 CANDIDATE (PC) 51.33%
2570 CONFIRMED (CP) 96.34%
2571 CANDIDATE (PC) 99.21%
2572 CANDIDATE (PC) 81.59%
2573 CANDIDATE (PC) 86.84%
2574 CANDIDATE (PC) 60.44%
2575 CANDIDATE (PC) 84.86%
2576 FALSE POSITIVE 98.70%
2577 CANDIDATE (PC) 96.32%
2578 CANDIDATE (PC) 48.97%
2579 FALSE POSITIVE 87.35%
2580 CANDIDATE (PC) 54.20%
2581 CANDIDATE (PC) 85.11%
2582 FALSE POSITIVE 39.27%
2583 FALSE POSITIVE 98.45%
2584 FALSE POSITIVE 66.65%
2585 FALSE POSITIVE 81.99%
2586 CANDIDATE (PC) 69.48%
2587 CANDIDATE (PC) 78.40%
2588 CONFIRMED (CP) 84.39%
2589 CONFIRMED (CP) 45.36%
2590 CONFIRMED (CP) 68.34%
2591 CANDIDATE (PC) 97.48%
2592 FALSE POSITIVE 61.97%
2593 CANDIDATE (PC) 83.59%
2594 CANDIDATE (PC) 90.94%
2595 CANDIDATE (PC) 98.74%
2596 FALSE POSITIVE 70.27%
2597 FALSE POSITIVE 97.66%
2598 FALSE POSITIVE 70.44%
2599 CONFIRMED (CP) 51.64%
2600 CONFIRMED (CP) 55.44%
2601 CANDIDATE (PC) 57.87%
2602 CONFIRMED (CP) 92.08%
2603 CONFIRMED (CP) 75.82%
2604 CANDIDATE (PC) 38.91%
2605 CANDIDATE (PC) 79.55%
2606 CANDIDATE (PC) 83.99%
2607 FALSE POSITIVE 99.06%
2608 CANDIDATE (PC) 85.72%
2609 FALSE POSITIVE 96.54%
2610 CONFIRMED (CP) 89.95%
2611 CONFIRMED (CP) 45.92%
2612 CONFIRMED (CP) 48.62%
2613 CANDIDATE (PC) 73.77%
2614 CANDIDATE (PC) 58.21%
2615 FALSE POSITIVE 97.55%
2616 CONFIRMED (CP) 82.18%
2617 CONFIRMED (CP) 95.92%
2618 FALSE POSITIVE 80.66%
2619 CONFIRMED (CP) 81.80%
2620 CANDIDATE (PC) 46.89%
2621 CANDIDATE (PC) 84.02%
2622 CANDIDATE (PC) 85.48%
2623 CANDIDATE (PC) 49.90%
2624 CONFIRMED (CP) 56.72%
2625 CANDIDATE (PC) 87.22%
2626 FALSE POSITIVE 99.14%
2627 FALSE POSITIVE 98.29%
2628 CONFIRMED (CP) 51.51%
2629 CONFIRMED (CP) 89.97%
2630 FALSE POSITIVE 84.91%
2631 FALSE POSITIVE 43.35%
2632 CANDIDATE (PC) 49.26%
2633 CONFIRMED (CP) 49.37%
2634 FALSE POSITIVE 94.58%
2635 CONFIRMED (CP) 80.15%
2636 CANDIDATE (PC) 94.10%
2637 FALSE POSITIVE 98.36%
2638 CANDIDATE (PC) 73.11%
2639 CANDIDATE (PC) 48.30%
2640 CONFIRMED (CP) 68.10%
2641 CANDIDATE (PC) 79.24%
2642 CANDIDATE (PC) 93.37%
2643 CONFIRMED (CP) 84.18%
2644 FALSE POSITIVE 79.04%
2645 CONFIRMED (CP) 66.14%
2646 CONFIRMED (CP) 75.55%
2647 FALSE POSITIVE 97.15%
2648 CONFIRMED (CP) 70.28%
2649 CANDIDATE (PC) 84.82%
2650 CANDIDATE (PC) 76.34%
2651 CONFIRMED (CP) 53.39%
2652 CONFIRMED (CP) 89.95%
2653 CANDIDATE (PC) 85.55%
2654 CONFIRMED (CP) 82.91%
2655 CANDIDATE (PC) 82.01%
2656 FALSE POSITIVE 99.40%
2657 FALSE POSITIVE 66.42%
2658 FALSE POSITIVE 69.69%
2659 FALSE POSITIVE 99.18%
2660 CANDIDATE (PC) 67.55%
2661 CANDIDATE (PC) 94.95%
2662 CANDIDATE (PC) 72.53%
2663 FALSE POSITIVE 98.79%
2664 FALSE POSITIVE 47.56%
2665 CANDIDATE (PC) 89.72%
2666 CANDIDATE (PC) 46.87%
2667 FALSE POSITIVE 58.38%
2668 CONFIRMED (CP) 54.27%
2669 CANDIDATE (PC) 86.60%
2670 CANDIDATE (PC) 96.33%
2671 CONFIRMED (CP) 72.42%
2672 CANDIDATE (PC) 62.28%
2673 FALSE POSITIVE 67.32%
2674 CONFIRMED (CP) 54.83%
2675 CONFIRMED (CP) 58.17%
2676 CONFIRMED (CP) 93.49%
2677 CONFIRMED (CP) 91.14%
2678 CONFIRMED (CP) 89.46%
2679 CANDIDATE (PC) 52.69%
2680 CANDIDATE (PC) 66.65%
2681 CANDIDATE (PC) 98.74%
2682 CONFIRMED (CP) 86.23%
2683 CANDIDATE (PC) 55.66%
2684 CANDIDATE (PC) 80.64%
2685 CANDIDATE (PC) 48.16%
2686 FALSE POSITIVE 51.90%
2687 CANDIDATE (PC) 96.07%
2688 CONFIRMED (CP) 75.30%
2689 CANDIDATE (PC) 65.88%
2690 FALSE POSITIVE 57.52%
2691 CONFIRMED (CP) 41.61%
2692 CANDIDATE (PC) 96.37%
2693 CONFIRMED (CP) 49.79%
2694 FALSE POSITIVE 66.22%
2695 FALSE POSITIVE 77.10%
2696 CANDIDATE (PC) 58.78%
2697 CANDIDATE (PC) 71.30%
2698 CANDIDATE (PC) 87.17%
2699 CONFIRMED (CP) 45.76%
2700 CONFIRMED (CP) 49.41%
2701 CANDIDATE (PC) 80.38%
2702 CANDIDATE (PC) 73.93%
2703 CANDIDATE (PC) 45.16%
2704 FALSE POSITIVE 92.22%
2705 CONFIRMED (CP) 48.39%
2706 FALSE POSITIVE 98.97%
2707 CANDIDATE (PC) 54.59%
2708 CANDIDATE (PC) 85.51%
2709 FALSE POSITIVE 58.26%
2710 CANDIDATE (PC) 51.32%
2711 CANDIDATE (PC) 57.08%
2712 FALSE POSITIVE 96.66%
2713 CANDIDATE (PC) 98.69%
2714 CANDIDATE (PC) 45.38%
2715 FALSE POSITIVE 95.40%
2716 CANDIDATE (PC) 67.47%
2717 FALSE POSITIVE 62.77%
2718 CANDIDATE (PC) 38.19%
2719 CANDIDATE (PC) 53.97%
2720 CANDIDATE (PC) 86.93%
2721 CANDIDATE (PC) 97.54%
2722 CANDIDATE (PC) 55.27%
2723 CONFIRMED (CP) 76.61%
2724 CANDIDATE (PC) 90.54%
2725 CANDIDATE (PC) 54.04%
2726 FALSE POSITIVE 52.89%
2727 CANDIDATE (PC) 88.46%
2728 CANDIDATE (PC) 83.20%
2729 CANDIDATE (PC) 49.34%
2730 FALSE POSITIVE 87.08%
2731 CANDIDATE (PC) 80.78%
2732 CANDIDATE (PC) 99.10%
2733 CANDIDATE (PC) 45.47%
2734 CANDIDATE (PC) 87.56%
2735 CANDIDATE (PC) 62.07%
2736 CANDIDATE (PC) 95.86%
2737 FALSE POSITIVE 93.36%
2738 CANDIDATE (PC) 62.13%
2739 FALSE POSITIVE 97.71%
2740 FALSE POSITIVE 92.15%
2741 CANDIDATE (PC) 53.52%
2742 CONFIRMED (CP) 90.33%
2743 CANDIDATE (PC) 79.24%
2744 CANDIDATE (PC) 43.69%
2745 CONFIRMED (CP) 49.50%
2746 FALSE POSITIVE 98.54%
2747 FALSE POSITIVE 54.02%
2748 CANDIDATE (PC) 89.20%
2749 FALSE POSITIVE 70.96%
2750 CONFIRMED (CP) 55.51%
2751 CANDIDATE (PC) 85.26%
2752 CANDIDATE (PC) 80.31%
2753 FALSE POSITIVE 74.64%
2754 FALSE POSITIVE 98.32%
2755 CANDIDATE (PC) 49.39%
2756 CANDIDATE (PC) 83.96%
2757 FALSE POSITIVE 98.14%
2758 CANDIDATE (PC) 87.54%
2759 CONFIRMED (CP) 86.06%
2760 FALSE POSITIVE 60.21%
2761 FALSE POSITIVE 93.02%
2762 CONFIRMED (CP) 45.46%
2763 CANDIDATE (PC) 71.17%
2764 CANDIDATE (PC) 85.82%
2765 CONFIRMED (CP) 56.33%
2766 FALSE POSITIVE 42.50%
2767 CANDIDATE (PC) 85.52%
2768 CANDIDATE (PC) 70.74%
2769 CANDIDATE (PC) 89.84%
2770 CANDIDATE (PC) 59.08%
2771 CANDIDATE (PC) 70.25%
2772 CONFIRMED (CP) 51.63%
2773 CANDIDATE (PC) 79.24%
2774 CANDIDATE (PC) 56.60%
2775 CANDIDATE (PC) 64.61%
2776 CANDIDATE (PC) 88.23%
2777 CANDIDATE (PC) 62.28%
2778 FALSE POSITIVE 83.22%
2779 CONFIRMED (CP) 71.57%
2780 CANDIDATE (PC) 99.10%
2781 FALSE POSITIVE 90.55%
2782 CANDIDATE (PC) 87.61%
2783 FALSE POSITIVE 66.49%
2784 CANDIDATE (PC) 89.92%
2785 CANDIDATE (PC) 75.71%
2786 CANDIDATE (PC) 77.95%
2787 CONFIRMED (CP) 94.78%
2788 CANDIDATE (PC) 47.33%
2789 FALSE POSITIVE 82.77%
2790 CONFIRMED (CP) 86.39%
2791 CONFIRMED (CP) 80.03%
2792 FALSE POSITIVE 99.02%
2793 CANDIDATE (PC) 92.31%
2794 FALSE POSITIVE 99.23%
2795 CANDIDATE (PC) 60.10%
2796 CONFIRMED (CP) 91.17%
2797 FALSE POSITIVE 84.64%
2798 CONFIRMED (CP) 61.79%
2799 CANDIDATE (PC) 86.93%
2800 FALSE POSITIVE 73.25%
2801 CANDIDATE (PC) 56.12%
2802 CANDIDATE (PC) 51.95%
2803 CANDIDATE (PC) 45.26%
2804 CANDIDATE (PC) 71.44%
2805 FALSE POSITIVE 64.72%
2806 FALSE POSITIVE 42.90%
2807 CANDIDATE (PC) 83.57%
2808 FALSE POSITIVE 96.96%
2809 CANDIDATE (PC) 55.57%
2810 CONFIRMED (CP) 91.03%
2811 CONFIRMED (CP) 74.30%
2812 FALSE POSITIVE 41.89%
2813 FALSE POSITIVE 99.25%
2814 CANDIDATE (PC) 46.23%
2815 CANDIDATE (PC) 92.34%
2816 FALSE POSITIVE 98.11%
2817 CANDIDATE (PC) 75.42%
2818 CANDIDATE (PC) 89.99%
2819 FALSE POSITIVE 67.28%
2820 FALSE POSITIVE 75.55%
2821 CANDIDATE (PC) 99.03%
2822 CANDIDATE (PC) 90.89%
2823 FALSE POSITIVE 97.92%
2824 CONFIRMED (CP) 52.30%
2825 FALSE POSITIVE 99.07%
2826 CANDIDATE (PC) 90.75%
2827 CANDIDATE (PC) 80.41%
2828 CONFIRMED (CP) 93.83%
2829 CONFIRMED (CP) 53.56%
2830 CONFIRMED (CP) 64.63%
2831 CONFIRMED (CP) 50.27%
2832 CANDIDATE (PC) 83.61%
2833 CANDIDATE (PC) 98.89%
2834 CANDIDATE (PC) 49.71%
2835 FALSE POSITIVE 77.77%
2836 CONFIRMED (CP) 51.54%
2837 CANDIDATE (PC) 51.80%
2838 FALSE POSITIVE 64.98%
2839 CANDIDATE (PC) 99.19%
2840 CONFIRMED (CP) 49.32%
2841 CONFIRMED (CP) 96.82%
2842 FALSE POSITIVE 65.32%
2843 CANDIDATE (PC) 68.82%
2844 FALSE POSITIVE 98.42%
2845 CONFIRMED (CP) 89.39%
2846 FALSE POSITIVE 53.48%
2847 FALSE POSITIVE 79.57%
2848 FALSE POSITIVE 91.91%
2849 CONFIRMED (CP) 82.18%
2850 CANDIDATE (PC) 79.51%
2851 CANDIDATE (PC) 70.78%
2852 FALSE POSITIVE 73.25%
2853 CANDIDATE (PC) 51.84%
2854 CONFIRMED (CP) 55.43%
2855 CANDIDATE (PC) 96.08%
2856 CONFIRMED (CP) 53.18%
2857 CANDIDATE (PC) 81.81%
2858 CONFIRMED (CP) 77.69%
2859 CANDIDATE (PC) 58.97%
2860 CONFIRMED (CP) 90.00%
2861 CANDIDATE (PC) 49.53%
2862 CANDIDATE (PC) 62.82%
2863 CONFIRMED (CP) 72.89%
2864 CANDIDATE (PC) 90.99%
2865 CANDIDATE (PC) 97.15%
2866 CANDIDATE (PC) 81.86%
2867 CANDIDATE (PC) 44.98%
2868 CANDIDATE (PC) 57.78%
2869 CANDIDATE (PC) 53.65%
