RESULTADOS DEL MODELO: XGBoost
2165 CONFIRMED (CP) 59.48%
2166 CONFIRMED (CP) 69.69%
2167 CONFIRMED (CP) 98.73%
2168 CANDIDATE (PC) 92.06%
2169 CANDIDATE (PC) 90.85%
2170 FALSE POSITIVE 67.24%
2171 CONFIRMED (CP) 86.91%
2172 CONFIRMED (CP) 34.12%
2173 CANDIDATE (PC) 86.35%
2174 FALSE POSITIVE 78.23%
2175 CANDIDATE (PC) 47.84%
2176 CANDIDATE (PC) 91.00%
2177 FALSE POSITIVE 57.69%
2178 FALSE POSITIVE 63.45%
2179 FALSE POSITIVE 53.79%
2180 FALSE POSITIVE 99.57%
2181 CANDIDATE (PC) 65.18%
2182 CONFIRMED (CP) 97.93%
2183 CONFIRMED (CP) 96.98%
2184 CANDIDATE (PC) 75.44%
2185 CANDIDATE (PC) 91.35%
2186 CANDIDATE (PC) 97.84%
2187 CONFIRMED (CP) 96.23%
2188 CANDIDATE (PC) 67.91%
2189 CANDIDATE (PC) 55.79%
2190 CANDIDATE (PC) 79.71%
2191 FALSE POSITIVE 69.27%
2192 FALSE POSITIVE 59.38%
2193 CANDIDATE (PC) 63.89%
2194 CANDIDATE (PC) 97.08%
2195 CANDIDATE (PC) 86.04%
2196 FALSE POSITIVE 65.75%
2197 CANDIDATE (PC) 75.99%
2198 FALSE POSITIVE 99.91%
2199 CANDIDATE (PC) 61.02%
2200 FALSE POSITIVE 93.49%
2201 CANDIDATE (PC) 85.11%
2202 CANDIDATE (PC) 57.73%
2203 FALSE POSITIVE 77.20%
2204 CANDIDATE (PC) 58.45%
2205 CANDIDATE (PC) 91.24%
2206 FALSE POSITIVE 45.66%
2207 FALSE POSITIVE 85.94%
2208 FALSE POSITIVE 99.85%
2209 CANDIDATE (PC) 71.36%
2210 CANDIDATE (PC) 90.01%
2211 FALSE POSITIVE 51.76%
2212 CONFIRMED (CP) 96.86%
2213 FALSE POSITIVE 46.17%
2214 CANDIDATE (PC) 86.56%
2215 CONFIRMED (CP) 99.36%
2216 FALSE POSITIVE 98.65%
2217 CANDIDATE (PC) 95.09%
2218 FALSE POSITIVE 94.92%
2219 FALSE POSITIVE 61.92%
2220 CANDIDATE (PC) 99.85%
2221 CONFIRMED (CP) 69.10%
2222 CONFIRMED (CP) 41.50%
2223 CANDIDATE (PC) 99.83%
2224 CANDIDATE (PC) 93.62%
2225 CANDIDATE (PC) 84.45%
2226 CANDIDATE (PC) 92.54%
2227 CONFIRMED (CP) 96.81%
2228 CANDIDATE (PC) 99.85%
2229 CANDIDATE (PC) 49.38%
2230 CANDIDATE (PC) 81.10%
2231 CANDIDATE (PC) 93.01%
2232 CANDIDATE (PC) 78.37%
2233 FALSE POSITIVE 95.46%
2234 CANDIDATE (PC) 57.60%
2235 CANDIDATE (PC) 87.27%
2236 CONFIRMED (CP) 92.70%
2237 CANDIDATE (PC) 68.47%
2238 CONFIRMED (CP) 93.26%
2239 CANDIDATE (PC) 92.58%
2240 CONFIRMED (CP) 57.72%
2241 FALSE POSITIVE 97.38%
2242 FALSE POSITIVE 57.33%
2243 CANDIDATE (PC) 91.16%
2244 CONFIRMED (CP) 98.31%
2245 FALSE POSITIVE 90.40%
2246 FALSE POSITIVE 99.94%
2247 CANDIDATE (PC) 87.37%
2248 FALSE POSITIVE 95.29%
2249 FALSE POSITIVE 60.99%
2250 CANDIDATE (PC) 96.78%
2251 CONFIRMED (CP) 86.76%
2252 FALSE POSITIVE 82.17%
2253 CANDIDATE (PC) 89.29%
2254 CANDIDATE (PC) 74.72%
2255 CONFIRMED (CP) 98.86%
2256 CANDIDATE (PC) 90.24%
2257 CANDIDATE (PC) 91.73%
2258 CANDIDATE (PC) 97.08%
2259 FALSE POSITIVE 79.66%
2260 FALSE POSITIVE 96.63%
2261 FALSE POSITIVE 97.64%
2262 CONFIRMED (CP) 85.88%
2263 CANDIDATE (PC) 93.68%
2264 CANDIDATE (PC) 84.26%
2265 CANDIDATE (PC) 81.54%
2266 FALSE POSITIVE 66.98%
2267 CANDIDATE (PC) 53.97%
2268 CANDIDATE (PC) 45.94%
2269 FALSE POSITIVE 76.14%
2270 FALSE POSITIVE 79.49%
2271 CONFIRMED (CP) 93.85%
2272 CONFIRMED (CP) 86.75%
2273 CONFIRMED (CP) 97.87%
2274 CONFIRMED (CP) 93.78%
2275 CONFIRMED (CP) 75.11%
2276 FALSE POSITIVE 63.18%
2277 CANDIDATE (PC) 98.27%
2278 FALSE POSITIVE 74.28%
2279 FALSE POSITIVE 93.09%
2280 FALSE POSITIVE 66.21%
2281 FALSE POSITIVE 61.91%
2282 CONFIRMED (CP) 95.73%
2283 CONFIRMED (CP) 72.06%
2284 FALSE POSITIVE 98.32%
2285 CONFIRMED (CP) 52.68%
2286 FALSE POSITIVE 83.86%
2287 CANDIDATE (PC) 36.39%
2288 CONFIRMED (CP) 64.68%
2289 CANDIDATE (PC) 80.39%
2290 CONFIRMED (CP) 95.28%
2291 FALSE POSITIVE 82.40%
2292 FALSE POSITIVE 53.39%
2293 FALSE POSITIVE 76.80%
2294 CANDIDATE (PC) 70.30%
2295 CANDIDATE (PC) 56.43%
2296 FALSE POSITIVE 59.31%
2297 CANDIDATE (PC) 55.00%
2298 CANDIDATE (PC) 92.82%
2299 CANDIDATE (PC) 74.37%
2300 CANDIDATE (PC) 50.92%
2301 FALSE POSITIVE 77.53%
2302 CANDIDATE (PC) 53.07%
2303 CONFIRMED (CP) 97.91%
2304 FALSE POSITIVE 77.04%
2305 FALSE POSITIVE 98.33%
2306 CANDIDATE (PC) 60.33%
2307 CONFIRMED (CP) 85.27%
2308 CONFIRMED (CP) 66.11%
2309 FALSE POSITIVE 99.91%
2310 FALSE POSITIVE 84.63%
2311 CONFIRMED (CP) 97.12%
2312 CANDIDATE (PC) 93.53%
2313 CANDIDATE (PC) 60.03%
2314 CANDIDATE (PC) 79.29%
2315 CANDIDATE (PC) 94.59%
2316 CANDIDATE (PC) 84.31%
2317 FALSE POSITIVE 99.82%
2318 CANDIDATE (PC) 81.78%
2319 CONFIRMED (CP) 97.93%
2320 FALSE POSITIVE 98.40%
2321 CANDIDATE (PC) 99.34%
2322 FALSE POSITIVE 99.75%
2323 FALSE POSITIVE 55.56%
2324 FALSE POSITIVE 67.82%
2325 CANDIDATE (PC) 95.68%
2326 FALSE POSITIVE 98.18%
2327 FALSE POSITIVE 91.38%
2328 FALSE POSITIVE 98.61%
2329 CANDIDATE (PC) 93.90%
2330 CONFIRMED (CP) 98.52%
2331 CANDIDATE (PC) 64.03%
2332 FALSE POSITIVE 96.92%
2333 CANDIDATE (PC) 73.40%
2334 CANDIDATE (PC) 92.70%
2335 CANDIDATE (PC) 96.90%
2336 FALSE POSITIVE 77.37%
2337 CONFIRMED (CP) 89.99%
2338 CANDIDATE (PC) 96.44%
2339 FALSE POSITIVE 38.09%
2340 CANDIDATE (PC) 49.96%
2341 CANDIDATE (PC) 93.18%
2342 CANDIDATE (PC) 93.65%
2343 CANDIDATE (PC) 92.90%
2344 CANDIDATE (PC) 52.02%
2345 CONFIRMED (CP) 97.58%
2346 CONFIRMED (CP) 94.84%
2347 CANDIDATE (PC) 78.01%
2348 FALSE POSITIVE 98.03%
2349 CONFIRMED (CP) 96.21%
2350 CANDIDATE (PC) 91.83%
2351 CANDIDATE (PC) 91.65%
2352 CONFIRMED (CP) 99.48%
2353 FALSE POSITIVE 98.08%
2354 FALSE POSITIVE 42.42%
2355 FALSE POSITIVE 52.98%
2356 FALSE POSITIVE 96.20%
2357 CANDIDATE (PC) 71.70%
2358 FALSE POSITIVE 60.59%
2359 CANDIDATE (PC) 82.33%
2360 CONFIRMED (CP) 97.69%
2361 FALSE POSITIVE 87.68%
2362 FALSE POSITIVE 99.17%
2363 CONFIRMED (CP) 98.84%
2364 FALSE POSITIVE 74.35%
2365 CANDIDATE (PC) 83.20%
2366 CONFIRMED (CP) 87.50%
2367 FALSE POSITIVE 96.41%
2368 CANDIDATE (PC) 63.70%
2369 FALSE POSITIVE 44.36%
2370 CONFIRMED (CP) 66.66%
2371 FALSE POSITIVE 86.31%
2372 FALSE POSITIVE 85.57%
2373 CANDIDATE (PC) 90.46%
2374 FALSE POSITIVE 81.32%
2375 FALSE POSITIVE 62.80%
2376 CANDIDATE (PC) 77.33%
2377 CANDIDATE (PC) 81.33%
2378 CONFIRMED (CP) 80.43%
2379 CONFIRMED (CP) 61.34%
2380 CONFIRMED (CP) 94.90%
2381 CANDIDATE (PC) 95.68%
2382 CONFIRMED (CP) 46.71%
2383 CANDIDATE (PC) 99.74%
2384 CANDIDATE (PC) 55.39%
2385 CANDIDATE (PC) 82.63%
2386 CONFIRMED (CP) 99.30%
2387 FALSE POSITIVE 71.16%
2388 CANDIDATE (PC) 64.77%
2389 CANDIDATE (PC) 53.07%
2390 CANDIDATE (PC) 63.13%
2391 CONFIRMED (CP) 98.82%
2392 CONFIRMED (CP) 98.24%
2393 CANDIDATE (PC) 89.12%
2394 CANDIDATE (PC) 67.04%
2395 FALSE POSITIVE 99.67%
2396 FALSE POSITIVE 88.15%
2397 FALSE POSITIVE 55.56%
2398 CANDIDATE (PC) 96.45%
2399 CONFIRMED (CP) 50.08%
2400 CANDIDATE (PC) 69.09%
2401 CANDIDATE (PC) 77.43%
2402 FALSE POSITIVE 99.69%
2403 CANDIDATE (PC) 87.03%
2404 CANDIDATE (PC) 94.55%
2405 CONFIRMED (CP) 93.06%
2406 FALSE POSITIVE 88.07%
2407 FALSE POSITIVE 59.37%
2408 FALSE POSITIVE 99.82%
2409 CANDIDATE (PC) 62.27%
2410 FALSE POSITIVE 57.49%
2411 FALSE POSITIVE 99.79%
2412 FALSE POSITIVE 92.14%
2413 CONFIRMED (CP) 98.68%
2414 FALSE POSITIVE 75.23%
2415 FALSE POSITIVE 96.10%
2416 CONFIRMED (CP) 98.87%
2417 CANDIDATE (PC) 93.56%
2418 CANDIDATE (PC) 84.94%
2419 FALSE POSITIVE 97.51%
2420 CONFIRMED (CP) 97.74%
2421 FALSE POSITIVE 66.51%
2422 CANDIDATE (PC) 94.48%
2423 FALSE POSITIVE 83.40%
2424 CANDIDATE (PC) 88.96%
2425 FALSE POSITIVE 76.82%
2426 CONFIRMED (CP) 42.57%
2427 CANDIDATE (PC) 92.97%
2428 CANDIDATE (PC) 79.41%
2429 CANDIDATE (PC) 85.57%
2430 CANDIDATE (PC) 58.60%
2431 CANDIDATE (PC) 52.60%
2432 CONFIRMED (CP) 97.83%
2433 FALSE POSITIVE 68.85%
2434 CANDIDATE (PC) 95.47%
2435 CANDIDATE (PC) 93.59%
2436 CONFIRMED (CP) 95.92%
2437 FALSE POSITIVE 96.31%
2438 CANDIDATE (PC) 86.36%
2439 CANDIDATE (PC) 64.88%
2440 CANDIDATE (PC) 41.99%
2441 CANDIDATE (PC) 91.17%
2442 CANDIDATE (PC) 82.52%
2443 CANDIDATE (PC) 41.75%
2444 CONFIRMED (CP) 95.64%
2445 CONFIRMED (CP) 66.68%
2446 FALSE POSITIVE 82.79%
2447 CANDIDATE (PC) 60.79%
2448 CANDIDATE (PC) 88.15%
2449 CONFIRMED (CP) 41.38%
2450 CONFIRMED (CP) 68.50%
2451 CANDIDATE (PC) 49.80%
2452 CONFIRMED (CP) 57.63%
2453 CANDIDATE (PC) 91.81%
2454 CANDIDATE (PC) 66.29%
2455 CONFIRMED (CP) 96.27%
2456 CANDIDATE (PC) 99.84%
2457 CONFIRMED (CP) 99.23%
2458 CONFIRMED (CP) 94.86%
2459 FALSE POSITIVE 60.13%
2460 CANDIDATE (PC) 69.72%
2461 FALSE POSITIVE 50.30%
2462 CONFIRMED (CP) 54.08%
2463 FALSE POSITIVE 99.85%
2464 CANDIDATE (PC) 67.13%
2465 CANDIDATE (PC) 87.86%
2466 FALSE POSITIVE 95.53%
2467 FALSE POSITIVE 99.75%
2468 FALSE POSITIVE 99.80%
2469 FALSE POSITIVE 70.94%
2470 CANDIDATE (PC) 94.33%
2471 CONFIRMED (CP) 98.37%
2472 FALSE POSITIVE 99.83%
2473 CONFIRMED (CP) 81.79%
2474 CONFIRMED (CP) 48.84%
2475 CANDIDATE (PC) 52.23%
2476 CANDIDATE (PC) 93.09%
2477 CANDIDATE (PC) 82.74%
2478 CONFIRMED (CP) 80.23%
2479 CANDIDATE (PC) 93.86%
2480 CONFIRMED (CP) 74.62%
2481 CANDIDATE (PC) 78.81%
2482 FALSE POSITIVE 94.61%
2483 FALSE POSITIVE 53.49%
2484 CONFIRMED (CP) 96.85%
2485 CONFIRMED (CP) 63.39%
2486 CANDIDATE (PC) 63.20%
2487 FALSE POSITIVE 67.43%
2488 CANDIDATE (PC) 88.28%
2489 FALSE POSITIVE 99.80%
2490 CANDIDATE (PC) 84.27%
2491 CANDIDATE (PC) 93.38%
2492 FALSE POSITIVE 98.09%
2493 CONFIRMED (CP) 98.35%
2494 CONFIRMED (CP) 97.78%
2495 FALSE POSITIVE 71.92%
2496 FALSE POSITIVE 56.54%
2497 CONFIRMED (CP) 98.95%
2498 CANDIDATE (PC) 97.37%
2499 CONFIRMED (CP) 87.59%
2500 CANDIDATE (PC) 85.97%
2501 CANDIDATE (PC) 71.95%
2502 CANDIDATE (PC) 90.20%
2503 FALSE POSITIVE 54.21%
2504 FALSE POSITIVE 82.25%
2505 CANDIDATE (PC) 80.73%
2506 CANDIDATE (PC) 93.90%
2507 CANDIDATE (PC) 84.38%
2508 CONFIRMED (CP) 97.61%
2509 CANDIDATE (PC) 84.17%
2510 CANDIDATE (PC) 96.51%
2511 FALSE POSITIVE 99.85%
2512 CANDIDATE (PC) 90.32%
2513 FALSE POSITIVE 91.18%
2514 CANDIDATE (PC) 51.69%
2515 CANDIDATE (PC) 39.02%
2516 FALSE POSITIVE 95.81%
2517 CONFIRMED (CP) 78.71%
2518 CANDIDATE (PC) 58.64%
2519 CONFIRMED (CP) 99.65%
2520 FALSE POSITIVE 78.09%
2521 CANDIDATE (PC) 73.72%
2522 FALSE POSITIVE 99.05%
2523 CONFIRMED (CP) 89.92%
2524 FALSE POSITIVE 96.09%
2525 CONFIRMED (CP) 98.57%
2526 CANDIDATE (PC) 86.91%
2527 CANDIDATE (PC) 88.34%
2528 CONFIRMED (CP) 95.92%
2529 CONFIRMED (CP) 85.44%
2530 CANDIDATE (PC) 96.37%
2531 CANDIDATE (PC) 93.80%
2532 FALSE POSITIVE 99.87%
2533 CONFIRMED (CP) 98.73%
2534 CANDIDATE (PC) 47.71%
2535 CONFIRMED (CP) 98.61%
2536 CANDIDATE (PC) 86.08%
2537 CANDIDATE (PC) 94.32%
2538 CANDIDATE (PC) 93.46%
2539 FALSE POSITIVE 98.60%
2540 CANDIDATE (PC) 99.86%
2541 CANDIDATE (PC) 69.01%
2542 CANDIDATE (PC) 99.74%
2543 CANDIDATE (PC) 55.76%
2544 CONFIRMED (CP) 91.76%
2545 CANDIDATE (PC) 66.12%
2546 FALSE POSITIVE 87.30%
2547 CONFIRMED (CP) 98.28%
2548 FALSE POSITIVE 85.33%
2549 FALSE POSITIVE 58.29%
2550 CONFIRMED (CP) 91.35%
2551 CANDIDATE (PC) 91.03%
2552 CANDIDATE (PC) 88.75%
2553 CANDIDATE (PC) 79.90%
2554 CANDIDATE (PC) 94.66%
2555 CANDIDATE (PC) 85.82%
2556 FALSE POSITIVE 96.27%
2557 CANDIDATE (PC) 88.25%
2558 CANDIDATE (PC) 76.89%
2559 CANDIDATE (PC) 93.25%
2560 FALSE POSITIVE 88.55%
2561 CANDIDATE (PC) 48.43%
2562 CONFIRMED (CP) 89.31%
2563 FALSE POSITIVE 99.86%
2564 CONFIRMED (CP) 97.95%
2565 CONFIRMED (CP) 98.88%
2566 CANDIDATE (PC) 86.57%
2567 FALSE POSITIVE 97.83%
2568 FALSE POSITIVE 58.74%
2569 CANDIDATE (PC) 60.01%
2570 CONFIRMED (CP) 98.31%
2571 CANDIDATE (PC) 97.78%
2572 CANDIDATE (PC) 89.81%
2573 CANDIDATE (PC) 90.82%
2574 CANDIDATE (PC) 90.43%
2575 CANDIDATE (PC) 92.11%
2576 FALSE POSITIVE 99.88%
2577 CANDIDATE (PC) 91.70%
2578 CANDIDATE (PC) 47.92%
2579 FALSE POSITIVE 61.47%
2580 CANDIDATE (PC) 59.60%
2581 CANDIDATE (PC) 90.39%
2582 FALSE POSITIVE 45.33%
2583 FALSE POSITIVE 99.87%
2584 FALSE POSITIVE 65.05%
2585 FALSE POSITIVE 99.49%
2586 CANDIDATE (PC) 74.35%
2587 CANDIDATE (PC) 94.93%
2588 CONFIRMED (CP) 97.91%
2589 CONFIRMED (CP) 36.64%
2590 CONFIRMED (CP) 75.80%
2591 CANDIDATE (PC) 99.85%
2592 FALSE POSITIVE 54.49%
2593 CANDIDATE (PC) 92.86%
2594 CANDIDATE (PC) 93.65%
2595 CANDIDATE (PC) 99.82%
2596 FALSE POSITIVE 58.72%
2597 FALSE POSITIVE 99.69%
2598 FALSE POSITIVE 77.99%
2599 CANDIDATE (PC) 94.97%
2600 CONFIRMED (CP) 96.83%
2601 FALSE POSITIVE 84.16%
2602 CONFIRMED (CP) 98.41%
2603 CONFIRMED (CP) 97.22%
2604 FALSE POSITIVE 60.04%
2605 CANDIDATE (PC) 72.90%
2606 CANDIDATE (PC) 83.24%
2607 FALSE POSITIVE 99.92%
2608 CANDIDATE (PC) 95.67%
2609 FALSE POSITIVE 94.53%
2610 CONFIRMED (CP) 88.29%
2611 CONFIRMED (CP) 41.49%
2612 CONFIRMED (CP) 96.38%
2613 CANDIDATE (PC) 81.83%
2614 CANDIDATE (PC) 90.12%
2615 FALSE POSITIVE 99.40%
2616 CONFIRMED (CP) 73.52%
2617 CONFIRMED (CP) 98.63%
2618 FALSE POSITIVE 78.87%
2619 CONFIRMED (CP) 90.52%
2620 CANDIDATE (PC) 55.37%
2621 CANDIDATE (PC) 91.72%
2622 CANDIDATE (PC) 93.28%
2623 CANDIDATE (PC) 66.70%
2624 CONFIRMED (CP) 96.64%
2625 CANDIDATE (PC) 81.85%
2626 FALSE POSITIVE 99.19%
2627 FALSE POSITIVE 99.46%
2628 CONFIRMED (CP) 38.22%
2629 CONFIRMED (CP) 98.31%
2630 FALSE POSITIVE 96.37%
2631 CONFIRMED (CP) 47.02%
2632 CONFIRMED (CP) 98.87%
2633 CANDIDATE (PC) 68.90%
2634 FALSE POSITIVE 97.65%
2635 CONFIRMED (CP) 82.56%
2636 CANDIDATE (PC) 99.37%
2637 FALSE POSITIVE 99.70%
2638 CANDIDATE (PC) 78.57%
2639 CONFIRMED (CP) 97.01%
2640 CONFIRMED (CP) 51.15%
2641 CANDIDATE (PC) 94.54%
2642 CANDIDATE (PC) 96.47%
2643 CONFIRMED (CP) 99.26%
2644 FALSE POSITIVE 96.82%
2645 CONFIRMED (CP) 66.35%
2646 CONFIRMED (CP) 79.11%
2647 FALSE POSITIVE 99.75%
2648 CONFIRMED (CP) 86.33%
2649 CANDIDATE (PC) 83.25%
2650 CANDIDATE (PC) 85.95%
2651 CONFIRMED (CP) 59.02%
2652 CONFIRMED (CP) 71.17%
2653 CANDIDATE (PC) 92.46%
2654 CONFIRMED (CP) 76.88%
2655 CANDIDATE (PC) 89.12%
2656 FALSE POSITIVE 98.56%
2657 FALSE POSITIVE 97.18%
2658 FALSE POSITIVE 73.28%
2659 FALSE POSITIVE 94.67%
2660 CANDIDATE (PC) 75.98%
2661 CANDIDATE (PC) 99.75%
2662 CANDIDATE (PC) 88.77%
2663 FALSE POSITIVE 87.72%
2664 FALSE POSITIVE 89.46%
2665 CANDIDATE (PC) 91.73%
2666 CANDIDATE (PC) 94.93%
2667 FALSE POSITIVE 61.97%
2668 CONFIRMED (CP) 96.93%
2669 CANDIDATE (PC) 93.14%
2670 CANDIDATE (PC) 99.54%
2671 CONFIRMED (CP) 57.78%
2672 CANDIDATE (PC) 66.13%
2673 FALSE POSITIVE 53.13%
2674 CONFIRMED (CP) 97.00%
2675 CONFIRMED (CP) 66.35%
2676 CONFIRMED (CP) 81.07%
2677 CONFIRMED (CP) 97.84%
2678 CONFIRMED (CP) 99.28%
2679 CANDIDATE (PC) 53.89%
2680 FALSE POSITIVE 61.56%
2681 CANDIDATE (PC) 99.66%
2682 CONFIRMED (CP) 85.14%
2683 FALSE POSITIVE 85.82%
2684 CANDIDATE (PC) 90.60%
2685 CANDIDATE (PC) 61.58%
2686 CANDIDATE (PC) 51.30%
2687 CANDIDATE (PC) 99.85%
2688 CONFIRMED (CP) 68.89%
2689 CANDIDATE (PC) 85.75%
2690 CANDIDATE (PC) 57.92%
2691 FALSE POSITIVE 48.78%
2692 CANDIDATE (PC) 98.84%
2693 CANDIDATE (PC) 96.01%
2694 CANDIDATE (PC) 70.47%
2695 FALSE POSITIVE 78.75%
2696 CANDIDATE (PC) 93.08%
2697 FALSE POSITIVE 55.92%
2698 CANDIDATE (PC) 88.88%
2699 FALSE POSITIVE 52.04%
2700 FALSE POSITIVE 77.93%
2701 CANDIDATE (PC) 58.48%
2702 CANDIDATE (PC) 95.47%
2703 CANDIDATE (PC) 42.94%
2704 FALSE POSITIVE 95.21%
2705 CANDIDATE (PC) 71.45%
2706 FALSE POSITIVE 99.63%
2707 CANDIDATE (PC) 77.88%
2708 CANDIDATE (PC) 95.84%
2709 FALSE POSITIVE 84.28%
2710 CANDIDATE (PC) 54.67%
2711 CANDIDATE (PC) 85.92%
2712 FALSE POSITIVE 94.33%
2713 CANDIDATE (PC) 99.85%
2714 CONFIRMED (CP) 97.20%
2715 FALSE POSITIVE 96.22%
2716 CANDIDATE (PC) 77.01%
2717 FALSE POSITIVE 78.25%
2718 CANDIDATE (PC) 51.99%
2719 CANDIDATE (PC) 87.35%
2720 CANDIDATE (PC) 94.52%
2721 CANDIDATE (PC) 99.90%
2722 CANDIDATE (PC) 83.26%
2723 CONFIRMED (CP) 97.24%
2724 CANDIDATE (PC) 92.58%
2725 CANDIDATE (PC) 51.56%
2726 FALSE POSITIVE 82.03%
2727 CANDIDATE (PC) 95.32%
2728 CANDIDATE (PC) 96.46%
2729 CANDIDATE (PC) 47.03%
2730 FALSE POSITIVE 97.10%
2731 CANDIDATE (PC) 87.29%
2732 CANDIDATE (PC) 99.26%
2733 CANDIDATE (PC) 53.94%
2734 CANDIDATE (PC) 86.90%
2735 CANDIDATE (PC) 83.92%
2736 CANDIDATE (PC) 99.81%
2737 FALSE POSITIVE 92.03%
2738 CANDIDATE (PC) 92.06%
2739 FALSE POSITIVE 99.87%
2740 FALSE POSITIVE 96.35%
2741 CANDIDATE (PC) 96.52%
2742 CONFIRMED (CP) 89.09%
2743 CANDIDATE (PC) 92.97%
2744 CONFIRMED (CP) 99.13%
2745 CONFIRMED (CP) 91.56%
2746 FALSE POSITIVE 98.83%
2747 FALSE POSITIVE 80.77%
2748 CANDIDATE (PC) 98.23%
2749 FALSE POSITIVE 64.55%
2750 CANDIDATE (PC) 93.56%
2751 CANDIDATE (PC) 94.04%
2752 CANDIDATE (PC) 83.64%
2753 FALSE POSITIVE 48.44%
2754 FALSE POSITIVE 98.87%
2755 CANDIDATE (PC) 97.12%
2756 CANDIDATE (PC) 95.87%
2757 FALSE POSITIVE 99.72%
2758 CANDIDATE (PC) 88.13%
2759 CONFIRMED (CP) 90.01%
2760 CANDIDATE (PC) 35.38%
2761 FALSE POSITIVE 92.70%
2762 CANDIDATE (PC) 92.51%
2763 CANDIDATE (PC) 86.67%
2764 CANDIDATE (PC) 96.80%
2765 CONFIRMED (CP) 40.90%
2766 CONFIRMED (CP) 49.00%
2767 CANDIDATE (PC) 94.28%
2768 CANDIDATE (PC) 71.25%
2769 CANDIDATE (PC) 92.14%
2770 CANDIDATE (PC) 91.81%
2771 CANDIDATE (PC) 88.95%
2772 CONFIRMED (CP) 92.89%
2773 CANDIDATE (PC) 70.11%
2774 CANDIDATE (PC) 89.53%
2775 CANDIDATE (PC) 46.32%
2776 CANDIDATE (PC) 88.39%
2777 CANDIDATE (PC) 47.78%
2778 FALSE POSITIVE 93.49%
2779 CONFIRMED (CP) 85.85%
2780 CANDIDATE (PC) 99.90%
2781 FALSE POSITIVE 92.09%
2782 CANDIDATE (PC) 72.55%
2783 FALSE POSITIVE 75.44%
2784 CANDIDATE (PC) 93.08%
2785 CANDIDATE (PC) 87.48%
2786 CANDIDATE (PC) 87.83%
2787 CONFIRMED (CP) 96.75%
2788 CANDIDATE (PC) 65.05%
2789 FALSE POSITIVE 71.19%
2790 CONFIRMED (CP) 72.91%
2791 CONFIRMED (CP) 96.88%
2792 FALSE POSITIVE 98.69%
2793 CANDIDATE (PC) 97.78%
2794 FALSE POSITIVE 99.79%
2795 CANDIDATE (PC) 55.56%
2796 CONFIRMED (CP) 72.76%
2797 FALSE POSITIVE 86.49%
2798 CONFIRMED (CP) 51.43%
2799 CANDIDATE (PC) 93.38%
2800 FALSE POSITIVE 72.87%
2801 CANDIDATE (PC) 51.55%
2802 CANDIDATE (PC) 50.01%
2803 CANDIDATE (PC) 66.31%
2804 CANDIDATE (PC) 69.39%
2805 CANDIDATE (PC) 64.86%
2806 CANDIDATE (PC) 51.18%
2807 CANDIDATE (PC) 85.61%
2808 FALSE POSITIVE 98.15%
2809 CANDIDATE (PC) 50.31%
2810 CONFIRMED (CP) 93.41%
2811 CONFIRMED (CP) 81.60%
2812 FALSE POSITIVE 46.55%
2813 FALSE POSITIVE 98.83%
2814 CONFIRMED (CP) 97.14%
2815 CANDIDATE (PC) 99.37%
2816 FALSE POSITIVE 99.90%
2817 CANDIDATE (PC) 72.29%
2818 CANDIDATE (PC) 80.24%
2819 FALSE POSITIVE 59.77%
2820 FALSE POSITIVE 66.89%
2821 CANDIDATE (PC) 97.90%
2822 CANDIDATE (PC) 99.16%
2823 FALSE POSITIVE 99.36%
2824 CONFIRMED (CP) 98.08%
2825 FALSE POSITIVE 99.65%
2826 CANDIDATE (PC) 68.03%
2827 CANDIDATE (PC) 86.17%
2828 CONFIRMED (CP) 99.06%
2829 CONFIRMED (CP) 96.64%
2830 CONFIRMED (CP) 96.47%
2831 CONFIRMED (CP) 97.54%
2832 CANDIDATE (PC) 95.14%
2833 CANDIDATE (PC) 99.74%
2834 CONFIRMED (CP) 94.32%
2835 FALSE POSITIVE 77.42%
2836 CONFIRMED (CP) 94.82%
2837 FALSE POSITIVE 69.36%
2838 FALSE POSITIVE 75.03%
2839 CANDIDATE (PC) 96.17%
2840 CONFIRMED (CP) 95.33%
2841 CONFIRMED (CP) 98.75%
2842 FALSE POSITIVE 79.15%
2843 CANDIDATE (PC) 69.89%
2844 FALSE POSITIVE 95.35%
2845 CONFIRMED (CP) 97.92%
2846 FALSE POSITIVE 82.74%
2847 FALSE POSITIVE 74.30%
2848 FALSE POSITIVE 54.63%
2849 CANDIDATE (PC) 64.38%
2850 CANDIDATE (PC) 86.82%
2851 CANDIDATE (PC) 81.15%
2852 FALSE POSITIVE 96.51%
2853 CONFIRMED (CP) 96.23%
2854 CONFIRMED (CP) 78.71%
2855 CANDIDATE (PC) 99.78%
2856 CANDIDATE (PC) 93.22%
2857 FALSE POSITIVE 69.37%
2858 CONFIRMED (CP) 88.88%
2859 CANDIDATE (PC) 85.93%
2860 CONFIRMED (CP) 84.88%
2861 FALSE POSITIVE 67.27%
2862 FALSE POSITIVE 87.16%
2863 CONFIRMED (CP) 88.90%
2864 CANDIDATE (PC) 88.21%
2865 CANDIDATE (PC) 99.87%
2866 CONFIRMED (CP) 98.24%
2867 CANDIDATE (PC) 55.49%
2868 CANDIDATE (PC) 49.68%
2869 FALSE POSITIVE 65.50%
2870 CANDIDATE (PC) 87.51%
2871 CANDIDATE (PC) 69.31%
2872 CANDIDATE (PC) 71.50%
2873 FALSE POSITIVE 94.19%
